T,TM,Tm,H,PP,VV,V,VM,NH3
17.1,26.4,11,64,0,2.3,2.2,13,23.6
16.3,25.4,10,64,0,1.8,3.1,13,23.6
16.3,25.4,10,64,0,1.8,3.1,13,23.6
15.9,25.4,9,64,0,1.8,2.4,11.1,23.6
15.9,25.4,9,64,0,1.8,2.4,11.1,23.6
16,25,9,64,0,1.9,1.9,9.4,23.6
16,25,9,64,0,1.9,1.9,9.4,23.6
17.8,26,12,72,0,1.6,0.4,5.4,23.6
17.8,26,12,72,0,1.6,0.4,5.4,23.6
17.5,25.6,12,70,0,1.9,4.1,18,23.6
17.5,25.6,12,70,0,1.9,4.1,18,23.6
17.1,25.6,11,56,0,2.7,5.6,18.3,23.6
17.1,25.6,11,56,0,2.7,5.6,18.3,23.6
15.4,24,9,72,0,2.1,5.2,18.3,23.6
15.4,24,9,72,0,2.1,5.2,18.3,23.6
14.6,24,8,66,0,1.6,1.9,7.6,23.6
14.6,24,8,66,0,1.6,1.9,7.6,23.6
14.5,23.4,8,65,0,1.6,3.5,13,23.6
14.5,23.4,8,65,0,1.6,3.5,13,23.6
13.7,22.8,7,63,0,2.1,3.7,14.8,23.6
13.7,22.8,7,63,0,2.1,3.7,14.8,23.6
13.4,22.8,7,56,0,1.9,3.3,11.1,23.6
13.4,22.8,7,56,0,1.9,3.3,11.1,23.6
13.3,22.4,7,54,0,2.1,5.7,18.3,23.6
13.3,22.4,7,54,0,2.1,5.7,18.3,23.6
12.8,22.8,6,68,0,1.4,2.2,9.4,23.6
12.8,22.8,6,68,0,1.4,2.2,9.4,23.6
13.2,22.6,6,72,0,1.3,0.7,7.6,23.6
13.2,22.6,6,72,0,1.3,0.7,7.6,23.6
13.6,22.6,7,74,0,1.3,1.5,5.4,23.6
13.6,22.6,7,74,0,1.3,1.5,5.4,23.6
13.3,22.2,6,76,0,1,2,11.1,23.6
13.3,22.2,6,76,0,1,2,11.1,23.6
16.2,22,12.2,72,0,1.8,4.4,14.8,23.6
16.2,22,12.2,72,0,1.8,4.4,14.8,23.6
16.9,23.6,12,64,0,2.6,9.3,18.3,23.6
16.9,23.6,12,64,0,2.6,9.3,18.3,23.6
14.3,22.6,8,64,0,2.7,5,18.3,23.6
14.3,22.6,8,64,0,2.7,5,18.3,23.6
16,24.4,7,59,0,1.6,1.7,9.4,23.6
16,24.4,7,59,0,1.6,1.7,9.4,23.6
16.5,23.6,10.8,62,0,2.1,8.3,14.8,23.6
16.5,23.6,10.8,62,0,2.1,8.3,14.8,23.6
13.6,22,7,55,0,3.4,4.3,14.8,23.6
13.6,22,7,55,0,3.4,4.3,14.8,23.6
15.3,23.8,9,70,0,1.8,3.7,9.4,23.6
15.3,23.8,9,70,0,1.8,3.7,9.4,23.6
15.1,24,9,73,0,1.6,3.3,11.1,23.6
15.1,24,9,73,0,1.6,3.3,11.1,23.6
16.3,25.4,9.9,71,0,1.4,1.5,5.4,23.6
16.3,25.4,9.9,71,0,1.4,1.5,5.4,23.6
18.5,22,15,84,0,1.4,4.4,16.5,23.6
18.5,22,15,84,0,1.4,4.4,16.5,23.6
17.4,23,14,84,0,1.4,5,13,23.6
17.4,23,14,84,0,1.4,5,13,23.6
16.8,22.8,13.8,84,0,1.9,8.5,13,23.6
16.8,22.8,13.8,84,0,1.9,8.5,13,23.6
15.4,24.4,7.8,62,0,2.4,2.2,9.4,23.6
15.4,24.4,7.8,62,0,2.4,2.2,9.4,23.6
16.3,25.8,9,66,0,1.9,1.9,9.4,23.6
16.3,25.8,9,66,0,1.9,1.9,9.4,23.6
16.9,26.4,8,59,0,2.6,3.1,14.8,23.6
16.9,26.4,8,59,0,2.6,3.1,14.8,23.6
18.1,26.8,10,62,0,2.4,4.6,11.1,23.6
18.1,26.8,10,62,0,2.4,4.6,11.1,23.6
21.1,27.2,13.4,61,3.8075,1.9,9.4,20.6,23.6
21.1,27.2,13.4,61,3.8075,1.9,9.4,20.6,23.6
17.9,20.6,16.6,88,4.06,1.9,9.8,18.3,23.6
17.9,20.6,16.6,88,4.06,1.9,9.8,18.3,23.6
17.3,23,11,73,7.11,2.6,8.7,18.3,23.6
17.3,23,11,73,7.11,2.6,8.7,18.3,23.6
18.1,26.2,11,68,0,2.6,3.7,13,23.6
18.1,26.2,11,68,0,2.6,3.7,13,23.6
19.6,25.2,12,71,0,2.6,3.7,13,23.6
19.6,25.2,12,71,0,2.6,3.7,13,23.6
18.4,22,16,83,0,1.8,3.7,20.6,23.6
18.4,22,16,83,0,1.8,3.7,20.6,23.6
20.2,28.2,12.5,58,0,3.4,2.4,11.1,23.6
20.2,28.2,12.5,58,0,3.4,2.4,11.1,23.6
21.1,28.6,13,59,0,3.2,5,16.5,23.6
21.1,28.6,13,59,0,3.2,5,16.5,23.6
22,29.4,14.5,60,0,3.4,3.7,14.8,23.6
22,29.4,14.5,60,0,3.4,3.7,14.8,23.6
20.9,28.6,13,58,0,3.4,3.3,14.8,23.6
20.9,28.6,13,58,0,3.4,3.3,14.8,23.6
21.6,29.2,15,51,0.7625,3.2,3.5,9.4,23.6
21.6,29.2,15,51,0.7625,3.2,3.5,9.4,23.6
20.6,27.4,15.7,71,3.05,3.5,12.4,22.2,23.6
20.6,27.4,15.7,71,3.05,3.5,12.4,22.2,23.6
17,24,10,52,0,4,7.8,18.3,23.6
17,24,10,52,0,4,7.8,18.3,23.6
18.4,25,9.7,49,0,3.5,2.8,9.4,23.6
18.4,25,9.7,49,0,3.5,2.8,9.4,23.6
17.7,25,13,74,0.51,2.3,4.4,22.2,23.6
17.7,25,13,74,0.51,2.3,4.4,22.2,23.6
19.6,26.6,13,50,0,4.2,5.9,14.8,23.6
19.6,26.6,13,50,0,4.2,5.9,14.8,23.6
20.2,28.2,12.6,48,0,4.2,7.8,22.2,23.6
20.2,28.2,12.6,48,0,4.2,7.8,22.2,23.6
22.1,30.6,13.6,50,0,3.9,6.1,22.2,23.6
22.1,30.6,13.6,50,0,3.9,6.1,22.2,23.6
25.5,32.8,17.6,41,0,3.7,9.6,18.3,23.6
25.5,32.8,17.6,41,0,3.7,9.6,18.3,23.6
25.6,32.8,20,48,0,3.9,7.4,25.9,23.6
25.6,32.8,20,48,0,3.9,7.4,25.9,23.6
26.4,33,19.8,53,0,3.9,7.4,13,23.6
26.4,33,19.8,53,0,3.9,7.4,13,23.6
23.7,31.4,16.2,46,0,4,7.8,18.3,23.6
23.7,31.4,16.2,46,0,4,7.8,18.3,23.6
24.6,33,15.6,42,0,4,5.7,70.6,23.6
24.6,33,15.6,42,0,4,5.7,70.6,23.6
27.1,35.4,17.2,38,0,3.7,3.5,9.4,23.6
27.1,35.4,17.2,38,0,3.7,3.5,9.4,23.6
27.3,36,19.6,42,1.78,4,6.5,33.5,23.6
27.3,36,19.6,42,1.78,4,6.5,33.5,23.6
22.6,28,19,68,3.05,3.7,8,33.5,23.6
22.6,28,19,68,3.05,3.7,8,33.5,23.6
25.6,33.2,18,53,1.02,4.2,5.2,14.8,23.6
25.6,33.2,18,53,1.02,4.2,5.2,14.8,23.6
30.1,38,22,49,0,3.5,9.6,18.3,23.6
30.1,38,22,49,0,3.5,9.6,18.3,23.6
25.8,33,21,65,0,4,12.2,81.7,23.6
25.8,33,21,65,0,4,12.2,81.7,23.6
27,34,20.4,52,0,3.9,4.3,13,23.6
27,34,20.4,52,0,3.9,4.3,13,23.6
28.4,36,20,45,0,4,10.6,20.6,23.6
28.4,36,20,45,0,4,10.6,20.6,23.6
25.9,31.5,19.4,61,6.1,4.3,12.2,18.3,23.6
25.9,31.5,19.4,61,6.1,4.3,12.2,18.3,23.6
27.2,33,21.8,68,0,4,10,18.3,23.6
27.2,33,21.8,68,0,4,10,18.3,23.6
25.5,31,20.4,66,0,3.4,14.6,25.9,23.6
25.5,31,20.4,66,0,3.4,14.6,25.9,23.6
33.1,40,28,51,0,4,8.9,14.8,23.6
33.1,40,28,51,0,4,8.9,14.8,23.6
31.9,39.4,25.2,49,0,4.7,12,22.2,23.6
31.9,39.4,25.2,49,0,4.7,12,22.2,23.6
32.1,41,25.4,51,0,4.5,11.7,27.8,23.6
32.1,41,25.4,51,0,4.5,11.7,27.8,23.6
29.9,36,22,37,0,4.7,7.8,16.5,23.6
29.9,36,22,37,0,4.7,7.8,16.5,23.6
29.9,37,22.4,35,0,4.5,5.9,14.8,23.6
29.9,37,22.4,35,0,4.5,5.9,14.8,23.6
31.5,38.8,22,33,0,4.5,7.4,16.5,23.6
31.5,38.8,22,33,0,4.5,7.4,16.5,23.6
33.7,40,27.8,46,0,4.5,8.1,16.5,23.6
33.7,40,27.8,46,0,4.5,8.1,16.5,23.6
32.4,40,27,55,0,4.3,10.6,16.5,23.6
32.4,40,27,55,0,4.3,10.6,16.5,23.6
33,41.4,24,30,0,4.3,6.3,18.3,23.6
33,41.4,24,30,0,4.3,6.3,18.3,23.6
33,39.2,27,51,0,4.3,9.6,14.8,23.6
33,39.2,27,51,0,4.3,9.6,14.8,23.6
33.5,39,27,50,0,4.5,13,22.2,23.6
33.5,39,27,50,0,4.5,13,22.2,23.6
28.4,35,23,74,5.08,3.7,12.6,25.9,38.94145833
28.4,35,23,74,5.08,3.7,12.6,25.9,38.94145833
34,42.8,24.8,19,0,4.2,10.2,27.8,38.94145833
34,42.8,24.8,19,0,4.2,10.2,27.8,38.94145833
33.7,43,25.8,39,0,3.7,8.3,22.2,38.94145833
33.7,43,25.8,39,0,3.7,8.3,22.2,38.94145833
33.9,43,26,27,0,4,6.1,22.2,38.94145833
33.9,43,26,27,0,4,6.1,22.2,38.94145833
33,37,28,50,0,3.7,2.8,11.1,38.94145833
33,37,28,50,0,3.7,2.8,11.1,38.94145833
33.4,39,26.2,48,0,4.2,6.1,16.5,38.94145833
33.4,39,26.2,48,0,4.2,6.1,16.5,38.94145833
33.2,39,26.6,54,0,4.5,6.7,13,38.94145833
33.2,39,26.6,54,0,4.5,6.7,13,38.94145833
33.26666667,39,26.46666667,52,0,4.4,6.5,14.16666667,38.94145833
33.26666667,39,26.46666667,52,0,4.4,6.5,14.16666667,40.47666667
33.26666667,39,26.46666667,52,0,4.4,6.5,14.16666667,40.47666667
33,40,27,55,0,4.3,14.1,18.3,40.47666667
33,40,27,55,0,4.3,14.1,18.3,40.47666667
33,40,27,55,0,4.3,14.1,18.3,40.47666667
33,40,27,55,0,4.3,14.1,18.3,40.47666667
33,40,27,55,0,4.3,14.1,18.3,40.47666667
33,40,27,55,0,4.3,14.1,18.3,40.47666667
33,40,27,55,0,4.3,14.1,18.3,49.8
32.1,39,27,64,0,4.2,13,22.2,49.83
32.1,39,27,64,0,4.2,13,22.2,45.5
30.9,37,25,67,0,3.5,9.6,16.5,39.66
30.9,37,25,67,0,3.5,9.6,16.5,32.82
34.4,41,27,46,0,4.2,10.9,25.9,25.25
34.4,41,27,46,0,4.2,10.9,25.9,27.59
32.4,40.2,26,47,0,4.3,14.8,27.8,28.8
32.4,40.2,26,47,0,4.3,14.8,27.8,27.28
30.7,36.6,25.4,57,0,4.2,19.4,25.9,31.46
30.7,36.6,25.4,57,0,4.2,19.4,25.9,33.33
31.7,37.8,26,62,0,4.2,18,27.8,29.47
31.7,37.8,26,62,0,4.2,18,27.8,26.89
30.7,37.2,25,57,0,4.2,16.9,25.9,32.81
30.7,37.2,25,57,0,4.2,16.9,25.9,34.62
29.6,33.4,25,61,0,4.3,13.3,22.2,30.9
29.6,33.4,25,61,0,4.3,13.3,22.2,28.47
33.7,39,28,54,0,4,13.1,22.2,30.55
33.7,39,28,54,0,4,13.1,22.2,28.22
34.4,40.4,29,52,0,4.7,13,22.2,32.08
34.4,40.4,29,52,0,4.7,13,22.2,19.65
35.2,42.4,29,45,0,4.3,10.7,22.2,14.62
35.2,42.4,29,45,0,4.3,10.7,22.2,18.88
34.1,40.4,26.6,47,0,4.2,5.7,11.1,27.83
34.1,40.4,26.6,47,0,4.2,5.7,11.1,26.91
37.1,43,30,39,0,4.3,8.1,18.3,30.57
37.1,43,30,39,0,4.3,8.1,18.3,21.25
37.8,45.4,30,32,0,4.3,11.5,22.2,19.91
37.8,45.4,30,32,0,4.3,11.5,22.2,22.38
34.7,40.8,29.8,50,0,4.3,7.2,18.3,21.43
34.7,40.8,29.8,50,0,4.3,7.2,18.3,20.99
33.2,39.4,30,56,0,4,8.3,22.2,21.29
33.2,39.4,30,56,0,4,8.3,22.2,28.37
32.2,39,28,65,2.03,4,10.2,18.3,30.78
32.2,39,28,65,2.03,4,10.2,18.3,32.43
36.2,41,30.8,49,0,4,9.1,18.3,36.34
36.2,41,30.8,49,0,4,9.1,18.3,35.33
33,39,29,58,0,4,11.3,25.9,39.18
33,39,29,58,0,4,11.3,25.9,31.98
31.2,37,26,71,7.87,3.5,6.9,9.4,33.67
31.2,37,26,71,7.87,3.5,6.9,9.4,32.47
30.9,37,26.7,77,2.03,3.2,6.3,18.3,25.51
30.9,37,26.7,77,2.03,3.2,6.3,18.3,17.92
30.2,33.2,28,75,0.51,4,21.1,29.4,36.09
30.2,33.2,28,75,0.51,4,21.1,29.4,28.41
30.4,34,27.6,73,0,4.2,15.7,27.8,21.12
30.4,34,27.6,73,0,4.2,15.7,27.8,25.3
27.3,29,27,97,0.51,2.7,9.6,22.2,23.44
27.3,29,27,97,0.51,2.7,9.6,22.2,30.99
26.9,28.6,26,99,65.02,2.6,8.7,18.3,26.71
26.9,28.6,26,99,65.02,2.6,8.7,18.3,29.13
26.7,30,25,97,49.02,2.1,9.4,18.3,40.76
26.7,30,25,97,49.02,2.1,9.4,18.3,45.26
28.3,32.4,24,84,29.97,3.1,11.1,22.2,41.95
28.3,32.4,24,84,29.97,3.1,11.1,22.2,40.13
30.3,35,23.2,77,13.97,4.2,11.5,31.7,32
30.3,35,23.2,77,13.97,4.2,11.5,31.7,33.3
31.9,36,27,68,0,4.2,10,22.2,33.71
31.9,36,27,68,0,4.2,10,22.2,36.62
32.2,37.4,28.4,70,0,3.9,7.8,18.3,36.32
32.2,37.4,28.4,70,0,3.9,7.8,18.3,35.29
32.8,37.2,29,69,0,4,8.5,18.3,34.77
32.8,37.2,29,69,0,4,8.5,18.3,28.4
33.1,37.4,29,66,0,4,6.9,11.1,28.29
33.1,37.4,29,66,0,4,6.9,11.1,22.91
28.7,31,27,84,5.08,3.4,5,11.1,27.28
28.7,31,27,84,5.08,3.4,5,11.1,31.09
29.4,34,27,82,0,3.1,8.1,14.8,35.94
29.4,34,27,82,0,3.1,8.1,14.8,36.2
28.4,33,26.6,87,6.1,3.1,13.5,27.8,35.25
28.4,33,26.6,87,6.1,3.1,13.5,27.8,33.5
30.6,34,27,68,0,4.3,11.1,18.3,25.75
30.6,34,27,68,0,4.3,11.1,18.3,24.17
30.1,33.6,27,78,0,3.7,12,22.2,25.8
30.1,33.6,27,78,0,3.7,12,22.2,22.17
29.6,34,26,82,1.02,3.4,11.5,18.3,22.75
29.6,34,26,82,1.02,3.4,11.5,18.3,21.77
31,35.8,28,75,0.25,3.9,9.8,16.5,23.24
31,35.8,28,75,0.25,3.9,9.8,16.5,22.24
29.9,32.2,26.4,76,11.94,3.9,18,27.8,22.81
29.9,32.2,26.4,76,11.94,3.9,18,27.8,21.68
28.6,31,26.8,80,0,3.9,20.6,27.8,19.31
28.6,31,26.8,80,0,3.9,20.6,27.8,20.16
29.4,33.8,26.7,82,0,3.9,11.1,22.2,18.78
29.4,33.8,26.7,82,0,3.9,11.1,22.2,18.63
29.7,32.6,27,79,2.03,3.7,17,27.8,20.07
29.7,32.6,27,79,2.03,3.7,17,27.8,17.1
28.4,31,26.8,87,2.03,3.2,16.5,22.2,18.72
28.4,31,26.8,87,2.03,3.2,16.5,22.2,20.08
29.2,33,27,83,0,3.2,7.8,18.3,18.29
29.2,33,27,83,0,3.2,7.8,18.3,16.13
29,32,26,83,12.95,3.5,10.7,22.2,14.5
29,32,26,83,12.95,3.5,10.7,22.2,14.13
30.4,34,27.8,81,0,3.4,7.4,14.8,14.24
30.4,34,27.8,81,0,3.4,7.4,14.8,13.88
29.5,34,25,80,7.87,3.7,8.9,22.2,12.38
29.5,34,25,80,7.87,3.7,8.9,22.2,13.37
29.2,32,26.2,81,0,3.5,11.9,18.3,12.52
29.2,32,26.2,81,0,3.5,11.9,18.3,12.6
30.4,34.4,27,76,1.02,4,11.9,22.2,12.94
30.4,34.4,27,76,1.02,4,11.9,22.2,13.87
31.1,34,27,71,1.02,4.3,11.3,20.6,12.02
31.1,34,27,71,1.02,4.3,11.3,20.6,12.07
32,35.6,28,71,0,3.9,9.6,14.8,11.8
32,35.6,28,71,0,3.9,9.6,14.8,11.97
31.9,36,28.8,74,0,3.9,5.7,11.1,11.56
31.9,36,28.8,74,0,3.9,5.7,11.1,11.86
31.2,36.6,28,75,0,3.9,5.4,14.8,12.28
31.2,36.6,28,75,0,3.9,5.4,14.8,12.87
30.6,35,28,78,0,3.9,11.1,22.2,15.74
30.6,35,28,78,0,3.9,11.1,22.2,15.87
30.2,33.2,28,76,0.25,4.2,15.6,22.2,15.63
30.2,33.2,28,76,0.25,4.2,15.6,22.2,14.49
29.7,33,27.8,79,0,4,15.6,22.2,13.59
29.7,33,27.8,79,0,4,15.6,22.2,13.06
29.4,33,27,83,0,3.4,10.7,14.8,13.41
29.4,33,27,83,0,3.4,10.7,14.8,13.8
28.2,33.2,25,87,3.05,2.9,11.1,22.2,14
28.2,33.2,25,87,3.05,2.9,11.1,22.2,13.32
29.1,34,25,83,55.88,3.2,7.2,13,12.63
29.1,34,25,83,55.88,3.2,7.2,13,11.17
30.1,34,26.6,82,0.51,3.4,3.5,9.4,11.91
30.1,34,26.6,82,0.51,3.4,3.5,9.4,11.52
28.4,33,24.8,84,0,3.5,6.1,14.8,11.72
28.4,33,24.8,84,0,3.5,6.1,14.8,11.08
29.7,34.2,26,77,0,3.7,5.4,11.1,11.3
29.7,34.2,26,77,0,3.7,5.4,11.1,11.3
27.6,34,25,87,8.89,3.5,3.7,11.1,10.13
27.6,34,25,87,8.89,3.5,3.7,11.1,10.08
27,30,24,85,7.43,3.4,15.4,22.2,9.06
27,30,24,85,7.43,3.4,15.4,22.2,8.21
24.7,26.2,24,99,11.94,2.7,7.4,14.8,8.96
24.7,26.2,24,99,11.94,2.7,7.4,14.8,7.49
24.6,26,23.8,98,18.03,2.7,6.5,16.5,8.24
24.6,26,23.8,98,18.03,2.7,6.5,16.5,8.18
25.6,29,23,89,1.02,3.9,2,9.4,9.58
25.6,29,23,89,1.02,3.9,2,9.4,7.77
27.4,30.2,23.3,83,0,3.5,5.4,11.1,9.41
27.4,30.2,23.3,83,0,3.5,5.4,11.1,7.16
27.9,32,25,86,0,2.7,4.3,11.1,6.57
27.9,32,25,86,0,2.7,4.3,11.1,10.93
28.6,33,24.6,75,0,3.1,3,14.8,9.34
28.6,33,24.6,75,0,3.1,3,14.8,10.05
27.9,33,24,78,0,3.1,6.5,16.5,11.9
27.9,33,24,78,0,3.1,6.5,16.5,10.86
27.3,31,24,82,0,3.4,3.3,9.4,9.53
27.3,31,24,82,0,3.4,3.3,9.4,9.74
27.1,32.6,22.4,71,0,3.5,4.1,9.4,10.03
27.1,32.6,22.4,71,0,3.5,4.1,9.4,8.71
26.9,32.2,22,71,0,3.5,2.8,13,3.95
26.9,32.2,22,71,0,3.5,2.8,13,6.78
26.7,32,22,73,0,2.7,1.3,9.4,8.21
26.7,32,22,73,0,2.7,1.3,9.4,4.04
25.5,28,23.8,84,2.03,1.9,2.4,16.5,6.17
25.5,28,23.8,84,2.03,1.9,2.4,16.5,6.57
25,28.4,23.3,93,0,2.4,5.7,11.1,7.14
25,28.4,23.3,93,0,2.4,5.7,11.1,5.77
25.5,28.8,23,90,0,1.9,6.9,14.8,6.03
25.5,28.8,23,90,0,1.9,6.9,14.8,6.83
22,24,21,86,0,2.9,8,14.8,4.97
22,24,21,86,0,2.9,8,14.8,3.99
22.9,26.2,20.8,88,0,2.7,4.8,11.1,12.01
22.9,26.2,20.8,88,0,2.7,4.8,11.1,11.28
23.4,28,20,85,0,2.6,3.3,9.4,5.16
23.4,28,20,85,0,2.6,3.3,9.4,6.47
25.2,30.2,21,81,0,1.8,2,9.4,3.39
25.2,30.2,21,81,0,1.8,2,9.4,7.78
25.1,31,21.4,84,0,1.6,0.9,5.4,7.15
25.1,31,21.4,84,0,1.6,0.9,5.4,6.39
25.1,30,21.4,88,0,1,1.1,7.6,7.29
25.1,30,21.4,88,0,1,1.1,7.6,5.55
26.2,31,22,81,0,1.3,4.3,11.1,6.72
26.2,31,22,81,0,1.3,4.3,11.1,6.82
23.3,30,17.4,71,0,2.4,0.6,7.6,16.67
23.3,30,17.4,71,0,2.4,0.6,7.6,11.62
23.8,29.2,18,79,0,2.4,1.5,11.1,5.01
23.8,29.2,18,79,0,2.4,1.5,11.1,3.54
24.5,29.6,20,82,0,3.1,2,7.6,1.78
24.5,29.6,20,82,0,3.1,2,7.6,2.52
21.6,30,15,67,0,2.7,2,11.1,6.77
21.6,30,15,67,0,2.7,2,11.1,5.98
22.3,30,15,68,0,2.4,0.2,3.5,3.11
22.3,30,15,68,0,2.4,0.2,3.5,4.76
22.5,30.2,16.4,66,0,3.1,3.1,9.4,2.74
22.5,30.2,16.4,66,0,3.1,3.1,9.4,2.76
20.6,28,14.2,63,0,3.2,4.4,16.5,3.13
20.6,28,14.2,63,0,3.2,4.4,16.5,1.91
19.9,26.8,15,71,0,2.4,0.9,7.6,2.05
19.9,26.8,15,71,0,2.4,0.9,7.6,2.26
19.9,27,14,72,0,2.1,1.7,9.4,1.59
19.9,27,14,72,0,2.1,1.7,9.4,1.14
26.6,31.4,22.4,78,0,6,3.9,7.6,1.14
26.6,31.4,22.4,78,0,6,3.9,7.6,1.14
26.2,33,19.8,70,0,6.9,3.3,5.4,1.14
26.2,33,19.8,70,0,6.9,3.3,5.4,1.14
26.5,33,21,70,0,6.9,1.1,5.4,1.14
26.5,33,21,70,0,6.9,1.1,5.4,1.14
26.9,32,23.5,78,0,5.8,2,5.4,1.14
26.9,32,23.5,78,0,5.8,2,5.4,1.14
27.6,32,23.7,75,0,7.4,2,9.4,1.14
27.6,32,23.7,75,0,7.4,2,9.4,1.14
27.1,32,24.3,81,0,6.3,3.1,5.4,1.14
27.1,32,24.3,81,0,6.3,3.1,5.4,1.14
26.3,32.7,20.4,65,0,5.5,3,9.4,1.14
26.3,32.7,20.4,65,0,5.5,3,9.4,1.14
26.8,33,21.5,65,0,6.3,2.8,5.4,1.14
26.8,33,21.5,65,0,6.3,2.8,5.4,1.14
27,33,23,71,0,6.9,1.1,5.4,1.14
27,33,23,71,0,6.9,1.1,5.4,1.14
27.5,33,23.5,72,0,6.9,2.4,11.1,1.14
27.5,33,23.5,72,0,6.9,2.4,11.1,1.14
27.5,33,22.5,71,0,5.5,2.2,5.4,1.14
27.5,33,22.5,71,0,5.5,2.2,5.4,1.14
27.2,32.7,22.5,75,0,6.3,3.7,7.6,1.14
27.2,32.7,22.5,75,0,6.3,3.7,7.6,1.14
27.6,32.8,23.7,76,0,6.3,2.2,5.4,1.14
27.6,32.8,23.7,76,0,6.3,2.2,5.4,1.14
27.3,32.6,23.8,66,0,7.7,3.1,11.1,1.14
27.3,32.6,23.8,66,0,7.7,3.1,11.1,1.14
27.7,32.6,23.1,64,0,6.9,1.9,5.4,1.14
27.7,32.6,23.1,64,0,6.9,1.9,5.4,1.14
28.4,33.8,23.9,62,0,6.9,2,5.4,1.14
28.4,33.8,23.9,62,0,6.9,2,5.4,1.14
27.9,34,23.7,67,0,6.3,3.1,7.6,1.14
27.9,34,23.7,67,0,6.3,3.1,7.6,1.14
27.8,34,23,63,0,6.8,3.1,5.4,1.14
27.8,34,23,63,0,6.8,3.1,5.4,1.14
28.6,34.4,23.4,54,0,6.9,2,7.6,1.14
28.6,34.4,23.4,54,0,6.9,2,7.6,1.14
28.3,34,24.4,68,0,7.7,3.5,9.4,1.14
28.3,34,24.4,68,0,7.7,3.5,9.4,1.14
28.1,34,23.7,66,0,6.3,2,5.4,1.14
28.1,34,23.7,66,0,6.3,2,5.4,1.14
28,34,22.8,67,0,6.9,1.3,3.5,1.14
28,34,22.8,67,0,6.9,1.3,3.5,1.14
28.3,33.2,24.6,75,0,6.9,1.5,5.4,1.14
28.3,33.2,24.6,75,0,6.9,1.5,5.4,1.14
28.3,33.2,24,75,0,6.3,3.1,11.1,1.14
28.3,33.2,24,75,0,6.3,3.1,11.1,1.14
28.1,33.5,23.6,71,0,7.7,3.7,11.1,1.14
28.1,33.5,23.6,71,0,7.7,3.7,11.1,1.14
27.2,33.1,21.7,67,0,6.3,4.8,11.1,1.14
27.2,33.1,21.7,67,0,6.3,4.8,11.1,1.14
27.3,33.1,21.8,71,0,6.9,2.6,7.6,1.14
27.3,33.1,21.8,71,0,6.9,2.6,7.6,1.14
27.6,33.4,22.5,60,0,6.9,2.6,7.6,1.14
27.6,33.4,22.5,60,0,6.9,2.6,7.6,1.14
28.2,33.9,23.4,70,0,6.9,1.9,7.6,1.14
28.2,33.9,23.4,70,0,6.9,1.9,7.6,1.14
27.7,33.9,24.3,74,0,5.5,2.6,7.6,1.14
27.7,33.9,24.3,74,0,5.5,2.6,7.6,1.14
28.1,33.3,24.4,74,0,6.9,1.9,5.4,1.14
28.1,33.3,24.4,74,0,6.9,1.9,5.4,1.14
28.3,33.4,23.2,72,0,6.3,3.3,5.4,1.14
28.3,33.4,23.2,72,0,6.3,3.3,5.4,1.14
28.9,33.7,25,73,0,6.9,3,7.6,1.14
28.9,33.7,25,73,0,6.9,3,7.6,1.14
27.8,33.7,24.8,78,0,6.3,1.1,5.4,1.14
27.8,33.7,24.8,78,0,6.3,1.1,5.4,1.14
29.4,34.6,25,70,0,6.6,1.3,5.4,1.14
29.4,34.6,25,70,0,6.6,1.3,5.4,1.14
28.8,34.6,25,71,0.51,6.9,2.8,7.6,1.14
28.8,34.6,25,71,0.51,6.9,2.8,7.6,1.14
27.9,33.9,21.4,73,0,6.9,4.6,11.1,1.14
27.9,33.9,21.4,73,0,6.9,4.6,11.1,1.14
29.2,34.3,25,67,0,6.9,4.3,9.4,1.14
29.2,34.3,25,67,0,6.9,4.3,9.4,1.14
25.9,34.3,24.4,85,1.02,5.5,4.6,9.4,1.14
25.9,34.3,24.4,85,1.02,5.5,4.6,9.4,2.7265
27.3,34,23.4,83,19.05,5.5,2.2,9.4,2.7265
27.3,34,23.4,83,19.05,5.5,2.2,9.4,2.7265
28.4,33.5,24,71,0,6.9,3,9.4,2.7265
28.4,33.5,24,71,0,6.9,3,9.4,2.7265
28.4,33.5,23.2,67,0,6.9,2.4,5.4,2.7265
28.4,33.5,23.2,67,0,6.9,2.4,5.4,2.7265
28.9,34.4,23.6,66,0,6.9,2,11.1,2.7265
28.9,34.4,23.6,66,0,6.9,2,11.1,2.7265
29.8,35.4,25.7,72,0,6.3,2,5.4,2.7265
29.8,35.4,25.7,72,0,6.3,2,5.4,2.773333333
29.6,36.4,24.7,71,0,6.3,3.5,14.8,2.773333333
29.6,36.4,24.7,71,0,6.3,3.5,14.8,2.773333333
29.8,36.4,24.7,65,0,7.7,3.1,5.4,2.773333333
29.8,36.4,24.7,65,0,7.7,3.1,5.4,2.773333333
29.6,34.5,25.2,69,0,6.9,1.3,5.4,2.773333333
29.6,34.5,25.2,69,0,6.9,1.3,5.4,2.773333333
28.6,34.5,25.8,80,0.51,6.3,2.4,11.1,2.773333333
28.6,34.5,25.8,80,0.51,6.3,2.4,11.1,2.773333333
27.7,34.4,25.2,82,3.05,6.9,0.9,3.5,2.773333333
27.7,34.4,25.2,82,3.05,6.9,0.9,3.5,2.773333333
29.6,34.5,24.7,73,0,7.7,4.3,11.1,2.773333333
29.6,34.5,24.7,73,0,7.7,4.3,11.1,2.773333333
