T,TM,Tm,H,PP,VV,V,VM,NH3
28.2,36.4,23,77,0,3.9,14.6,59.4,9.61
28.2,36.4,23,77,0,3.9,14.6,59.4,10.34
27.1,36.4,21.6,87,0,3.7,11.3,37,9.59
27.1,36.4,21.6,87,0,3.7,11.3,37,9.55
24.8,33,22,100,0,3.4,6.1,20.6,9.65
24.8,33,22,100,0,3.4,6.1,20.6,9.29
33.8,38,27.8,61,0,4.5,3.7,13,9.45
33.8,38,27.8,61,0,4.5,3.7,13,9.62
34.1,39.2,28.8,68,0,4.2,7.4,33.5,9.5
34.1,39.2,28.8,68,0,4.2,7.4,33.5,9.34
32.4,38.1,29.7,78,0,3.9,9.4,38.9,9.46
32.4,38.1,29.7,78,0,3.9,9.4,38.9,9.51
30.9,34,25.8,90,0,3.9,1.5,7.6,9.32
30.9,34,25.8,90,0,3.9,1.5,7.6,9.41
31.3,36,26.7,86,0,3.4,4.1,22.2,9.34
31.3,36,26.7,86,0,3.4,4.1,22.2,9.32
31.1,36.5,26,91,0,3.9,5.2,18.3,9.36
31.1,36.5,26,91,0,3.9,5.2,18.3,9.41
30.7,35.3,23.6,87,0,4,2.8,11.1,9.29
30.7,35.3,23.6,87,0,4,2.8,11.1,9.32
32.9,36,28.2,77,0,3.9,2.6,9.4,8.98
32.9,36,28.2,77,0,3.9,2.6,9.4,30.09
33.7,37,29.3,73,0,3.9,3.9,13,30.69
33.7,37,29.3,73,0,3.9,3.9,13,31.13
29.6,32.2,25.4,99,0,4.5,3,11.1,37.76
29.6,32.2,25.4,99,0,4.5,3,11.1,30.77
31.9,35,27.1,88,0,3.9,2.8,14.8,30.03
31.9,35,27.1,88,0,3.9,2.8,14.8,34.63
32.1,36.3,29,90,0,3.9,5.7,14.8,29.97
32.1,36.3,29,90,0,3.9,5.7,14.8,30.9
32.1,35.2,26.4,82,0,4.8,2.6,9.4,30.38
32.1,35.2,26.4,82,0,4.8,2.6,9.4,30.31
29.3,36,27,97,0,3.1,4.3,29.4,30.47
29.3,36,27,97,0,3.1,4.3,29.4,30.37
31.1,35,26.6,90,0,4.2,1.7,5.4,30.36
31.1,35,26.6,90,0,4.2,1.7,5.4,30.36
31.2,34,27.2,92,0,5,5.2,13,30.36
31.2,34,27.2,92,0,5,5.2,13,29.79
30.5,34.7,25.8,92,0,4.8,6.7,16.5,28.99
30.5,34.7,25.8,92,0,4.8,6.7,16.5,31.4
29.8,35,26,97,0,2.9,6.5,38.9,31.44
29.8,35,26,97,0,2.9,6.5,38.9,32.46
29.7,34.8,27.2,97,0,2.9,6.7,14.8,32.83
29.7,34.8,27.2,97,0,2.9,6.7,14.8,20.44
29.1,32.4,27,98,0,2.7,3.7,22.2,13.06
29.1,32.4,27,98,0,2.7,3.7,22.2,13.16
28.2,32,24.8,91,0,4,4.1,22.2,13.1
28.2,32,24.8,91,0,4,4.1,22.2,12.81
28.1,31.8,25.7,90,0,3.9,3.1,13,12.97
28.1,31.8,25.7,90,0,3.9,3.1,13,13.26
30.9,35.7,28,96,0,3.1,6.1,16.5,12.38
30.9,35.7,28,96,0,3.1,6.1,16.5,24.67
30.9,36.4,27,96,0,3.5,5.7,14.8,12.99
30.9,36.4,27,96,0,3.5,5.7,14.8,13.01
30.4,35,23,91,0,4.7,5.4,27.8,13.03
30.4,35,23,91,0,4.7,5.4,27.8,13
29.8,36,24,89,0,4,12,25.9,13.05
29.8,36,24,89,0,4,12,25.9,13.06
28.4,35.8,23.4,97,0,4.5,6.3,27.8,12.92
28.4,35.8,23.4,97,0,4.5,6.3,27.8,13
29.8,33,26.8,91,0,4.2,4.1,11.1,12.99
29.8,33,26.8,91,0,4.2,4.1,11.1,12.98
29.3,36.6,26,98,0,4.7,9.3,22.2,13
29.3,36.6,26,98,0,4.7,9.3,22.2,12.99
28.7,33.7,25.6,94,0,5,8,18.3,13.01
28.7,33.7,25.6,94,0,5,8,18.3,13
29.9,35,26.2,93,0,4.8,3.5,14.8,13
29.9,35,26.2,93,0,4.8,3.5,14.8,12.99
26.7,34.2,23,97,0,3.9,3.1,51.9,13
26.7,34.2,23,97,0,3.9,3.1,51.9,13
26.9,31.2,23.8,94,0,4.7,4.6,22.2,13.01
26.9,31.2,23.8,94,0,4.7,4.6,22.2,13
29.1,33,23.8,89,0,5.1,3.1,17.6,13.08
29.1,33,23.8,89,0,5.1,3.1,17.6,13
28.3,32,24.9,97,0,4.3,3.5,13,13.04
28.3,32,24.9,97,0,4.3,3.5,13,9.12
26.4,33.3,24,99,0,3.9,6.3,20.6,5.02
26.4,33.3,24,99,0,3.9,6.3,20.6,4.93
27.6,31,24,97,0,4.7,3.7,11.1,5.01
27.6,31,24,97,0,4.7,3.7,11.1,5.1
28.8,33,23,90,0,5.6,3.1,9.4,5.34
28.8,33,23,90,0,5.6,3.1,9.4,5.53
28.2,34.1,22.2,84,0,5.1,3.7,13,5.25
28.2,34.1,22.2,84,0,5.1,3.7,13,5.19
29.1,33.5,23.2,84,0,4.2,2.6,9.4,5.63
29.1,33.5,23.2,84,0,4.2,2.6,9.4,6.76
30.2,34,25.9,84,0,3.9,4.6,14.8,6.05
30.2,34,25.9,84,0,3.9,4.6,14.8,5.63
28.1,35,22,84,0,4.2,5.4,35.2,5.95
28.1,35,22,84,0,4.2,5.4,35.2,6.11
28.2,35.6,21,76,0,5.1,3.7,13,6.29
28.2,35.6,21,76,0,5.1,3.7,13,5.37
27.5,35,22.7,78,0,4.7,4.4,14.8,5.8
27.5,35,22.7,78,0,4.7,4.4,14.8,6.2
28.6,35.2,21.9,75,0,4.8,1.5,7.6,6.77
28.6,35.2,21.9,75,0,4.8,1.5,7.6,5.65
29,35.7,22.1,75,0,5,2.2,11.1,5.61
29,35.7,22.1,75,0,5,2.2,11.1,5.98
29.2,35,24,80,0,4,2.2,9.4,5.7
29.2,35,24,80,0,4,2.2,9.4,5.93
28.3,34,23,79,0,3.4,1.3,7.6,5.18
28.3,34,23,79,0,3.4,1.3,7.6,5.3
29.2,34.2,23.7,81,0,4,2,9.4,4.87
29.2,34.2,23.7,81,0,4,2,9.4,5.17
29.6,35,24.5,79,0,4.2,3.7,13,5.07
29.6,35,24.5,79,0,4.2,3.7,13,5.15
27.6,35.9,21.4,73,0,3.7,2.8,13,4.97
27.6,35.9,21.4,73,0,3.7,2.8,13,5.04
27.3,35.1,21.2,75,0,4,2,9.4,5.1
27.3,35.1,21.2,75,0,4,2,9.4,8.93
27.8,35,22,72,0,3.5,3.1,14.8,11.99
27.8,35,22,72,0,3.5,3.1,14.8,11.99
27.4,34.6,20.2,82,0,3.7,3.9,16.5,12.16
27.4,34.6,20.2,82,0,3.7,3.9,16.5,11.87
27.4,34.5,21.2,69,0,4.2,2.6,11.1,11.99
27.4,34.5,21.2,69,0,4.2,2.6,11.1,12.01
27.6,35,21.7,75,0,3.2,2.2,9.4,11.94
27.6,35,21.7,75,0,3.2,2.2,9.4,12.02
26.1,34.2,20,80,0,3.2,3,13,11.99
26.1,34.2,20,80,0,3.2,3,13,12.1
26.1,34.6,19,71,0,3.5,2.2,9.4,12.06
26.1,34.6,19,71,0,3.5,2.2,9.4,11.99
26.3,34.4,18.6,70,0,2.9,2.8,7.6,12.02
26.3,34.4,18.6,70,0,2.9,2.8,7.6,12
24.6,34.6,18.6,74,0,3.4,3.1,13,12.06
24.6,34.6,18.6,74,0,3.4,3.1,13,12.01
25.4,33.5,17.8,65,0,3.7,3,11.1,11.94
25.4,33.5,17.8,65,0,3.7,3,11.1,11.96
23.7,33.2,17,73,0,3.2,2.2,14.8,12
23.7,33.2,17,73,0,3.2,2.2,14.8,11.92
23.6,32,16.2,72,0,2.7,2,11.1,11.99
23.6,32,16.2,72,0,2.7,2,11.1,12.01
22.6,32.3,15.2,72,0,2.7,1.3,7.6,11.96
22.6,32.3,15.2,72,0,2.7,1.3,7.6,11.83
20.9,31.8,15,75,0,1.9,1.9,9.4,12.31
20.9,31.8,15,75,0,1.9,1.9,9.4,11.96
20.4,28.5,14.8,77,0,1.3,1.3,7.6,11.84
20.4,28.5,14.8,77,0,1.3,1.3,7.6,11.8
20.4,28.1,15.6,79,0,1.3,2.6,13,12.09
20.4,28.1,15.6,79,0,1.3,2.6,13,14.285
20.1,27,14.7,89,0,0.6,0.7,5.4,14.285
20.1,27,14.7,89,0,0.6,0.7,5.4,21.41
19.9,27.2,14.1,90,0,0.6,0.4,5.4,14.74
19.9,27.2,14.1,90,0,0.6,0.4,5.4,12.12
17.7,24,14,94,0,0.3,1.5,5.4,12.04
17.7,24,14,94,0,0.3,1.5,5.4,12.09
15.8,24.5,13,91,0,0.3,1.1,9.4,12.4
15.8,24.5,13,91,0,0.3,1.1,9.4,11.99
17.1,26,11,83,0,1,0.6,3.5,12.03
17.1,26,11,83,0,1,0.6,3.5,12.02
16.4,27.1,13,94,0,0.3,0.6,3.5,12.36
16.4,27.1,13,94,0,0.3,0.6,3.5,12.13
16.8,23.2,12.6,85,0,1.4,10.9,31.7,11.82
16.8,23.2,12.6,85,0,1.4,10.9,31.7,11.92
15.8,22.4,11,85,0,3.1,6.1,14.8,12.04
15.8,22.4,11,85,0,3.1,6.1,14.8,12.09
14.6,23.9,7.4,80,0,2.6,1.7,7.6,12.19
14.6,23.9,7.4,80,0,2.6,1.7,7.6,11.95
14.7,23,7.6,72,0,2.6,3,13,12.12
14.7,23,7.6,72,0,2.6,3,13,12
14.8,24,7,70,0,2.3,4.3,18.3,16.9
14.8,24,7,70,0,2.3,4.3,18.3,14.03
15.6,26,6.8,58,0,3.1,1.3,9.4,12.57
15.6,26,6.8,58,0,3.1,1.3,9.4,12.23
13.9,25.8,7.5,69,0,2.3,1.3,9.4,12.55
13.9,25.8,7.5,69,0,2.3,1.3,9.4,12.37
15.3,25.5,7.2,66,0,2.1,2.2,11.1,12.18
15.3,25.5,7.2,66,0,2.1,2.2,11.1,12.12
14.7,25,6.2,67,0,2.4,0.7,5.4,12.16
14.7,25,6.2,67,0,2.4,0.7,5.4,12.02
14.9,24.5,8,68,0,1.9,2,9.4,11.77
14.9,24.5,8,68,0,1.9,2,9.4,11.8
14.4,25.3,6.6,74,0,2.3,1.5,14.8,11.84
14.4,25.3,6.6,74,0,2.3,1.5,14.8,12
13.3,22.1,4.6,56,0,2.9,2.4,14.8,12.16
13.3,22.1,4.6,56,0,2.9,2.4,14.8,12.1
14.4,25,5.9,58,0,2.6,3.9,16.5,12.14
14.4,25,5.9,58,0,2.6,3.9,16.5,12.29
14.4,25.3,5,60,0,3.2,2.4,11.1,11.88
14.4,25.3,5,60,0,3.2,2.4,11.1,12.21
11.7,15.8,8,93,0,0.3,0,5.4,11.8
11.7,15.8,8,93,0,0.3,0,5.4,11.71
9.6,15.4,7,93,0,1,3.5,13,12.15
9.6,15.4,7,93,0,1,3.5,13,11.97
9.1,15,5,88,0,1.8,1.7,9.4,12.02
9.1,15,5,88,0,1.8,1.7,9.4,11.93
14.4,24,6,66,0,2.7,3,13,11.98
14.4,24,6,66,0,2.7,3,13,12
15.5,24,8.4,67,0,2.4,2.4,11.1,12.03
15.5,24,8.4,67,0,2.4,2.4,11.1,11.98
15.2,24.7,7.9,72,0,2.7,1.9,14.8,11.93
15.2,24.7,7.9,72,0,2.7,1.9,14.8,12.09
11.1,21.9,3.5,79,0,1.1,1.9,11.1,11.96
11.1,21.9,3.5,79,0,1.1,1.9,11.1,11.84
13.4,20.7,5.4,74,0,1.1,2.4,11.1,12.79
13.4,20.7,5.4,74,0,1.1,2.4,11.1,12.33
12.6,20.7,7.3,94,0,0.6,0.4,5.4,12.19
12.6,20.7,7.3,94,0,0.6,0.4,5.4,12.07
11.8,21.15,6.15,86,0,0.8,0.85,7.4,11.97
11.8,21.15,6.15,86,0,0.8,0.85,7.4,12.1
11,21.6,5,78,0,1,1.3,9.4,11.74
11,21.6,5,78,0,1,1.3,9.4,12.16
9,20,4.2,93,0,0.2,0,12.05,12.01
9,20,4.2,93,0,0.2,0,12.05,11.93
7.9,15.9,5.6,97,0,0.2,1.9,7.6,11.97
7.9,15.9,5.6,97,0,0.2,1.9,7.6,11.97
10.6,19,2.6,72,0,2.4,3.7,16.5,11.97
10.6,19,2.6,72,0,2.4,3.7,16.5,11.97
10.4,19.4,3,73,0,2.1,2.4,11.1,12.436
10.4,19.4,3,73,0,2.1,2.4,11.1,10.78
10.9,20,1,74,0,2.1,3.9,16.5,12.03
10.9,20,1,74,0,2.1,3.9,16.5,12.12
12.3,21.8,4.6,79,0,2.1,2.2,13,12.09
12.3,21.8,4.6,79,0,2.1,2.2,13,15.16
12.2,21.6,4,69,0,2.4,3.3,14.8,14.86
12.2,21.6,4,69,0,2.4,3.3,14.8,12.66
11.4,22,1.2,68,0,2.4,5.4,22.2,12.4
11.4,22,1.2,68,0,2.4,5.4,22.2,12.74
12.6,22.4,3,69,0,2.4,3.1,14.8,11.95
12.6,22.4,3,69,0,2.4,3.1,14.8,12.24
12.4,22.6,4.6,71,0,2.4,3.7,14.8,12.69
12.4,22.6,4.6,71,0,2.4,3.7,14.8,12.8
12.6,22.4,3.8,72,0,2.1,2,9.4,12.53
12.6,22.4,3.8,72,0,2.1,2,9.4,13.38
10.5,18.8,3.1,88,0,1.3,2.2,13,12.11
10.5,18.8,3.1,88,0,1.3,2.2,13,19.36
10.7,17.6,7.4,91,0,0.5,1.1,7.6,14.54
10.7,17.6,7.4,91,0,0.5,1.1,7.6,14.53
10.8,16,6.7,84,0,0.8,1.7,9.4,13.57
10.8,16,6.7,84,0,0.8,1.7,9.4,12.8
14.4,21.5,6,69,0,3.4,2.4,11.1,12.73
14.4,21.5,6,69,0,3.4,2.4,11.1,13.06
15.2,22.4,8,73,0,4.3,8,22.2,12.8
15.2,22.4,8,73,0,4.3,8,22.2,12.13
13.3,22.9,6.4,69,0,4.2,4.3,13,12.35
13.3,22.9,6.4,69,0,4.2,4.3,13,18.62
13.5,22.6,5.1,68,0,3.7,3.5,14.8,15.15
13.5,22.6,5.1,68,0,3.7,3.5,14.8,13.86
11.4,22.4,4.8,68,0,2.9,1.5,5.4,12.41
11.4,22.4,4.8,68,0,2.9,1.5,5.4,12.66
12.7,21.6,4.4,72,0,2.9,2.2,9.4,13.27
12.7,21.6,4.4,72,0,2.9,2.2,9.4,12.96
12.9,21.9,3.8,70,0,2.4,2.4,13,12.57
12.9,21.9,3.8,70,0,2.4,2.4,13,12.76
13.3,19,8,72,2.03,4.3,9.4,18.3,12.49
13.3,19,8,72,2.03,4.3,9.4,18.3,12.66
13.2,20,6.3,76,0,4.3,6.7,16.5,12.49
13.2,20,6.3,76,0,4.3,6.7,16.5,12.55
14.4,21,6.8,73,0,3.7,3.3,14.8,12.84
14.4,21,6.8,73,0,3.7,3.3,14.8,12.53
16.5,24.2,6.6,76,0,2.9,4.3,14.8,12.35
16.5,24.2,6.6,76,0,2.9,4.3,14.8,11.97
17.8,25,7.8,68,0,3.1,3.7,13,12.15
17.8,25,7.8,68,0,3.1,3.7,13,12.27
18.3,25,11.5,81,0,2.7,5.7,16.5,12.29
18.3,25,11.5,81,0,2.7,5.7,16.5,11.95
16.9,25.1,10.4,78,1.02,4.8,6.1,18.3,12.14
16.9,25.1,10.4,78,1.02,4.8,6.1,18.3,11.92
17.8,25,10.5,69,0,4,6.9,20.6,12.57
17.8,25,10.5,69,0,4,6.9,20.6,14.22
19.3,27.2,10,64,0,2.7,3.9,18.3,17.15
19.3,27.2,10,64,0,2.7,3.9,18.3,13.99
18.1,27.1,13.2,83,0,2.9,10,22.2,12.08
18.1,27.1,13.2,83,0,2.9,10,22.2,13.01
21,29,14.1,66,0,3.9,8.7,20.6,14.25
21,29,14.1,66,0,3.9,8.7,20.6,13.12
16.4,29.5,10,87,0,3.9,5.9,22.2,12.77
16.4,29.5,10,87,0,3.9,5.9,22.2,12.57
19.1,27,10.2,68,0,3.5,3.7,13,12.1
19.1,27,10.2,68,0,3.5,3.7,13,12.21
21.2,28,11.4,62,0,3.9,4.6,18.3,11.99
21.2,28,11.4,62,0,3.9,4.6,18.3,12.01
19.9,28.5,12.9,64,0,4.5,5,16.5,11.93
19.9,28.5,12.9,64,0,4.5,5,16.5,12.06
22.3,30,13,63,0,2.6,4.4,20.6,12
22.3,30,13,63,0,2.6,4.4,20.6,13.83
22.6,30.5,16,65,0,2.7,8.5,18.3,15.21
22.6,30.5,16,65,0,2.7,8.5,18.3,13.91
20.7,30.5,13,68,0,4.2,6.5,22.2,12.34
20.7,30.5,13,68,0,4.2,6.5,22.2,23.22
20.4,28.7,12.4,70,0,4,5.9,20.6,17.99
20.4,28.7,12.4,70,0,4,5.9,20.6,14.43
20.5,29.3,14.4,76,0.25,3.2,15.6,38.9,12.64
20.5,29.3,14.4,76,0.25,3.2,15.6,38.9,12.08
17.4,25.3,12,84,2.03,3.4,10,27.8,11.94
17.4,25.3,12,84,2.03,3.4,10,27.8,13.71
22.9,31.4,13.8,63,0,4.3,5.4,18.3,14.07
22.9,31.4,13.8,63,0,4.3,5.4,18.3,13.25
22.3,31.5,15,71,0,3.5,4.3,16.5,14.94
22.3,31.5,15,71,0,3.5,4.3,16.5,13.29
24.3,33,15.2,61,0,3.1,4.1,13,17.73
22.3,29.5,19.2,77,7.62,6.3,0.9,3.5,20.36
22.3,29.5,19.2,77,7.62,6.3,0.9,3.5,23.74
22.2,29.2,17.6,71,1.52,5.5,1.9,7.6,4.32
22.2,29.2,17.6,71,1.52,5.5,1.9,7.6,0.87
22.1,29.2,18.7,76,0,6,1.3,3.5,31.38
22.1,29.2,18.7,76,0,6,1.3,3.5,26.35
21.9,28.6,17.4,60,0,6.9,0.4,3.5,22.73
21.9,28.6,17.4,60,0,6.9,0.4,3.5,38.67
22.1,28.6,17.6,71,0,6.3,0.6,3.5,23.48
22.1,28.6,17.6,71,0,6.3,0.6,3.5,34.17
21.6,27.6,18.5,72,0,6.3,1.9,3.5,29.74
21.6,27.6,18.5,72,0,6.3,1.9,3.5,41.39
19.4,27.1,13.7,60,0,8.5,0.9,3.5,35.34
19.4,27.1,13.7,60,0,8.5,0.9,3.5,39.82
19.4,27.1,13.7,67,0,6,0.2,1.9,21.43
19.4,27.1,13.7,67,0,6,0.2,1.9,10.27
20.1,27.1,14.7,63,0,6.3,2.8,7.6,11.05
20.1,27.1,14.7,63,0,6.3,2.8,7.6,14.23
21.3,28.2,15.4,61,0,8.5,3.3,5.4,13.47
21.3,28.2,15.4,61,0,8.5,3.3,5.4,7.29
20.9,28.2,15.6,63,0,6.3,3,5.4,5.07
20.9,28.2,15.6,63,0,6.3,3,5.4,3.65
21,27.4,15.5,61,0,6.3,4.8,7.6,10.06
21,27.4,15.5,61,0,6.3,4.8,7.6,14.88
22.1,29.4,17,59,0,7.7,3.3,5.4,15.42
22.1,29.4,17,59,0,7.7,3.3,5.4,16.63
21.3,28.4,15.6,57,0,7.7,4.6,7.6,18.57
21.3,28.4,15.6,57,0,7.7,4.6,7.6,16.15
21.4,27.9,16,60,0,6.3,4.1,9.4,16.4
21.4,27.9,16,60,0,6.3,4.1,9.4,13.32
22.8,30.2,16.6,51,0,6.3,3.9,9.4,7.77
22.8,30.2,16.6,51,0,6.3,3.9,9.4,7.48
21.9,30.2,16.2,53,0,6.3,3.7,7.6,11.33
21.9,30.2,16.2,53,0,6.3,3.7,7.6,11.78
21.2,29.3,16.4,63,0,6.3,5.2,9.4,11.88
21.2,29.3,16.4,63,0,6.3,5.2,9.4,11.11
21.4,28.6,15,58,0,6.3,3.9,9.4,11.71
21.4,28.6,15,58,0,6.3,3.9,9.4,12.88
22.3,30.2,16.3,48,0,6.3,4.1,5.4,8.84
22.3,30.2,16.3,48,0,6.3,4.1,5.4,13.61
22.7,30.6,15.7,50,0,6.3,3.7,9.4,13.04
22.7,30.6,15.7,50,0,6.3,3.7,9.4,12.44
22.2,30.6,15.5,54,0,6.3,3.3,5.4,26.22
22.2,30.6,15.5,54,0,6.3,3.3,5.4,19.31
24,32,17.7,50,0,6.9,1.3,3.5,17.14
24,32,17.7,50,0,6.9,1.3,3.5,11.14
24.7,32.7,17.9,43,0,6.3,0.9,3.5,10.67
24.7,32.7,17.9,43,0,6.3,0.9,3.5,4.66
24.9,33,16.5,32,0,6.3,0.9,3.5,6.34
24.9,33,16.5,32,0,6.3,0.9,3.5,19.81
24.5,33.1,18.6,39,0,6.3,1.9,3.5,31.1
24.5,33.1,18.6,39,0,6.3,1.9,3.5,12.5
24.2,32.1,16.9,37,0,6.9,3.3,11.1,13.56
24.2,32.1,16.9,37,0,6.9,3.3,11.1,15.44
23.7,31.7,17.3,41,0,6.9,3.1,5.4,17.21
23.7,31.7,17.3,41,0,6.9,3.1,5.4,21.85
24.6,32.4,17,27,0,6.9,0.9,3.5,17.22
24.6,32.4,17,27,0,6.9,0.9,3.5,20.09
25.6,33.5,17.2,42,0,6.9,2.2,5.4,17.43
25.6,33.5,17.2,42,0,6.9,2.2,5.4,15.23
26.1,33.6,20.1,46,0,6.9,3.5,5.4,33.23
26.1,33.6,20.1,46,0,6.9,3.5,5.4,30.4
25.2,32.6,20.8,62,0,6.9,3.7,7.6,12.44
25.2,32.6,20.8,62,0,6.9,3.7,7.6,6.9
25.8,32.6,21.4,62,0,6.9,2.2,3.5,6.3
25.8,32.6,21.4,62,0,6.9,2.2,3.5,6.46
23.4,32.4,19.9,77,22.1,6.3,1.9,3.5,11.83
23.4,32.4,19.9,77,22.1,6.3,1.9,3.5,23.32
25.8,31.4,21.3,63,0,6.6,2.6,5.4,21.54
25.8,31.4,21.3,63,0,6.6,2.6,5.4,30.29
25.3,31.5,20.1,59,0,6.9,3.3,5.4,23.55
25.3,31.5,20.1,59,0,6.9,3.3,5.4,13.57
24.5,31.5,19.6,65,0,6.9,2.2,3.5,1.12
24.5,31.5,19.6,65,0,6.9,2.2,3.5,3.79
24.5,31.2,18.6,54,0,6.9,3.9,5.4,4.81
24.5,31.2,18.6,54,0,6.9,3.9,5.4,21.65
25.1,32.7,18.4,48,0,6.9,1.9,3.5,20.82
25.1,32.7,18.4,48,0,6.9,1.9,3.5,29.11
25.8,32.7,20.4,55,0,6.9,3,5.4,27.2
25.8,32.7,20.4,55,0,6.9,3,5.4,28.02
26.5,35.1,19.6,44,0,6.9,2.2,5.4,23.19
26.5,35.1,19.6,44,0,6.9,2.2,5.4,27.76
26.9,34.7,19.5,25,0,6.9,2,5.4,35.1
26.9,34.7,19.5,25,0,6.9,2,5.4,27.13
27.1,34.7,19.6,26,0,6.9,0,4.45,34.71
27.1,34.7,19.6,26,0,6.9,0,4.45,30.96
27.9,35.8,22.3,43,0,6.3,3,5.4,28.74
27.9,35.8,22.3,43,0,6.3,3,5.4,21.5
27,34.5,21,47,0,6.3,2.8,3.5,26.96
27,34.5,21,47,0,6.3,2.8,3.5,27.52
26.3,34.5,19.9,46,0,6.3,2.2,3.5,31.37
26.3,34.5,19.9,46,0,6.3,2.2,3.5,43.09
26.5,33.8,22.3,58,0,6.9,1.9,3.5,26.04
26.5,33.8,22.3,58,0,6.9,1.9,3.5,40.71
26.9,33.4,21.6,56,1.27,6.9,2.2,3.5,26.22
26.9,33.4,21.6,56,1.27,6.9,2.2,3.5,22.34
27.9,35.1,22.4,53,0,6.9,2.4,5.4,17.78
27.9,35.1,22.4,53,0,6.9,2.4,5.4,24.2
28,35.1,22.8,54,0,6.9,2.8,3.5,29.83
28,35.1,22.8,54,0,6.9,2.8,3.5,23.17
28.9,35.5,22.7,52,0,6.9,1.5,7.6,30.95
28.9,35.5,22.7,52,0,6.9,1.5,7.6,34.85
28.2,35.5,24.1,55,0,6.9,3.1,3.5,34.3
28.2,35.5,24.1,55,0,6.9,3.1,3.5,27.48
28.1,35,23,54,0,6.9,4.1,9.4,15.15
28.1,35,23,54,0,6.9,4.1,9.4,16.61
21.3,29,18.8,77,11.94,6.3,1.3,3.5,38.54
21.3,29,18.8,77,11.94,6.3,1.3,3.5,21.02
23.2,30.5,18.1,71,8.89,6.9,0.7,5.4,21.93
23.2,30.5,18.1,71,8.89,6.9,0.7,5.4,24.78
23.2,30.5,19.8,80,0,6.3,1.5,7.6,17.34
23.2,30.5,19.8,80,0,6.3,1.5,7.6,5.42
26.8,32.3,21.4,54,0,7.7,0,6.5,18.77
26.8,32.3,21.4,54,0,7.7,0,6.5,35.77
26.6,32.3,21.9,62,0,6.9,1.3,3.5,17.93
26.6,32.3,21.9,62,0,6.9,1.3,3.5,15.8
26.8,32.3,21.7,63,0,6.9,0.4,3.5,13.92
26.8,32.3,21.7,63,0,6.9,0.4,3.5,11.62
23.9,33.4,19.8,70,35.56,6.6,4.3,22.2,11.4
23.9,33.4,19.8,70,35.56,6.6,4.3,22.2,10.15
23.7,31.3,19.2,70,35.81,6.3,0.4,3.5,6.09
23.7,31.3,19.2,70,35.81,6.3,0.4,3.5,21.03
25.5,31.1,20.8,68,5.08,6.9,1.3,3.5,14.62
25.5,31.1,20.8,68,5.08,6.9,1.3,3.5,18.09
26.8,33.8,20.1,61,9.65,6.9,1.9,3.5,5.94
26.8,33.8,20.1,61,9.65,6.9,1.9,3.5,10.23
24.5,33.8,20.4,73,0,6.9,2.2,7.6,15.4
24.5,33.8,20.4,73,0,6.9,2.2,7.6,14.93
25.7,33.3,20,65,12.19,6.9,1.9,7.6,17.12
25.7,33.3,20,65,12.19,6.9,1.9,7.6,14.21
26.6,30.8,22.2,68,0,6.9,1.3,3.5,15.84
26.6,30.8,22.2,68,0,6.9,1.3,3.5,15.13
27.7,33.4,22.2,61,0,6.9,2,5.4,14.66
27.7,33.4,22.2,61,0,6.9,2,5.4,14.28
25.9,33.4,23.3,62,0,6,3.1,7.6,18.55
25.9,33.4,23.3,62,0,6,3.1,7.6,24.08
24.2,32,21.9,71,2.54,6.9,0.2,1.9,14.2
24.2,32,21.9,71,2.54,6.9,0.2,1.9,13.27
24.9,29.6,21.6,71,0.25,6.9,1.9,3.5,17.26
24.9,29.6,21.6,71,0.25,6.9,1.9,3.5,15.5
24.9,31.2,22.2,77,0,6.3,3.1,7.6,13.64
24.9,31.2,22.2,77,0,6.3,3.1,7.6,12.62
24.8,32,20.2,78,0,6.3,4.6,11.1,11.58
24.8,32,20.2,78,0,6.3,4.6,11.1,5.01
26.3,33,19.1,76,39.12,6.9,5.2,7.6,3.25
26.3,33,19.1,76,39.12,6.9,5.2,7.6,0.28
26.6,33,22.5,75,0,6.9,7.6,18.3,2.77
26.6,33,22.5,75,0,6.9,7.6,18.3,4.91
27.3,33.3,22.3,63,0,6.3,5.6,9.4,4.88
27.3,33.3,22.3,63,0,6.3,5.6,9.4,5.61
27.1,33,22.3,66,0,6.3,5.2,9.4,2.89
27.1,33,22.3,66,0,6.3,5.2,9.4,2.34
25.2,32.2,19.2,72,0,6.9,6.5,9.4,2.31
25.2,32.2,19.2,72,0,6.9,6.5,9.4,2.21
24.2,32.2,19.9,81,0,6.6,5.4,9.4,1.93
24.2,32.2,19.9,81,0,6.6,5.4,9.4,18.87
24.3,31,19.9,77,0,6.6,3.7,7.6,30.36
24.3,31,19.9,77,0,6.6,3.7,7.6,28
24.5,31,20.7,78,0,6.9,4.8,7.6,23.12
24.5,31,20.7,78,0,6.9,4.8,7.6,25.86
24.6,30.5,21.2,81,0.25,6.9,2.4,5.4,21.15
24.6,30.5,21.2,81,0.25,6.9,2.4,5.4,20.88
26.2,32,21.6,65,0,6.9,7.4,14.8,5.29
26.2,32,21.6,65,0,6.9,7.4,14.8,7.02
25.4,31.2,21.3,72,0.51,6.9,7.8,14.8,7.86
25.4,31.2,21.3,72,0.51,6.9,7.8,14.8,8.92
24.7,31.2,21.2,76,3.05,6.9,6.3,9.4,9.22
24.7,31.2,21.2,76,3.05,6.9,6.3,9.4,7
23.7,29.7,20.5,80,0.51,6.9,5,7.6,8.31
