T,TM,Tm,H,PP,VV,V,VM,CO
35.6,43.8,25.7,31,0,4.5,3.3,13,0.66
31.1,42,25,42,0,5.3,12,44.6,0.67
31.1,42,25,42,0,5.3,12,44.6,0.78
28.8,39.2,22,57,2.03,4.3,14.1,44.6,0.78
28.8,39.2,22,57,2.03,4.3,14.1,44.6,0.8
29.7,36.9,21.1,57,25.91,4.7,6.9,16.5,0.77
29.7,36.9,21.1,57,25.91,4.7,6.9,16.5,0.68
36.7,43.7,29.2,39,0,4.2,6.9,29.4,0.61
36.7,43.7,29.2,39,0,4.2,6.9,29.4,0.7
31.6,43.7,23,53,0,4,18.7,48.2,0.66
31.6,43.7,23,53,0,4,18.7,48.2,0.61
31.4,38.6,24.8,61,0,4.2,5.4,18.3,0.65
31.4,38.6,24.8,61,0,4.2,5.4,18.3,0.67
28.6,34.7,20.4,67,0,3.7,4.8,13,0.69
28.6,34.7,20.4,67,0,3.7,4.8,13,0.7
31.2,37.4,23.1,54,0,4,6.1,16.5,0.68
31.2,37.4,23.1,54,0,4,6.1,16.5,0.71
33.1,40,24.8,49,0,3.9,3.3,11.1,0.86
33.1,40,24.8,49,0,3.9,3.3,11.1,0.72
31.4,36.7,26.5,65,0,3.5,2.8,9.4,0.59
31.4,36.7,26.5,65,0,3.5,2.8,9.4,0.7
31.9,37.2,27,63,0,3.7,4.6,16.5,0.74
31.9,37.2,27,63,0,3.7,4.6,16.5,0.69
33.2,38.1,26.3,59,0,3.4,3.7,9.4,0.75
33.2,38.1,26.3,59,0,3.4,3.7,9.4,0.82
29.1,35.8,25.5,78,0,2.7,3.3,13,0.85
29.1,35.8,25.5,78,0,2.7,3.3,13,0.81
31.2,36.5,24.6,71,0,3.4,3.9,14.8,0.81
31.2,36.5,24.6,71,0,3.4,3.9,14.8,0.75
31.5,36.5,26.2,75,0,2.6,6.5,18.3,0.7
31.5,36.5,26.2,75,0,2.6,6.5,18.3,0.95
27.4,31,26,90,2.03,3.5,1.7,9.4,0.83
27.4,31,26,90,2.03,3.5,1.7,9.4,0.74
30.6,35,23.8,79,0,3.1,1.5,11.1,0.8
30.6,35,23.8,79,0,3.1,1.5,11.1,0.77
32.9,37.5,26.4,74,0,3.5,3.9,13,0.85
32.9,37.5,26.4,74,0,3.5,3.9,13,0.93
30.6,34.7,25.1,79,7.87,3.7,4.6,11.1,0.79
30.6,34.7,25.1,79,7.87,3.7,4.6,11.1,0.82
29.4,34.7,25.3,83,0,3.1,6.3,16.5,0.81
29.4,34.7,25.3,83,0,3.1,6.3,16.5,0.9
29.3,33.2,24,84,0,3.4,5.6,29.4,0.65
29.3,33.2,24,84,0,3.4,5.6,29.4,0.72
30.1,35,23.8,85,5.08,2.4,2.2,27.8,0.97
30.1,35,23.8,85,5.08,2.4,2.2,27.8,0.98
29.6,33.7,24,85,2.54,3.7,6.1,20.6,0.88
29.6,33.7,24,85,2.54,3.7,6.1,20.6,0.86
31.4,35.2,27,75,5.21,4.2,6.1,13,0.99
31.4,35.2,27,75,5.21,4.2,6.1,13,1.07
28.3,33.9,25,86,0.51,3.2,9.4,18.3,0.32
28.3,33.9,25,86,0.51,3.2,9.4,18.3,0.13
27.4,33,23.2,93,9.91,2.9,11.5,20.6,0.11
27.4,33,23.2,93,9.91,2.9,11.5,20.6,0.4
27.9,32.5,22.4,91,2.03,3.1,7.2,18.3,0.23
27.9,32.5,22.4,91,2.03,3.1,7.2,18.3,0.34
30.2,34.4,23.8,83,0,3.2,2.8,11.1,0.29
30.2,34.4,23.8,83,0,3.2,2.8,11.1,0.16
28.3,34.9,21.3,91,8.89,3.1,3.3,9.4,0.25
28.3,34.9,21.3,91,8.89,3.1,3.3,9.4,0
28.4,33,24,95,0,1.9,5,14.8,0
28.4,33,24,95,0,1.9,5,14.8,0
28.3,33,22.8,93,0,2.3,3.7,9.4,0
28.3,33,22.8,93,0,2.3,3.7,9.4,0
30.1,35.7,23.5,89,6.1,2.4,0.9,14.8,0
30.1,35.7,23.5,89,6.1,2.4,0.9,14.8,0
30.4,35.7,24.4,86,0,2.7,2.4,11.1,0
30.4,35.7,24.4,86,0,2.7,2.4,11.1,0
28.8,34.6,25,92,23.11,2.3,3.5,24.1,0.69
28.8,34.6,25,92,23.11,2.3,3.5,24.1,1.08
29.7,35,24.5,90,23.11,3.2,2.6,13,1.17
29.7,35,24.5,90,23.11,3.2,2.6,13,1.25
29.4,34.9,26,85,14.99,2.9,2.8,16.5,1.17
29.4,34.9,26,85,14.99,2.9,2.8,16.5,1.03
26.9,35,23.8,91,0,3.1,5,20.6,1.37
26.9,35,23.8,91,0,3.1,5,20.6,1.19
30.6,34.2,24.8,78,0,3.4,4.3,13,1.13
30.6,34.2,24.8,78,0,3.4,4.3,13,1.42
31.2,36,24.6,80,0,3.5,2.4,9.4,1.3
31.2,36,24.6,80,0,3.5,2.4,9.4,1.37
30.6,36.7,24,74,0,3.7,4.4,25.9,1.45
30.6,36.7,24,74,0,3.7,4.4,25.9,1.11
29.3,36.8,24.6,75,0,4.3,3.1,11.1,1.15
29.3,36.8,24.6,75,0,4.3,3.1,11.1,1.31
30.7,35.6,24.8,73,0,3.9,1.5,11.1,1.87
30.7,35.6,24.8,73,0,3.9,1.5,11.1,1.79
30.4,37,25.8,77,0,3.1,0.6,13,1.77
30.4,37,25.8,77,0,3.1,0.6,13,1.9
29.9,36.8,25.8,76,0,3.7,3.3,13,1.89
29.9,36.8,25.8,76,0,3.7,3.3,13,2.13
29.7,35.6,23.8,70,0,3.4,3.3,11.1,2
29.7,35.6,23.8,70,0,3.4,3.3,11.1,2.27
29.5,35.7,23,67,0,4,3.7,13,1.89
29.5,35.7,23,67,0,4,3.7,13,1.8
28.9,35.7,22.3,64,0,4.2,2.2,11.1,1.3
28.9,35.7,22.3,64,0,4.2,2.2,11.1,0.66
30.1,36.7,23.8,71,0,3.7,1.7,9.4,1.05
30.1,36.7,23.8,71,0,3.7,1.7,9.4,1.4
30.3,36.7,24.8,72,0,3.4,2.2,11.1,0.97
30.3,36.7,24.8,72,0,3.4,2.2,11.1,1.05
30.9,36.7,23.6,70,0,3.7,2.4,11.1,1.38
30.9,36.7,23.6,70,0,3.7,2.4,11.1,1.17
28.8,35.7,22.8,78,0.51,3.5,1.5,11.1,1.87
28.8,35.7,22.8,78,0.51,3.5,1.5,11.1,1.74
26.2,34.1,23.1,88,0,3.1,4.3,22.2,2.31
26.2,34.1,23.1,88,0,3.1,4.3,22.2,2.44
25.7,31.6,21,90,0,3.2,4.1,24.1,2.5
25.7,31.6,21,90,0,3.2,4.1,24.1,2.52
27.4,32.4,21.5,79,0,3.5,0.9,7.6,2.65
27.4,32.4,21.5,79,0,3.5,0.9,7.6,3.08
27.3,33.2,22.4,81,0,3.4,2,11.1,2.91
27.3,33.2,22.4,81,0,3.4,2,11.1,2.47
26.6,33.2,22,74,0,4.2,2.4,11.1,1.96
26.6,33.2,22,74,0,4.2,2.4,11.1,2.31
24.6,33.9,18.8,74,0,3.7,1.1,9.4,1.48
24.6,33.9,18.8,74,0,3.7,1.1,9.4,1.39
24.8,34.2,18.6,82,0,2.9,0.6,11.1,1.14
24.8,34.2,18.6,82,0,2.9,0.6,11.1,2.41
27.9,34.6,20.5,67,0,3.2,1.7,5.4,2.83
27.9,34.6,20.5,67,0,3.2,1.7,5.4,2.15
26.3,33.4,20,72,0,3.5,3,14.8,3.83
26.3,33.4,20,72,0,3.5,3,14.8,3.75
27,34.2,19.8,63,0,3.5,1.9,11.1,2.82
27,34.2,19.8,63,0,3.5,1.9,11.1,1.7
27.2,34.8,18.8,67,0,3.1,0.7,5.4,0.86
27.2,34.8,18.8,67,0,3.1,0.7,5.4,0.87
27.3,34.2,20.4,80,0,2.3,1.5,9.4,0.7
27.3,34.2,20.4,80,0,2.3,1.5,9.4,1.39
23.1,33.6,19,84,12.95,3.4,5,37,1.74
23.1,33.6,19,84,12.95,3.4,5,37,0.86
24.1,31,16.8,72,0,4.7,1.3,7.6,1.2
24.1,31,16.8,72,0,4.7,1.3,7.6,0.96
22.2,33.6,18,75,0,3.9,7,25.9,1.53
22.2,33.6,18,75,0,3.9,7,25.9,2.16
22.3,31.6,17,75,0,4,3.3,11.1,1.71
22.3,31.6,17,75,0,4,3.3,11.1,1.41
22.2,31.6,16,71,0,4.7,4.4,37,1.22
22.2,31.6,16,71,0,4.7,4.4,37,1.37
19.4,31.2,16,83,2.03,3.4,10.2,18.3,1.24
19.4,31.2,16,83,2.03,3.4,10.2,18.3,1.63
20.2,29,14,73,0.76,4.5,5.9,59.4,2
20.2,29,14,73,0.76,4.5,5.9,59.4,2.11
19.2,29.2,12,72,0,4.5,4.8,16.5,1.7
19.2,29.2,12,72,0,4.5,4.8,16.5,1.74
20.3,28.9,12.3,66,0,3.5,3.3,16.5,1.42
20.3,28.9,12.3,66,0,3.5,3.3,16.5,1.42
21.1,29.3,12.8,65,0,3.2,1.7,13,1.42
21.1,29.3,12.8,65,0,3.2,1.7,13,1.42
20.5,29.3,12.9,70,0,2.9,1.9,9.4,1.42
20.5,29.3,12.9,70,0,2.9,1.9,9.4,1.42
20.7,28.8,12.4,70,0,2.6,1.3,14.8,1.683333333
20.7,28.8,12.4,70,0,2.6,1.3,14.8,1.683333333
17.7,27.7,11,78,0,1.9,0,1.9,1.683333333
17.7,27.7,11,78,0,1.9,0,1.9,1.47
19.4,27.7,11.4,72,0,1.6,1.1,7.6,1.66
19.4,27.7,11.4,72,0,1.6,1.1,7.6,1.92
18.3,26.4,12.2,80,0,0.8,1.7,11.1,1.36
18.3,26.4,12.2,80,0,0.8,1.7,11.1,1.44
19.9,26.9,10.5,72,0,2.6,5.4,18.3,1.25
19.9,26.9,10.5,72,0,2.6,5.4,18.3,1.2
19.5,27.5,12.8,71,0,3.5,3.1,11.1,1.23
19.5,27.5,12.8,71,0,3.5,3.1,11.1,1.24
19.5,28.4,11.8,65,0,3.2,1.9,11.1,1.2
19.5,28.4,11.8,65,0,3.2,1.9,11.1,1.1
17.1,27.5,8.8,60,0,3.5,1.1,7.6,0.82
17.1,27.5,8.8,60,0,3.5,1.1,7.6,0.68
15.3,27.5,8.6,76,0,2.6,0.4,5.4,1.98
15.3,27.5,8.6,76,0,2.6,0.4,5.4,1.26
16.5,27.6,8.8,65,0,2.7,1.7,9.4,1.04
16.5,27.6,8.8,65,0,2.7,1.7,9.4,0.92
17.2,27,7.4,55,0,4.2,3.9,22.2,0.94
17.2,27,7.4,55,0,4.2,3.9,22.2,0.92
18.3,27,12,52,0,3.7,2.2,20.6,0.92
18.3,27,12,52,0,3.7,2.2,20.6,0.94
15.9,25.9,7.6,58,0,4.7,3.7,13,0.82
15.9,25.9,7.6,58,0,4.7,3.7,13,0.77
16.2,25.5,9.2,77,0,1.8,0.9,7.6,0.66
16.2,25.5,9.2,77,0,1.8,0.9,7.6,0.64
14,25,6.4,85,0,1.1,0.9,9.4,0.63
14,25,6.4,85,0,1.1,0.9,9.4,0.64
15.8,25.4,5.8,61,0,2.9,4.1,18.3,0.61
15.8,25.4,5.8,61,0,2.9,4.1,18.3,0.64
15,24.5,10,90,0,0.6,0.4,3.5,0.63
15,24.5,10,90,0,0.6,0.4,3.5,0.59
15.4,22.6,7.6,90,0,1,0.6,5.4,0.52
15.4,22.6,7.6,90,0,1,0.6,5.4,0.44
17,22.6,10.2,80,0,1.4,10,18.3,0.53
17,22.6,10.2,80,0,1.4,10,18.3,0.59
11.9,20.6,6,62,0,4,2,11.1,1.53
11.9,20.6,6,62,0,4,2,11.1,0.76
11.9,20.6,3.2,70,0,3.5,3.1,13,0.72
11.9,20.6,3.2,70,0,3.5,3.1,13,0.71
10.2,20.5,2.5,71,0,3.2,3,13,0.66
10.2,20.5,2.5,71,0,3.2,3,13,0.67
11,21,2.2,71,0,3.4,1.1,9.4,0.61
11,21,2.2,71,0,3.4,1.1,9.4,0.61
11.1,21,2.7,70,0,3.4,2,11.1,0.54
11.1,21,2.7,70,0,3.4,2,11.1,0.618
11.3,20.2,1.8,73,0,1.8,0.7,7.6,0.52
11.3,20.2,1.8,73,0,1.8,0.7,7.6,0.55
9.8,18.6,0.3,66,0,3.2,2.4,11.1,0.47
9.8,18.6,0.3,66,0,3.2,2.4,11.1,0.56
11.9,19.6,3.2,64,0,3.7,3.1,14.8,0.62
11.9,19.6,3.2,64,0,3.7,3.1,14.8,0.65
12.3,20.9,4.5,68,0,3.1,2.2,13,0.74
12.3,20.9,4.5,68,0,3.1,2.2,13,0.71
12.55,21.25,5.75,71,0,2.6,1.3,12.05,0.63
12.55,21.25,5.75,71,0,2.6,1.3,12.05,0.69
12.8,21.6,7,74,0,2.1,0.4,11.1,0.75
12.8,21.6,7,74,0,2.1,0.4,11.1,0.69
10.7,21.6,5,85,0,1.4,1.9,11.1,0.69
10.7,21.6,5,85,0,1.4,1.9,11.1,0.64
11.9,20.4,2.8,79,0,1.8,1.5,9.4,0.57
11.9,20.4,2.8,79,0,1.8,1.5,9.4,0.88
12.7,23.5,3.8,87,0,1.3,1.1,9.4,0.92
12.7,23.5,3.8,87,0,1.3,1.1,9.4,1.31
12.3,21.9,4.2,80,0,3.1,2.8,11.1,0.78
12.3,21.9,4.2,80,0,3.1,2.8,11.1,0.76
12.9,21.5,3.3,78,0,3.9,4.1,16.5,0.89
12.9,21.5,3.3,78,0,3.9,4.1,16.5,0.84
12.7,21.6,6,92,0,4,3.5,13,0.75
12.7,21.6,6,92,0,4,3.5,13,0.84
12.1,19.3,6.6,100,0,0.5,0.4,7.6,0.86
12.1,19.3,6.6,100,0,0.5,0.4,7.6,0.9
12.2,15.7,6.6,100,0,1,4.4,11.1,0.74
12.2,15.7,6.6,100,0,1,4.4,11.1,0.93
9.8,14.8,3.2,100,0,1,2.4,14.8,0.9
9.8,14.8,3.2,100,0,1,2.4,14.8,0.37
9.6,14.8,4.4,99,0,1.6,0.7,3.5,1.04
9.6,14.8,4.4,99,0,1.6,0.7,3.5,1.03
8.6,11.2,5.6,99,0,1.6,2.4,9.4,0.94
8.6,11.2,5.6,99,0,1.6,2.4,9.4,0.78
6.6,10.2,2.4,99,0,1,1.3,9.4,0.77
6.6,10.2,2.4,99,0,1,1.3,9.4,0.78
10.6,18,2.6,99,0,1.1,3.1,13,0.85
10.6,18,2.6,99,0,1.1,3.1,13,0.96
11.7,19,2.6,91,0,1.6,2.2,9.4,0.29
11.7,19,2.6,91,0,1.6,2.2,9.4,0.24
12.4,22.1,4.2,88,0,3.1,4.4,18.3,0.26
12.4,22.1,4.2,88,0,3.1,4.4,18.3,0.24
11.7,20.4,2.4,77,0,3.1,1.9,11.1,0.62
11.7,20.4,2.4,77,0,3.1,1.9,11.1,0.99
13.3,21.5,2.6,68,0,3.2,3.1,16.5,0.94
13.3,21.5,2.6,68,0,3.2,3.1,16.5,0.82
13.1,21.5,4,75,0,2.7,4.4,16.5,0.81
13.1,21.5,4,75,0,2.7,4.4,16.5,0.78
14.8,21.9,7.6,84,0,3.5,6.1,16.5,0.96
14.8,21.9,7.6,84,0,3.5,6.1,16.5,0.94
14.4,21.3,6.4,87,0,2.9,1.1,9.4,0.92
14.4,21.3,6.4,87,0,2.9,1.1,9.4,0.81
12.4,21.8,4,92,0,1.1,1.9,14.8,1.16
12.4,21.8,4,92,0,1.1,1.9,14.8,0.92
13,21.8,4.2,73,0,3.2,1.3,13,0.62
13,21.8,4.2,73,0,3.2,1.3,13,0.6
12.8,21.3,4.4,74,0,4.2,4.4,14.8,0.75
12.8,21.3,4.4,74,0,4.2,4.4,14.8,0.64
13.4,21.2,3.6,70,0,3.7,4.4,14.8,0.55
13.4,21.2,3.6,70,0,3.7,4.4,14.8,0.75
17.8,23.7,8.7,97,0,2.3,5.7,22.2,0.72
17.8,23.7,8.7,97,0,2.3,5.7,22.2,0.51
18.4,24,11.6,88,0,4,7.6,20.6,0.64
18.4,24,11.6,88,0,4,7.6,20.6,0.74
16.9,24.4,6.6,76,0,3.7,7.6,16.5,0.87
16.9,24.4,6.6,76,0,3.7,7.6,16.5,2.31
18,27,6.8,71,0,2.7,3,13,0.89
18,27,6.8,71,0,2.7,3,13,0.8
17.5,26,10,83,0,2.1,1.3,11.1,0.95
17.5,26,10,83,0,2.1,1.3,11.1,0.79
18.2,26.6,8.2,81,0,1.6,1.1,9.4,0.62
18.2,26.6,8.2,81,0,1.6,1.1,9.4,0.53
19.4,27.9,8.6,83,0,1.9,1.7,11.1,0.57
19.4,27.9,8.6,83,0,1.9,1.7,11.1,0.7
19.7,28,9.6,87,0,1.8,1.9,11.1,0.7
19.7,28,9.6,87,0,1.8,1.9,11.1,0.68
18.9,28,9.8,89,0,2.1,4.3,16.5,0.54
18.9,28,9.8,89,0,2.1,4.3,16.5,0.61
18.8,25.5,9.6,78,0,5,4.3,13,0.64
18.8,25.5,9.6,78,0,5,4.3,13,0.66
19.3,27,9.8,77,0,4.2,1.5,9.4,0.63
19.3,27,9.8,77,0,4.2,1.5,9.4,0.66
21.2,28,11.8,70,0,4.2,3.5,13,0.59
21.2,28,11.8,70,0,4.2,3.5,13,0.69
15.9,21.4,12,95,0,3.9,1.7,14.8,0.61
15.9,21.4,12,95,0,3.9,1.7,14.8,0.63
18.2,25,13,82,0,4.3,6.3,16.5,0.58
18.2,25,13,82,0,4.3,6.3,16.5,0.63
18.4,25,12,73,0,4.8,7.2,16.5,0.58
18.4,25,12,73,0,4.8,7.2,16.5,0.53
21.6,27.8,16.8,76,0,3.7,10.2,27.8,0.48
21.6,27.8,16.8,76,0,3.7,10.2,27.8,0.97
20.8,27.1,14,68,0,4.8,5.7,16.5,0.98
20.8,27.1,14,68,0,4.8,5.7,16.5,0.74
18.4,27.5,11,59,0,5.5,10.6,25.9,0.92
18.4,27.5,11,59,0,5.5,10.6,25.9,1.56
20.6,28.2,15.8,70,0,4.7,15.6,29.4,1.26
20.6,28.2,15.8,70,0,4.7,15.6,29.4,1.24
20.4,28.3,14,74,0,5.1,8,18.3,1.8
20.4,28.3,14,74,0,5.1,8,18.3,1.23
20.8,28.1,12.8,66,0,4.8,4.8,16.5,1.668
20.8,28.1,12.8,66,0,4.8,4.8,16.5,2.81
24.3,31.4,17.9,67,0,4.3,5.7,16.5,2.1
24.3,31.4,17.9,67,0,4.3,5.7,16.5,0.75
24.8,32.1,15.9,62,0,4.3,9.4,16.5,1.89
24.8,32.1,15.9,62,0,4.3,9.4,16.5,1.89
27,34.4,18.8,60,0,5.1,4.3,11.1,1.89
27,34.4,18.8,60,0,5.1,4.3,11.1,2.82
27.6,36,20.8,58,0,4.3,7.6,20.6,0
27.6,36,20.8,58,0,4.3,7.6,20.6,0
22.9,31,14.8,53,0,5.3,4.6,13,0
22.9,31,14.8,53,0,5.3,4.6,13,0
24.2,32,14.8,52,0,4.5,6.3,18.3,0
24.2,32,14.8,52,0,4.5,6.3,18.3,0
22.5,32.2,16,58,0,4.5,9.8,27.8,1.005
22.5,32.2,16,58,0,4.5,9.8,27.8,1.005
26.9,36,17.4,37,0,5.1,9.1,24.1,1.005
26.9,36,17.4,37,0,5.1,9.1,24.1,1.005
27.9,38,18,36,0,5.1,6.7,20.6,1.005
27.9,38,18,36,0,5.1,6.7,20.6,1.005
29.5,39,18.4,34,0,5.3,5.2,20.6,1.34
29.5,39,18.4,34,0,5.3,5.2,20.6,1.34
25.1,38.7,18,47,0,4.5,15.4,35.2,1.34
25.1,38.7,18,47,0,4.5,15.4,35.2,1.34
27.6,36,17.7,34,0,5.6,10.2,25.9,1.34
27.6,36,17.7,34,0,5.6,10.2,25.9,1.34
28.5,38,17.6,35,0,4.7,14.6,35.2,0.17
28.5,38,17.6,35,0,4.7,14.6,35.2,0.17
28.7,37.8,15.4,19,0,4.8,4.3,14.8,0.17
28.7,37.8,15.4,19,0,4.8,4.3,14.8,0.17
29.7,38,17.4,20,0,4.5,6.7,18.3,0.16
29.7,38,17.4,20,0,4.5,6.7,18.3,0.18
30.2,39.2,18.8,21,0,5.6,9.4,24.1,0.46
30.2,39.2,18.8,21,0,5.6,9.4,24.1,0.15
32.6,42,21,23,0,3.9,5.7,20.6,0.23
32.6,42,21,23,0,3.9,5.7,20.6,0.47
34.1,43,21.2,19,0,3.1,4.1,18.3,0.3275
34.1,43,21.2,19,0,3.1,4.1,18.3,0.3275
31,43.4,25,30,0,2.1,10.7,25.9,0.0625
31,43.4,25,30,0,2.1,10.7,25.9,0.0625
31.7,38,20.6,36,0,3.2,2.4,9.4,0
31.7,38,20.6,36,0,3.2,2.4,9.4,0
33.1,40,21,36,0,3.2,3.3,13,0
33.1,40,21,36,0,3.2,3.3,13,0.25
33.5,41,25,39,0,3.5,7.8,16.5,0.41
33.5,41,25,39,0,3.5,7.8,16.5,0.42
32.2,41,23,31,0,4.7,9.8,38.9,0.34
32.2,41,23,31,0,4.7,9.8,38.9,0.36
32.8,41,22,27,0,5,10.6,24.1,0.37
32.8,41,22,27,0,5,10.6,24.1,0.37
32.3,41.6,23,24,0,5.1,8.9,24.1,0.13
32.3,41.6,23,24,0,5.1,8.9,24.1,0.2
34.4,45,25,33,0,3.7,7.4,22.2,0.24
34.4,45,25,33,0,3.7,7.4,22.2,0.37
35.1,43.8,28,36,0,3.9,8.5,22.2,0.33
35.1,43.8,28,36,0,3.9,8.5,22.2,0.3
35.8,44,26.5,30,0,5.3,4.6,14.8,0.17
35.8,44,26.5,30,0,5.3,4.6,14.8,0.5
30.3,37,21.6,41,0,5,5.6,14.8,0.23
30.3,37,21.6,41,0,5,5.6,14.8,0.14
32.3,40,23,32,0,4.2,6.5,29.4,0.26
32.3,40,23,32,0,4.2,6.5,29.4,0.26
33.2,41,23.6,33,0,5,7.8,18.3,0.27375
33.2,41,23.6,33,0,5,7.8,18.3,0.27375
30.6,37,22.4,51,0,4.2,3.1,13,0.27375
30.6,37,22.4,51,0,4.2,3.1,13,0.27375
34.3,40,24.6,38,0,3.5,7.2,48.2,0.27375
34.3,40,24.6,38,0,3.5,7.2,48.2,0.27375
33.4,40.8,25,37,0,4.2,7.6,18.3,0.208
33.4,40.8,25,37,0,4.2,7.6,18.3,0.208
34.1,42,26.8,38,0,4.3,5.7,16.5,0.208
34.1,42,26.8,38,0,4.3,5.7,16.5,0.208
33.8,42.1,26.6,38,0,4.7,14.1,27.8,0.208
33.8,42.1,26.6,38,0,4.7,14.1,27.8,0.208
33.2,40,26,40,0,4.2,13.3,63,0.274
33.2,40,26,40,0,4.2,13.3,63,0.32
33.7,41,25.6,37,0,4.7,10,25.9,1.01
33.7,41,25.6,37,0,4.7,10,25.9,0.04
33.7,40.4,28,45,0,3.2,5.2,40.7,0
33.7,40.4,28,45,0,3.2,5.2,40.7,0
31.3,40.4,27,62,18.03,3.1,6.9,51.9,0.01
31.3,40.4,27,62,18.03,3.1,6.9,51.9,0.01
31.8,39.9,24.7,64,9.015,3.2,13.9,42.4,0
31.8,39.9,24.7,64,9.015,3.2,13.9,42.4,0.04
33.9,38,27.4,62,0,2.7,5.6,13,0
33.9,38,27.4,62,0,2.7,5.6,13,0
31.6,39.2,28.6,69,0,2.9,8.1,20.6,0
31.6,39.2,28.6,69,0,2.9,8.1,20.6,0
29.4,35.3,26,74,0,3.9,10,35.2,0
29.4,35.3,26,74,0,3.9,10,35.2,0
34.4,39,28.2,63,0,2.9,2.6,9.4,0
34.4,39,28.2,63,0,2.9,2.6,9.4,0
33.2,39.3,29.4,69,0,2.9,11.3,24.1,0
33.2,39.3,29.4,69,0,2.9,11.3,24.1,0
31.7,37.2,26.7,65,0,3.4,9.3,25.9,0
31.7,37.2,26.7,65,0,3.4,9.3,25.9,0
31.5,39,28,71,0,2.4,10,35.2,0
31.5,39,28,71,0,2.4,10,35.2,0
26.8,37,23,92,0.125,2.9,13.9,46.5,0
26.8,37,23,92,0.125,2.9,13.9,46.5,0
28.3,32,24.6,87,0.25,2.9,2.6,14.8,0
28.3,32,24.6,87,0.25,2.9,2.6,14.8,0
31.9,36,23.7,77,0,2.1,1.5,9.4,0
31.9,36,23.7,77,0,2.1,1.5,9.4,0
33.7,37,28.5,69,0,2.3,2.8,14.8,0
33.7,37,28.5,69,0,2.3,2.8,14.8,0
27.6,38.2,23.5,88,0,3.1,9.3,35.2,0
27.6,38.2,23.5,88,0,3.1,9.3,35.2,0
31.4,36.2,27.8,88,0,2.7,2.6,14.8,0
31.4,36.2,27.8,88,0,2.7,2.6,14.8,0.02
31.4,36.3,26,88,0,2.6,4.6,16.5,0
31.4,36.3,26,88,0,2.6,4.6,16.5,0
29.4,35.8,25,89,0,2.6,3.9,22.2,0
29.4,35.8,25,89,0,2.6,3.9,22.2,0.06
30.8,34,26.6,84,0,2.7,2.2,11.1,0
30.8,34,26.6,84,0,2.7,2.2,11.1,0
32.6,36,27.6,81,0,2.9,1.9,9.4,0
32.6,36,27.6,81,0,2.9,1.9,9.4,0
33.5,37.2,29,78,0,3.5,2.8,9.4,0
33.5,37.2,29,78,0,3.5,2.8,9.4,0
30.5,34.8,28,90,0,3.4,3.7,22.2,0
30.5,34.8,28,90,0,3.4,3.7,22.2,0
31.1,36,27.9,87,0,3.4,9.4,25.9,0
31.1,36,27.9,87,0,3.4,9.4,25.9,0
26.5,37.2,25,100,0,3.4,10.4,32.4,0
26.5,37.2,25,100,0,3.4,10.4,32.4,0
30.6,34,23.7,89,0,2.7,1.9,11.1,0
30.6,34,23.7,89,0,2.7,1.9,11.1,0
30.3,34.7,25.4,90,0,2.7,8.1,18.3,0
30.3,34.7,25.4,90,0,2.7,8.1,18.3,0
29.6,34.4,25.7,88,0,3.2,5.4,13,0
29.6,34.4,25.7,88,0,3.2,5.4,13,0.09
31.3,35,26.4,84,0,4.2,1.1,5.4,0
31.3,35,26.4,84,0,4.2,1.1,5.4,0
27.7,30.5,24.8,99,0,3.7,6.3,16.5,0.01
27.7,30.5,24.8,99,0,3.7,6.3,16.5,0
29.7,33,25.8,95,0,3.2,0.9,18.3,0
29.7,33,25.8,95,0,3.2,0.9,18.3,0.01
31.1,34,26.5,88,0,2.9,0.9,5.4,0
31.1,34,26.5,88,0,2.9,0.9,5.4,0
30.7,35,26.4,88,0,3.2,0.9,5.4,0.01
30.7,35,26.4,88,0,3.2,0.9,5.4,0
30.7,35.5,25,86,0,3.4,4.8,24.1,0.01
30.7,35.5,25,86,0,3.4,4.8,24.1,0
29.4,35.8,24.4,89,0,4.3,2.8,13,0
29.4,35.8,24.4,89,0,4.3,2.8,13,0.02
31.6,36.4,26.6,80,0,3.9,2.6,7.6,0
31.6,36.4,26.6,80,0,3.9,2.6,7.6,0.01
29.1,36.4,26,90,0,3.7,3.9,18.3,0
29.1,36.4,26,90,0,3.7,3.9,18.3,0.01
30.2,35.7,25.2,88,0,3.5,3.3,9.4,0
30.2,35.7,25.2,88,0,3.5,3.3,9.4,0
25.2,32.5,22.8,100,0,2.9,4.6,14.8,0
25.2,32.5,22.8,100,0,2.9,4.6,14.8,0
29.9,34,23.5,87,0,4.3,3.9,11.1,0.32
29.9,34,23.5,87,0,4.3,3.9,11.1,1.13
25.3,34.8,24,99,0,2.4,7.4,16.5,0.81
25.3,34.8,24,99,0,2.4,7.4,16.5,0.01
29.1,34,24.9,89,0,3.7,2,18.3,0
29.1,34,24.9,89,0,3.7,2,18.3,0
26.2,34.4,22,95,2.03,3.4,3.9,37,0
26.2,34.4,22,95,2.03,3.4,3.9,37,0
27.7,32.5,21.6,86,10.92,3.5,3.7,14.8,0.02
27.7,32.5,21.6,86,10.92,3.5,3.7,14.8,0
29,33.5,24,80,0,4.2,3.7,14.8,0
29,33.5,24,80,0,4.2,3.7,14.8,0
29.8,34.6,25.8,85,0,3.5,2.8,9.4,0.01
29.8,34.6,25.8,85,0,3.5,2.8,9.4,0.01
30.1,35,26,86,0,3.4,3,13,0.01
