T,TM,Tm,H,PP,VV,V,VM,NOx
26.7,35.2,18.2,56,0,4.8,5.9,20.6,19.14
21.8,30.1,14,60,0,4.8,8.9,24.1,20.53
21.8,30.1,14,60,0,4.8,8.9,24.1,20.67
21.2,31,12,41,0,5.1,8.3,24.1,21.7
21.2,31,12,41,0,5.1,8.3,24.1,20.98
21,30.8,10,36,0,5.5,11.9,35.2,21.27
21,30.8,10,36,0,5.5,11.9,35.2,21.03
28.1,38,13.6,33,0,5,4.1,18.3,17.19
28.1,38,13.6,33,0,5,4.1,18.3,16.89
29.6,39.2,17.6,31,0,5.3,4.1,22.2,17.36
29.6,39.2,17.6,31,0,5.3,4.1,22.2,19.89
29.9,40.5,17.8,30,0,5.1,7.4,25.9,18.37
29.9,40.5,17.8,30,0,5.1,7.4,25.9,15.9
27.15,37.125,14.75,32.5,0,5.225,6.875,25.4,10.32
27.15,37.125,14.75,32.5,0,5.225,6.875,25.4,25.97
27.15,37.125,14.75,32.5,0,5.225,6.875,25.4,42.48
27.15,37.125,14.75,32.5,0,5.225,6.875,25.4,47.83
27.15,37.125,14.75,32.5,0,5.225,6.875,25.4,23.76
27.15,37.125,14.75,32.5,0,5.225,6.875,25.4,35.88
25.6,34.1,18.4,54,0,4.4,10.65,29.45,32.67
25.6,34.1,18.4,54,0,4.4,10.65,29.45,25.52
24.9,34,19,60,0,3.7,15.2,42.4,25.54
24.9,34,19,60,0,3.7,15.2,42.4,41.64
26.3,34.2,17.8,48,0,5.1,6.1,16.5,26.67
26.3,34.2,17.8,48,0,5.1,6.1,16.5,21.67
26.8,34.2,17.8,39,0,4.7,6.5,20.6,20.93
26.8,34.2,17.8,39,0,4.7,6.5,20.6,17.86
28.8,38.1,22,32,0,3.4,22.4,48.2,17.26
28.8,38.1,22,32,0,3.4,22.4,48.2,17.1
27.4,36.2,20,34,0,4.2,10.4,38.9,16.63
27.4,36.2,20,34,0,4.2,10.4,38.9,18.63
29.3,37,18.4,23,0,4.7,4.8,16.5,18.41
29.3,37,18.4,23,0,4.7,4.8,16.5,21.83
31.8,38,22,19,0,4.5,7.4,16.5,20.12
31.8,38,22,19,0,4.5,7.4,16.5,23.36
28.4,38.6,22,29,0,2.6,16.3,37,17.13
28.4,38.6,22,29,0,2.6,16.3,37,17.6
33.9,41.2,25,25,0,4,7.2,20.6,17.4
33.9,41.2,25,25,0,4,7.2,20.6,17.87
34.6,42,23.5,25,0,3.5,5.9,18.3,16.81
34.6,42,23.5,25,0,3.5,5.9,18.3,15.87
32.1,42.4,23.9,33,0,2.3,10.6,29.4,17.56
32.1,42.4,23.9,33,0,2.3,10.6,29.4,16.73
32.6,41,24.5,32,0,3.2,8.7,25.9,16.41
32.6,41,24.5,32,0,3.2,8.7,25.9,17.6
32.9,41,25,33,0,3.7,4.1,14.8,17.08
32.9,41,25,33,0,3.7,4.1,14.8,16.78
34.3,41.7,26.4,27,0,3.5,8.9,29.4,16.62
34.3,41.7,26.4,27,0,3.5,8.9,29.4,18.19
32.9,40,24.4,35,0,4,7,42.4,21.25
32.9,40,24.4,35,0,4,7,42.4,22.46
32.2,40.3,25,40,0,3.1,6.7,18.3,22.22
32.2,40.3,25,40,0,3.1,6.7,18.3,22.69
23.6,38.6,21,83,0,3.1,10,48.2,22.69
23.6,38.6,21,83,0,3.1,10,48.2,21.71
34.7,41,26.8,36,0,3.7,4.4,18.3,22.69
34.7,41,26.8,36,0,3.7,4.4,18.3,22.38
34.9,43,25,30,0,4,8.5,24.1,21.82
34.9,43,25,30,0,4,8.5,24.1,21.94
33.9,43.4,24.4,40,0,3.9,10.7,25.9,22.01
33.9,43.4,24.4,40,0,3.9,10.7,25.9,22.168
27.6,38.4,23,56,0,4.2,9.6,18.3,21.59
27.6,38.4,23,56,0,4.2,9.6,18.3,22.63
30.9,38,22.7,39,0,5.1,5.6,16.5,21.55
30.9,38,22.7,39,0,5.1,5.6,16.5,22.6
33.6,41,23.6,32,0,5,5.2,16.5,31.46
33.6,41,23.6,32,0,5,5.2,16.5,37.54
36.1,44,27,29,0,5,9.3,27.8,21.98
36.1,44,27,29,0,5,9.3,27.8,22.06
28.1,41.2,22.4,79,0,4.7,8.1,24.1,21.81
28.1,41.2,22.4,79,0,4.7,8.1,24.1,22.06
29.3,34,23,65,0,4,9.8,44.6,22.06
29.3,34,23,65,0,4,9.8,44.6,21.81
30.6,37,22.4,50,0,4.7,1.5,9.4,22.03
30.6,37,22.4,50,0,4.7,1.5,9.4,25.35
33.2,39.3,25,36,0,4.5,7.4,27.8,32.96
33.2,39.3,25,36,0,4.5,7.4,27.8,24.65
34.2,41.2,25.9,31,0,5.1,6.5,16.5,23.58
34.2,41.2,25.9,31,0,5.1,6.5,16.5,23.86
30.1,42,25,50,0,4,7.2,20.6,23.88
30.1,42,25,50,0,4,7.2,20.6,30.73
28.2,36.4,23,77,0,3.9,14.6,59.4,23.69
28.2,36.4,23,77,0,3.9,14.6,59.4,28.34
27.1,36.4,21.6,87,0,3.7,11.3,37,25.01
27.1,36.4,21.6,87,0,3.7,11.3,37,24.26
24.8,33,22,100,0,3.4,6.1,20.6,24.58
24.8,33,22,100,0,3.4,6.1,20.6,24.29
33.8,38,27.8,61,0,4.5,3.7,13,23.54
33.8,38,27.8,61,0,4.5,3.7,13,23.48
34.1,39.2,28.8,68,0,4.2,7.4,33.5,23.32
34.1,39.2,28.8,68,0,4.2,7.4,33.5,23.89
32.4,38.1,29.7,78,0,3.9,9.4,38.9,23.27
32.4,38.1,29.7,78,0,3.9,9.4,38.9,23.3
30.9,34,25.8,90,0,3.9,1.5,7.6,23.08
30.9,34,25.8,90,0,3.9,1.5,7.6,23.87
31.3,36,26.7,86,0,3.4,4.1,22.2,23.2
31.3,36,26.7,86,0,3.4,4.1,22.2,23.63
31.1,36.5,26,91,0,3.9,5.2,18.3,23.71
31.1,36.5,26,91,0,3.9,5.2,18.3,23.26
30.7,35.3,23.6,87,0,4,2.8,11.1,22.75
30.7,35.3,23.6,87,0,4,2.8,11.1,23.62
32.9,36,28.2,77,0,3.9,2.6,9.4,22.68
32.9,36,28.2,77,0,3.9,2.6,9.4,20.86
33.7,37,29.3,73,0,3.9,3.9,13,20.97
33.7,37,29.3,73,0,3.9,3.9,13,21.7
29.6,32.2,25.4,99,0,4.5,3,11.1,25.77
29.6,32.2,25.4,99,0,4.5,3,11.1,20.98
31.9,35,27.1,88,0,3.9,2.8,14.8,20.91
31.9,35,27.1,88,0,3.9,2.8,14.8,20.77
32.1,36.3,29,90,0,3.9,5.7,14.8,22.42
32.1,36.3,29,90,0,3.9,5.7,14.8,22.6
32.1,35.2,26.4,82,0,4.8,2.6,9.4,21.58
32.1,35.2,26.4,82,0,4.8,2.6,9.4,21.93
29.3,36,27,97,0,3.1,4.3,29.4,21.66
29.3,36,27,97,0,3.1,4.3,29.4,20.3
31.1,35,26.6,90,0,4.2,1.7,5.4,21.65
31.1,35,26.6,90,0,4.2,1.7,5.4,21.67
31.2,34,27.2,92,0,5,5.2,13,21.67
31.2,34,27.2,92,0,5,5.2,13,24.08
30.5,34.7,25.8,92,0,4.8,6.7,16.5,28.97
30.5,34.7,25.8,92,0,4.8,6.7,16.5,21.66
29.8,35,26,97,0,2.9,6.5,38.9,23.71
29.8,35,26,97,0,2.9,6.5,38.9,19.43
29.7,34.8,27.2,97,0,2.9,6.7,14.8,22.22
29.7,34.8,27.2,97,0,2.9,6.7,14.8,55.39
29.1,32.4,27,98,0,2.7,3.7,22.2,39.44
29.1,32.4,27,98,0,2.7,3.7,22.2,21.98
28.2,32,24.8,91,0,4,4.1,22.2,26.75
28.2,32,24.8,91,0,4,4.1,22.2,27.64
28.1,31.8,25.7,90,0,3.9,3.1,13,27.24
28.1,31.8,25.7,90,0,3.9,3.1,13,27.05
30.9,35.7,28,96,0,3.1,6.1,16.5,24.48
30.9,35.7,28,96,0,3.1,6.1,16.5,51.49
30.9,36.4,27,96,0,3.5,5.7,14.8,26.71
30.9,36.4,27,96,0,3.5,5.7,14.8,26.82
30.4,35,23,91,0,4.7,5.4,27.8,27.25
30.4,35,23,91,0,4.7,5.4,27.8,27.28
29.8,36,24,89,0,4,12,25.9,27.46
29.8,36,24,89,0,4,12,25.9,27.34
28.4,35.8,23.4,97,0,4.5,6.3,27.8,27.43
28.4,35.8,23.4,97,0,4.5,6.3,27.8,27.22
29.8,33,26.8,91,0,4.2,4.1,11.1,27.31
29.8,33,26.8,91,0,4.2,4.1,11.1,27.24
29.3,36.6,26,98,0,4.7,9.3,22.2,27.08
29.3,36.6,26,98,0,4.7,9.3,22.2,27.23
28.7,33.7,25.6,94,0,5,8,18.3,26.96
28.7,33.7,25.6,94,0,5,8,18.3,27.23
29.9,35,26.2,93,0,4.8,3.5,14.8,27.2
29.9,35,26.2,93,0,4.8,3.5,14.8,23.17
26.7,34.2,23,97,0,3.9,3.1,51.9,19.52
26.7,34.2,23,97,0,3.9,3.1,51.9,19.5
26.9,31.2,23.8,94,0,4.7,4.6,22.2,19.49
26.9,31.2,23.8,94,0,4.7,4.6,22.2,19.49
29.1,33,23.8,89,0,5.1,3.1,17.6,19.56
29.1,33,23.8,89,0,5.1,3.1,17.6,19.54
28.3,32,24.9,97,0,4.3,3.5,13,19.31
28.3,32,24.9,97,0,4.3,3.5,13,19.82
26.4,33.3,24,99,0,3.9,6.3,20.6,19.52
26.4,33.3,24,99,0,3.9,6.3,20.6,19.6
27.6,31,24,97,0,4.7,3.7,11.1,19.5
27.6,31,24,97,0,4.7,3.7,11.1,19.2
28.8,33,23,90,0,5.6,3.1,9.4,19.15
28.8,33,23,90,0,5.6,3.1,9.4,20.33
28.2,34.1,22.2,84,0,5.1,3.7,13,20.38
28.2,34.1,22.2,84,0,5.1,3.7,13,18.86
29.1,33.5,23.2,84,0,4.2,2.6,9.4,21.4
29.1,33.5,23.2,84,0,4.2,2.6,9.4,23.71
30.2,34,25.9,84,0,3.9,4.6,14.8,21.02
30.2,34,25.9,84,0,3.9,4.6,14.8,20.34
28.1,35,22,84,0,4.2,5.4,35.2,17.56
28.1,35,22,84,0,4.2,5.4,35.2,22.04
28.2,35.6,21,76,0,5.1,3.7,13,21.92
28.2,35.6,21,76,0,5.1,3.7,13,20.2
27.5,35,22.7,78,0,4.7,4.4,14.8,21.73
27.5,35,22.7,78,0,4.7,4.4,14.8,21.65
28.6,35.2,21.9,75,0,4.8,1.5,7.6,21.71
28.6,35.2,21.9,75,0,4.8,1.5,7.6,21.16
29,35.7,22.1,75,0,5,2.2,11.1,21
29,35.7,22.1,75,0,5,2.2,11.1,21.88
29.2,35,24,80,0,4,2.2,9.4,20.52
29.2,35,24,80,0,4,2.2,9.4,21.79
28.3,34,23,79,0,3.4,1.3,7.6,18.23
28.3,34,23,79,0,3.4,1.3,7.6,19.5
29.2,34.2,23.7,81,0,4,2,9.4,20.2
29.2,34.2,23.7,81,0,4,2,9.4,19.7
29.6,35,24.5,79,0,4.2,3.7,13,19.14
29.6,35,24.5,79,0,4.2,3.7,13,19.25
27.6,35.9,21.4,73,0,3.7,2.8,13,17.36
27.6,35.9,21.4,73,0,3.7,2.8,13,19.75
27.3,35.1,21.2,75,0,4,2,9.4,18.95
27.3,35.1,21.2,75,0,4,2,9.4,18.85
27.8,35,22,72,0,3.5,3.1,14.8,18.02
27.8,35,22,72,0,3.5,3.1,14.8,19.27
27.4,34.6,20.2,82,0,3.7,3.9,16.5,17.61
27.4,34.6,20.2,82,0,3.7,3.9,16.5,20.35
27.4,34.5,21.2,69,0,4.2,2.6,11.1,19.28
27.4,34.5,21.2,69,0,4.2,2.6,11.1,18.84
27.6,35,21.7,75,0,3.2,2.2,9.4,19.07
27.6,35,21.7,75,0,3.2,2.2,9.4,19.48
26.1,34.2,20,80,0,3.2,3,13,19.5
26.1,34.2,20,80,0,3.2,3,13,18.76
26.1,34.6,19,71,0,3.5,2.2,9.4,19.68
26.1,34.6,19,71,0,3.5,2.2,9.4,17.82
26.3,34.4,18.6,70,0,2.9,2.8,7.6,19.38
26.3,34.4,18.6,70,0,2.9,2.8,7.6,19.25
24.6,34.6,18.6,74,0,3.4,3.1,13,19.65
24.6,34.6,18.6,74,0,3.4,3.1,13,18.75
25.4,33.5,17.8,65,0,3.7,3,11.1,19.25
25.4,33.5,17.8,65,0,3.7,3,11.1,19.06
23.7,33.2,17,73,0,3.2,2.2,14.8,19.14
23.7,33.2,17,73,0,3.2,2.2,14.8,19.58
23.6,32,16.2,72,0,2.7,2,11.1,17.86
23.6,32,16.2,72,0,2.7,2,11.1,19.14
22.6,32.3,15.2,72,0,2.7,1.3,7.6,20.05
22.6,32.3,15.2,72,0,2.7,1.3,7.6,18.16
20.9,31.8,15,75,0,1.9,1.9,9.4,19.76
20.9,31.8,15,75,0,1.9,1.9,9.4,20.45
20.4,28.5,14.8,77,0,1.3,1.3,7.6,19.55
20.4,28.5,14.8,77,0,1.3,1.3,7.6,19.39
20.4,28.1,15.6,79,0,1.3,2.6,13,19.02
20.4,28.1,15.6,79,0,1.3,2.6,13,31.36
20.1,27,14.7,89,0,0.6,0.7,5.4,31.36
20.1,27,14.7,89,0,0.6,0.7,5.4,67.48
19.9,27.2,14.1,90,0,0.6,0.4,5.4,36.62
19.9,27.2,14.1,90,0,0.6,0.4,5.4,26.8
17.7,24,14,94,0,0.3,1.5,5.4,27.36
17.7,24,14,94,0,0.3,1.5,5.4,28.51
15.8,24.5,13,91,0,0.3,1.1,9.4,26.63
15.8,24.5,13,91,0,0.3,1.1,9.4,27.37
17.1,26,11,83,0,1,0.6,3.5,26.59
17.1,26,11,83,0,1,0.6,3.5,26.72
16.4,27.1,13,94,0,0.3,0.6,3.5,27.73
16.4,27.1,13,94,0,0.3,0.6,3.5,26.66
16.8,23.2,12.6,85,0,1.4,10.9,31.7,27
16.8,23.2,12.6,85,0,1.4,10.9,31.7,27.39
15.8,22.4,11,85,0,3.1,6.1,14.8,26.33
15.8,22.4,11,85,0,3.1,6.1,14.8,27.62
14.6,23.9,7.4,80,0,2.6,1.7,7.6,27.13
14.6,23.9,7.4,80,0,2.6,1.7,7.6,27.02
14.7,23,7.6,72,0,2.6,3,13,27.53
14.7,23,7.6,72,0,2.6,3,13,27.52
14.8,24,7,70,0,2.3,4.3,18.3,38.34
14.8,24,7,70,0,2.3,4.3,18.3,35.85
15.6,26,6.8,58,0,3.1,1.3,9.4,27.54
15.6,26,6.8,58,0,3.1,1.3,9.4,29.17
13.9,25.8,7.5,69,0,2.3,1.3,9.4,29.73
13.9,25.8,7.5,69,0,2.3,1.3,9.4,27.62
15.3,25.5,7.2,66,0,2.1,2.2,11.1,26.33
15.3,25.5,7.2,66,0,2.1,2.2,11.1,29.03
14.7,25,6.2,67,0,2.4,0.7,5.4,27.8
14.7,25,6.2,67,0,2.4,0.7,5.4,27.44
14.9,24.5,8,68,0,1.9,2,9.4,27.5
14.9,24.5,8,68,0,1.9,2,9.4,26.5
14.4,25.3,6.6,74,0,2.3,1.5,14.8,28.12
14.4,25.3,6.6,74,0,2.3,1.5,14.8,26.82
13.3,22.1,4.6,56,0,2.9,2.4,14.8,27.07
13.3,22.1,4.6,56,0,2.9,2.4,14.8,26.88
14.4,25,5.9,58,0,2.6,3.9,16.5,26.87
14.4,25,5.9,58,0,2.6,3.9,16.5,28.37
14.4,25.3,5,60,0,3.2,2.4,11.1,28.04
14.4,25.3,5,60,0,3.2,2.4,11.1,27.31
11.7,15.8,8,93,0,0.3,0,5.4,26.98
11.7,15.8,8,93,0,0.3,0,5.4,28.28
9.6,15.4,7,93,0,1,3.5,13,27.07
9.6,15.4,7,93,0,1,3.5,13,27.5
9.1,15,5,88,0,1.8,1.7,9.4,27.98
9.1,15,5,88,0,1.8,1.7,9.4,25.35
14.4,24,6,66,0,2.7,3,13,27.28
14.4,24,6,66,0,2.7,3,13,27.42
15.5,24,8.4,67,0,2.4,2.4,11.1,27.21
15.5,24,8.4,67,0,2.4,2.4,11.1,26.89
15.2,24.7,7.9,72,0,2.7,1.9,14.8,27.64
15.2,24.7,7.9,72,0,2.7,1.9,14.8,27.27
11.1,21.9,3.5,79,0,1.1,1.9,11.1,27.91
11.1,21.9,3.5,79,0,1.1,1.9,11.1,27.96
13.4,20.7,5.4,74,0,1.1,2.4,11.1,29.21
13.4,20.7,5.4,74,0,1.1,2.4,11.1,30.41
12.6,20.7,7.3,94,0,0.6,0.4,5.4,27.43
12.6,20.7,7.3,94,0,0.6,0.4,5.4,26.97
11.8,21.15,6.15,86,0,0.8,0.85,7.4,27.51
11.8,21.15,6.15,86,0,0.8,0.85,7.4,27.96
11,21.6,5,78,0,1,1.3,9.4,27.94
11,21.6,5,78,0,1,1.3,9.4,26.99
9,20,4.2,93,0,0.2,0,12.05,27.79
9,20,4.2,93,0,0.2,0,12.05,25.99
7.9,15.9,5.6,97,0,0.2,1.9,7.6,26.89
7.9,15.9,5.6,97,0,0.2,1.9,7.6,26.89
10.6,19,2.6,72,0,2.4,3.7,16.5,26.89
10.6,19,2.6,72,0,2.4,3.7,16.5,26.89
10.4,19.4,3,73,0,2.1,2.4,11.1,27.69
10.4,19.4,3,73,0,2.1,2.4,11.1,31
10.9,20,1,74,0,2.1,3.9,16.5,28.01
10.9,20,1,74,0,2.1,3.9,16.5,27.61
12.3,21.8,4.6,79,0,2.1,2.2,13,23.17
12.3,21.8,4.6,79,0,2.1,2.2,13,28.66
12.2,21.6,4,69,0,2.4,3.3,14.8,33.2
12.2,21.6,4,69,0,2.4,3.3,14.8,28.05
11.4,22,1.2,68,0,2.4,5.4,22.2,31.09
11.4,22,1.2,68,0,2.4,5.4,22.2,27.79
12.6,22.4,3,69,0,2.4,3.1,14.8,28.27
12.6,22.4,3,69,0,2.4,3.1,14.8,29.25
12.4,22.6,4.6,71,0,2.4,3.7,14.8,31.4
12.4,22.6,4.6,71,0,2.4,3.7,14.8,33.39
12.6,22.4,3.8,72,0,2.1,2,9.4,32.22
12.6,22.4,3.8,72,0,2.1,2,9.4,30.38
10.5,18.8,3.1,88,0,1.3,2.2,13,29.59
10.5,18.8,3.1,88,0,1.3,2.2,13,46.31
10.7,17.6,7.4,91,0,0.5,1.1,7.6,37.97
10.7,17.6,7.4,91,0,0.5,1.1,7.6,36.02
10.8,16,6.7,84,0,0.8,1.7,9.4,34.95
10.8,16,6.7,84,0,0.8,1.7,9.4,30.16
14.4,21.5,6,69,0,3.4,2.4,11.1,29.69
14.4,21.5,6,69,0,3.4,2.4,11.1,35.6
15.2,22.4,8,73,0,4.3,8,22.2,28.92
15.2,22.4,8,73,0,4.3,8,22.2,29.97
13.3,22.9,6.4,69,0,4.2,4.3,13,28.6
13.3,22.9,6.4,69,0,4.2,4.3,13,39.88
13.5,22.6,5.1,68,0,3.7,3.5,14.8,39.73
13.5,22.6,5.1,68,0,3.7,3.5,14.8,31.81
11.4,22.4,4.8,68,0,2.9,1.5,5.4,30.2
11.4,22.4,4.8,68,0,2.9,1.5,5.4,30.08
12.7,21.6,4.4,72,0,2.9,2.2,9.4,30.38
12.7,21.6,4.4,72,0,2.9,2.2,9.4,30.07
12.9,21.9,3.8,70,0,2.4,2.4,13,32.32
12.9,21.9,3.8,70,0,2.4,2.4,13,32.43
13.3,19,8,72,2.03,4.3,9.4,18.3,29.75
13.3,19,8,72,2.03,4.3,9.4,18.3,30.7
13.2,20,6.3,76,0,4.3,6.7,16.5,27.56
13.2,20,6.3,76,0,4.3,6.7,16.5,30.21
14.4,21,6.8,73,0,3.7,3.3,14.8,30.04
14.4,21,6.8,73,0,3.7,3.3,14.8,30.04
16.5,24.2,6.6,76,0,2.9,4.3,14.8,29.59
16.5,24.2,6.6,76,0,2.9,4.3,14.8,28.26
17.8,25,7.8,68,0,3.1,3.7,13,26.45
17.8,25,7.8,68,0,3.1,3.7,13,27.18
18.3,25,11.5,81,0,2.7,5.7,16.5,27.12
18.3,25,11.5,81,0,2.7,5.7,16.5,26.78
16.9,25.1,10.4,78,1.02,4.8,6.1,18.3,27.66
16.9,25.1,10.4,78,1.02,4.8,6.1,18.3,28.95
17.8,25,10.5,69,0,4,6.9,20.6,31.03
17.8,25,10.5,69,0,4,6.9,20.6,37.92
19.3,27.2,10,64,0,2.7,3.9,18.3,34.58
19.3,27.2,10,64,0,2.7,3.9,18.3,34.76
18.1,27.1,13.2,83,0,2.9,10,22.2,29.09
18.1,27.1,13.2,83,0,2.9,10,22.2,28.88
21,29,14.1,66,0,3.9,8.7,20.6,34.62
21,29,14.1,66,0,3.9,8.7,20.6,30.45
16.4,29.5,10,87,0,3.9,5.9,22.2,30.36
16.4,29.5,10,87,0,3.9,5.9,22.2,27.74
19.1,27,10.2,68,0,3.5,3.7,13,25.93
19.1,27,10.2,68,0,3.5,3.7,13,25.98
21.2,28,11.4,62,0,3.9,4.6,18.3,25.22
21.2,28,11.4,62,0,3.9,4.6,18.3,24.32
19.9,28.5,12.9,64,0,4.5,5,16.5,24.6
19.9,28.5,12.9,64,0,4.5,5,16.5,23.81
22.3,30,13,63,0,2.6,4.4,20.6,24.78
22.3,30,13,63,0,2.6,4.4,20.6,26.67
22.6,30.5,16,65,0,2.7,8.5,18.3,42.08
22.6,30.5,16,65,0,2.7,8.5,18.3,30.65
20.7,30.5,13,68,0,4.2,6.5,22.2,27.07
20.7,30.5,13,68,0,4.2,6.5,22.2,77.94
20.4,28.7,12.4,70,0,4,5.9,20.6,51.61
20.4,28.7,12.4,70,0,4,5.9,20.6,32.27
20.5,29.3,14.4,76,0.25,3.2,15.6,38.9,25.83
20.5,29.3,14.4,76,0.25,3.2,15.6,38.9,23.17
17.4,25.3,12,84,2.03,3.4,10,27.8,25.96
17.4,25.3,12,84,2.03,3.4,10,27.8,31.94
22.9,31.4,13.8,63,0,4.3,5.4,18.3,35.75
22.9,31.4,13.8,63,0,4.3,5.4,18.3,27.47
22.3,31.5,15,71,0,3.5,4.3,16.5,34.03
22.3,31.5,15,71,0,3.5,4.3,16.5,30.6
24.3,33,15.2,61,0,3.1,4.1,13,30.2
22.3,29.5,19.2,77,7.62,6.3,0.9,3.5,10.88
22.3,29.5,19.2,77,7.62,6.3,0.9,3.5,14.14
22.2,29.2,17.6,71,1.52,5.5,1.9,7.6,20.72
22.2,29.2,17.6,71,1.52,5.5,1.9,7.6,16.88
22.1,29.2,18.7,76,0,6,1.3,3.5,21.76
22.1,29.2,18.7,76,0,6,1.3,3.5,16.24
21.9,28.6,17.4,60,0,6.9,0.4,3.5,30.84
21.9,28.6,17.4,60,0,6.9,0.4,3.5,21.16
22.1,28.6,17.6,71,0,6.3,0.6,3.5,15.03
22.1,28.6,17.6,71,0,6.3,0.6,3.5,16.76
21.6,27.6,18.5,72,0,6.3,1.9,3.5,17.49
21.6,27.6,18.5,72,0,6.3,1.9,3.5,21.85
19.4,27.1,13.7,60,0,8.5,0.9,3.5,22.9
19.4,27.1,13.7,60,0,8.5,0.9,3.5,19.43
19.4,27.1,13.7,67,0,6,0.2,1.9,15.92
19.4,27.1,13.7,67,0,6,0.2,1.9,22.36
20.1,27.1,14.7,63,0,6.3,2.8,7.6,21.64
20.1,27.1,14.7,63,0,6.3,2.8,7.6,18.79
21.3,28.2,15.4,61,0,8.5,3.3,5.4,19.44
21.3,28.2,15.4,61,0,8.5,3.3,5.4,22.66
20.9,28.2,15.6,63,0,6.3,3,5.4,18.26
20.9,28.2,15.6,63,0,6.3,3,5.4,29.6
21,27.4,15.5,61,0,6.3,4.8,7.6,12
21,27.4,15.5,61,0,6.3,4.8,7.6,9.73
22.1,29.4,17,59,0,7.7,3.3,5.4,8.72
22.1,29.4,17,59,0,7.7,3.3,5.4,8.43
21.3,28.4,15.6,57,0,7.7,4.6,7.6,15.67
21.3,28.4,15.6,57,0,7.7,4.6,7.6,11.58
21.4,27.9,16,60,0,6.3,4.1,9.4,49.95
21.4,27.9,16,60,0,6.3,4.1,9.4,51.53
22.8,30.2,16.6,51,0,6.3,3.9,9.4,30.07
22.8,30.2,16.6,51,0,6.3,3.9,9.4,13.01
21.9,30.2,16.2,53,0,6.3,3.7,7.6,13.06
21.9,30.2,16.2,53,0,6.3,3.7,7.6,12.44
21.2,29.3,16.4,63,0,6.3,5.2,9.4,15.19
21.2,29.3,16.4,63,0,6.3,5.2,9.4,20.48
21.4,28.6,15,58,0,6.3,3.9,9.4,16.42
21.4,28.6,15,58,0,6.3,3.9,9.4,18.41
22.3,30.2,16.3,48,0,6.3,4.1,5.4,16.75
22.3,30.2,16.3,48,0,6.3,4.1,5.4,13.7
22.7,30.6,15.7,50,0,6.3,3.7,9.4,13.54
22.7,30.6,15.7,50,0,6.3,3.7,9.4,20.81
22.2,30.6,15.5,54,0,6.3,3.3,5.4,18
22.2,30.6,15.5,54,0,6.3,3.3,5.4,23.38
24,32,17.7,50,0,6.9,1.3,3.5,21.19
24,32,17.7,50,0,6.9,1.3,3.5,15.19
24.7,32.7,17.9,43,0,6.3,0.9,3.5,19.88
24.7,32.7,17.9,43,0,6.3,0.9,3.5,24.11
24.9,33,16.5,32,0,6.3,0.9,3.5,23.51
24.9,33,16.5,32,0,6.3,0.9,3.5,24.33
24.5,33.1,18.6,39,0,6.3,1.9,3.5,18.26
24.5,33.1,18.6,39,0,6.3,1.9,3.5,14.07
24.2,32.1,16.9,37,0,6.9,3.3,11.1,17.26
24.2,32.1,16.9,37,0,6.9,3.3,11.1,16.93
23.7,31.7,17.3,41,0,6.9,3.1,5.4,24.25
23.7,31.7,17.3,41,0,6.9,3.1,5.4,24.83
24.6,32.4,17,27,0,6.9,0.9,3.5,22.64
24.6,32.4,17,27,0,6.9,0.9,3.5,18.07
25.6,33.5,17.2,42,0,6.9,2.2,5.4,11.15
25.6,33.5,17.2,42,0,6.9,2.2,5.4,10.91
26.1,33.6,20.1,46,0,6.9,3.5,5.4,14.59
26.1,33.6,20.1,46,0,6.9,3.5,5.4,17.16
25.2,32.6,20.8,62,0,6.9,3.7,7.6,12.54
25.2,32.6,20.8,62,0,6.9,3.7,7.6,18.57
25.8,32.6,21.4,62,0,6.9,2.2,3.5,12.71
25.8,32.6,21.4,62,0,6.9,2.2,3.5,14.94
23.4,32.4,19.9,77,22.1,6.3,1.9,3.5,9.48
23.4,32.4,19.9,77,22.1,6.3,1.9,3.5,18.5
25.8,31.4,21.3,63,0,6.6,2.6,5.4,17.58
25.8,31.4,21.3,63,0,6.6,2.6,5.4,23.66
25.3,31.5,20.1,59,0,6.9,3.3,5.4,17.47
25.3,31.5,20.1,59,0,6.9,3.3,5.4,17.24
24.5,31.5,19.6,65,0,6.9,2.2,3.5,19.72
24.5,31.5,19.6,65,0,6.9,2.2,3.5,15.97
24.5,31.2,18.6,54,0,6.9,3.9,5.4,20.45
24.5,31.2,18.6,54,0,6.9,3.9,5.4,27.25
25.1,32.7,18.4,48,0,6.9,1.9,3.5,40.01
25.1,32.7,18.4,48,0,6.9,1.9,3.5,29.48
25.8,32.7,20.4,55,0,6.9,3,5.4,18.68
25.8,32.7,20.4,55,0,6.9,3,5.4,18.04
26.5,35.1,19.6,44,0,6.9,2.2,5.4,15.33
26.5,35.1,19.6,44,0,6.9,2.2,5.4,17.45
26.9,34.7,19.5,25,0,6.9,2,5.4,20.88
26.9,34.7,19.5,25,0,6.9,2,5.4,16.39
27.1,34.7,19.6,26,0,6.9,0,4.45,21.03
27.1,34.7,19.6,26,0,6.9,0,4.45,17.37
27.9,35.8,22.3,43,0,6.3,3,5.4,11.36
27.9,35.8,22.3,43,0,6.3,3,5.4,8.3
27,34.5,21,47,0,6.3,2.8,3.5,14.63
27,34.5,21,47,0,6.3,2.8,3.5,12.7
26.3,34.5,19.9,46,0,6.3,2.2,3.5,9.13
26.3,34.5,19.9,46,0,6.3,2.2,3.5,9.99
