T,TM,Tm,H,PP,VV,V,VM,Toluene
31.8,35.3,27.3,59,0,6.6,13.1,20.6,0.79
31.8,35.6,27.6,58,0,6,11.5,22.2,1.26
31.8,35.6,27.6,58,0,6,11.5,22.2,1.34
32.2,37,26.9,58,0,6.4,13.5,24.1,0.23
32.2,37,26.9,58,0,6.4,13.5,24.1,0
30.1,36,25.4,68,0.25,6,13.3,18.3,0.91
30.1,36,25.4,68,0.25,6,13.3,18.3,0.25
30.8,35.8,25,66,0.51,6.3,10.9,20.6,1.32
30.8,35.8,25,66,0.51,6.3,10.9,20.6,1.37
29.5,35.7,24.6,72,0,5.8,11.7,16.5,1.43
29.5,35.7,24.6,72,0,5.8,11.7,16.5,1.6
28.6,37,24.2,82,21.08,5,10.9,22.2,7.33
28.6,37,24.2,82,21.08,5,10.9,22.2,7.88
29.6,33.1,24.6,75,0.25,5.6,10.2,16.5,10.52
29.6,33.1,24.6,75,0.25,5.6,10.2,16.5,24.92
29.8,36,25.9,77,2.03,5,9.4,25.9,18.97
29.8,36,25.9,77,2.03,5,9.4,25.9,5.19
30.9,36,25.2,70,1.02,6.3,12,16.5,6.02
30.9,36,25.2,70,1.02,6.3,12,16.5,3.19
31.7,37,25.9,60,0,6.4,14.8,24.1,0.45
31.7,37,25.9,60,0,6.4,14.8,24.1,0.54
31.7,37.9,26.5,61,0,6.9,12.8,22.2,0.25
31.7,37.9,26.5,61,0,6.9,12.8,22.2,0.39
31.3,36,27,61,0,5.8,12.6,20.6,0.14
31.3,36,27,61,0,5.8,12.6,20.6,0.8
29.8,37,24,66,9.015,5.3,14.6,77.8,0.69
29.8,37,24,66,9.015,5.3,14.6,77.8,0.99
30.1,37.2,23.2,71,18.03,5.6,14.6,24.1,1.15
30.1,37.2,23.2,71,18.03,5.6,14.6,24.1,4.75
30.5,36,25.3,66,0,6.3,13.5,20.6,8.32
30.5,36,25.3,66,0,6.3,13.5,20.6,2.55
26.8,33.3,21,82,23.88,4.7,11.5,16.5,0
26.8,33.3,21,82,23.88,4.7,11.5,16.5,0.21
29.3,32.2,24.3,70,0.51,5.6,13.1,22.2,0.32
29.3,32.2,24.3,70,0.51,5.6,13.1,22.2,0.45
30,34.1,25.8,70,0,5.6,12.8,27.8,1.36
30,34.1,25.8,70,0,5.6,12.8,27.8,1.88
29.7,33,25.4,74,0,6,9.4,16.5,1.25
29.7,33,25.4,74,0,6,9.4,16.5,1.12
30,33.6,25.2,73,0,5.5,11.9,22.2,1.48
30,33.6,25.2,73,0,5.5,11.9,22.2,0.89
30.1,33.9,25.7,67,0,6.1,11.7,20.6,0.65
30.1,33.9,25.7,67,0,6.1,11.7,20.6,0.43
30.1,34.5,24.1,73,12.95,5.8,10.4,18.3,0.65
30.1,34.5,24.1,73,12.95,5.8,10.4,18.3,0.4
29.8,33.2,25.3,75,1.02,6.1,9.1,22.2,0.97
29.8,33.2,25.3,75,1.02,6.1,9.1,22.2,0.05
29.2,33.6,25,79,5.08,5.6,8.1,18.3,0.39
29.2,33.6,25,79,5.08,5.6,8.1,18.3,0.02
28.9,33,24.4,80,0.51,4.8,6.9,18.3,0
28.9,33,24.4,80,0.51,4.8,6.9,18.3,0.05
28.4,33,25.3,80,0.51,4.7,8.5,16.5,0.09
28.4,33,25.3,80,0.51,4.7,8.5,16.5,0.22
28.8,34,24.9,71,0.25,4,9.4,18.3,0.55
28.8,34,24.9,71,0.25,4,9.4,18.3,1.57
30.3,36.4,26.2,73,0,5.1,15.2,22.2,1.44
30.3,36.4,26.2,73,0,5.1,15.2,22.2,0.05
30.5,34,26,66,0,5,12.6,22.2,2.38
30.5,34,26,66,0,5,12.6,22.2,0.98
29.8,34.7,25.7,72,0,4.8,8.5,13,0.1
29.8,34.7,25.7,72,0,4.8,8.5,13,0.23
26.7,30.9,23.4,89,0,3.4,5.7,18.3,0.23
26.7,30.9,23.4,89,0,3.4,5.7,18.3,0.31
28.4,32,22.1,76,59.94,4.2,9.6,22.2,0.1
28.4,32,22.1,76,59.94,4.2,9.6,22.2,0.17
27.9,32.3,24.6,81,14.99,4,7.8,16.5,0.22
27.9,32.3,24.6,81,14.99,4,7.8,16.5,1.07
28.8,32.2,24.2,75,0,4.8,10.7,22.2,0.68
28.8,32.2,24.2,75,0,4.8,10.7,22.2,0.54
28.8,32.1,24.4,69,0,5.3,10.2,24.1,0.2
28.8,32.1,24.4,69,0,5.3,10.2,24.1,0.15
28.7,33,24,66,0,5.3,10.9,24.1,0.54
28.7,33,24,66,0,5.3,10.9,24.1,0.28
26.7,30.2,24.3,88,6.1,4,8.5,22.2,0.81
26.7,30.2,24.3,88,6.1,4,8.5,22.2,0.16
26.1,29,23.6,91,35.05,4.5,7,14.8,0.23
26.1,29,23.6,91,35.05,4.5,7,14.8,0.29
28.2,32,23.9,84,8.89,6.1,8.1,18.3,0.22
28.2,32,23.9,84,8.89,6.1,8.1,18.3,0.19
28.4,32,25.2,84,0,5.1,9.8,24.1,0.05
28.4,32,25.2,84,0,5.1,9.8,24.1,0.28
27.4,31.4,23.3,78,0,5.1,5.6,14.8,0.18
27.4,31.4,23.3,78,0,5.1,5.6,14.8,0.36
27.7,32,22.9,77,0,5.6,9.4,22.2,0.88
27.7,32,22.9,77,0,5.6,9.4,22.2,0.28
27.8,31.1,23.9,76,0,4.3,7.8,18.3,0.11
27.8,31.1,23.9,76,0,4.3,7.8,18.3,0.54
27.2,32,21.4,70,0,3.7,10,22.2,0.78
27.2,32,21.4,70,0,3.7,10,22.2,0.57
28.6,33,21.5,70,0,5,9.4,22.2,0.58
28.6,33,21.5,70,0,5,9.4,22.2,0.66
28.4,33,24.2,85,7.11,4.7,14.4,24.1,0.22
28.4,33,24.2,85,7.11,4.7,14.4,24.1,0.42
28.4,33,24.2,85,7.11,4.7,14.4,24.1,1.79
28.4,33,24.2,85,7.11,4.7,14.4,24.1,1.82
28.4,33,24.2,85,7.11,4.7,14.4,24.1,0.83
28.4,33,24.2,85,7.11,4.7,14.4,24.1,3.25
28.13333333,32.51666667,23.23333333,78.5,3.555,4.516666667,11.73333333,22.5,2.93
28.13333333,32.51666667,23.23333333,78.5,3.555,4.516666667,11.73333333,22.5,0.81
26.9,31.02,22.42,73.4,0,4.48,8.36,20.78,0.51
26.9,31.02,22.42,73.4,0,4.48,8.36,20.78,0.44
26.9,31.02,22.42,73.4,0,4.48,8.36,20.78,1.74
26.9,31.02,22.42,73.4,0,4.48,8.36,20.78,1.13
27.7,31,23.5,80,0,3.5,8.1,22.2,0.45
27.7,31,23.5,80,0,3.5,8.1,22.2,1.3
26.8,31,23,76,0,3.7,7,20.6,2.1
26.8,31,23,76,0,3.7,7,20.6,2.19
26.1,31,21.5,70,0,4.5,8.9,20.6,3.21
26.1,31,21.5,70,0,4.5,8.9,20.6,1.36
27,31,22.6,73,0,5.1,9.3,22.2,2.11
27,31,22.6,73,0,5.1,9.3,22.2,2.6
26.9,31.1,21.5,68,0,5.6,8.5,18.3,1.12
26.9,31.1,21.5,68,0,5.6,8.5,18.3,2.16
26.8,31.2,22.7,76,0,6.6,9.4,24.1,2.23
26.8,31.2,22.7,76,0,6.6,9.4,24.1,0.74
26.6,31,23.3,83,3.05,4.3,11.3,22.2,2.72
26.6,31,23.3,83,3.05,4.3,11.3,22.2,4.33
27,31.1,23.4,81,0,3.2,7.6,14.8,2.38
27,31.1,23.4,81,0,3.2,7.6,14.8,2.82
27.2,31.1,24,77,0,3.5,8.7,14.8,2.69
27.2,31.1,24,77,0,3.5,8.7,14.8,3.86
26.5,30.6,23,77,0,3.4,7.6,18.3,1.92
26.5,30.6,23,77,0,3.4,7.6,18.3,0.33
26.9,31.3,22.9,78,0,4.3,6.5,13,0.74
26.9,31.3,22.9,78,0,4.3,6.5,13,0.48
27.9,31,23.2,76,0,4.5,15.2,25.9,1.44
27.9,31,23.2,76,0,4.5,15.2,25.9,0.5
27.8,31.1,25.7,72,0,4.3,19.6,33.5,0.31
27.8,31.1,25.7,72,0,4.3,19.6,33.5,0.06
25.1,29.2,20.7,72,0,5.5,10.9,22.2,0.05
25.1,29.2,20.7,72,0,5.5,10.9,22.2,0.05
26.7,30,21,77,0,5.5,10.6,16.5,0
26.7,30,21,77,0,5.5,10.6,16.5,0.88
27.2,30.1,23.5,80,0.25,4.2,13.5,22.2,0
27.2,30.1,23.5,80,0.25,4.2,13.5,22.2,0.2
25.9,30,23,81,0,3.7,8.5,81.3,0.16
25.9,30,23,81,0,3.7,8.5,81.3,1.18
25.9,30.4,21.4,78,0,4,6.3,14.8,1.16
25.9,30.4,21.4,78,0,4,6.3,14.8,1.12
26.5,30.2,21,77,0,4.2,8.3,18.3,1.25
26.5,30.2,21,77,0,4.2,8.3,18.3,1.13
24.5,28.4,20,68,0,4.7,10,22.2,1.04
24.5,28.4,20,68,0,4.7,10,22.2,1.14
23.8,28.3,17.8,67,0,4.8,10,22.2,0.93
23.8,28.3,17.8,67,0,4.8,10,22.2,0
24.4,29,19.3,71,0,4.8,7.8,22.2,0
24.4,29,19.3,71,0,4.8,7.8,22.2,0.05
24.4,30,19.2,73,0,3.2,9.3,18.3,0.2
24.4,30,19.2,73,0,3.2,9.3,18.3,0
24.9,30.4,20.6,76,0,4.2,7.4,20.6,0
24.9,30.4,20.6,76,0,4.2,7.4,20.6,0
24.8,30.6,20,74,0,3.4,8.1,24.1,0
24.8,30.6,20,74,0,3.4,8.1,24.1,0.05
24.7,30.6,18.2,70,0,4,8.5,16.5,0
24.7,30.6,18.2,70,0,4,8.5,16.5,0
24.9,29.8,20.3,71,0,4.3,8.3,20.6,0
24.9,29.8,20.3,71,0,4.3,8.3,20.6,0.42
24.9,30,20.5,69,0,3.7,8.1,18.3,0.05
24.9,30,20.5,69,0,3.7,8.1,18.3,2.44
24.7,29.5,19.4,77,0,3.5,9.8,22.2,0
24.7,29.5,19.4,77,0,3.5,9.8,22.2,4.11
24.6,30.8,20,72,0,4.7,10,22.2,0.09
24.6,30.8,20,72,0,4.7,10,22.2,2.74
24.6,29.3,19.3,76,0,4,8,18.3,3
24.6,29.3,19.3,76,0,4,8,18.3,3.44
24.4,29.1,20.1,74,0,3.7,7.8,18.3,2.64
24.4,29.1,20.1,74,0,3.7,7.8,18.3,1.26
27.5,31,21.8,78,0,4.8,12.8,22.2,0.94
27.5,31,21.8,78,0,4.8,12.8,22.2,0.27
27.7,31,23.7,74,0,5.6,13.1,22.2,0.77
27.7,31,23.7,74,0,5.6,13.1,22.2,0.47
27.2,30.4,22.3,74,0,6.6,13.7,27.8,5.14
27.2,30.4,22.3,74,0,6.6,13.7,27.8,5.32
25.8,30,21.1,70,0,4.7,12.8,25.9,3.24
25.8,30,21.1,70,0,4.7,12.8,25.9,0.45
25.8,30,20.2,70,0,4.7,10.6,18.3,0
25.8,30,20.2,70,0,4.7,10.6,18.3,0.63
26.3,31,21.2,71,0,4.8,11.3,24.1,0.91
26.3,31,21.2,71,0,4.8,11.3,24.1,1.16
27.3,31,21.9,70,0,5.6,13.3,20.6,0.06
27.3,31,21.9,70,0,5.6,13.3,20.6,0.05
27.4,31.1,21.7,76,0,4.7,9.4,18.3,0.59
27.4,31.1,21.7,76,0,4.7,9.4,18.3,0
28.1,32,22.2,77,0,4.5,10.6,18.3,0.32
28.1,32,22.2,77,0,4.5,10.6,18.3,0
28.6,32,24.4,78,0,5.3,11.9,20.6,0.05
28.6,32,24.4,78,0,5.3,11.9,20.6,0.11
27.1,31,22.9,69,0,5.1,11.7,24.1,0
27.1,31,22.9,69,0,5.1,11.7,24.1,0.06
27.5,32,23.1,75,0,5.3,10.4,20.6,0
27.5,32,23.1,75,0,5.3,10.4,20.6,0
28.3,33,22.8,68,0,5.6,9.3,18.3,0
28.3,33,22.8,68,0,5.6,9.3,18.3,0.1
29.2,33.6,25,77,0,5.6,11.9,22.2,0
29.2,33.6,25,77,0,5.6,11.9,22.2,0
28.6,32.5,24.6,72,0,6.4,10.6,18.3,0
28.6,32.5,24.6,72,0,6.4,10.6,18.3,0
27.9,32.2,23.6,72,0,5.5,9.3,22.2,0
27.9,32.2,23.6,72,0,5.5,9.3,22.2,0
27.9,33.5,21.5,69,0,5.3,11.5,22.2,3.34
27.9,33.5,21.5,69,0,5.3,11.5,22.2,3.43
28.4,34,22.1,73,0,5.6,14.1,22.2,3.71
28.4,34,22.1,73,0,5.6,14.1,22.2,3.66
29.4,34,24.4,74,0,5.8,14.4,25.9,3.81
29.4,34,24.4,74,0,5.8,14.4,25.9,4.19
29.4,33.1,25.4,74,0,5.8,14.1,24.1,4.63
29.4,33.1,25.4,74,0,5.8,14.1,24.1,5
29.1,33,24,67,0,6.3,12,20.6,3.66
29.1,33,24,67,0,6.3,12,20.6,3.03
28.9,33.1,24,72,0,5.6,10.9,22.2,2.77
28.9,33.1,24,72,0,5.6,10.9,22.2,0.71
31.1,37,26.2,70,0,6.3,15.9,24.1,2.48
31.1,37,26.2,70,0,6.3,15.9,24.1,0.37
30.7,36.9,26.9,76,0,6,15.7,25.9,0.28
30.7,36.9,26.9,76,0,6,15.7,25.9,0.25
30.1,34.1,27,77,0,6.3,13.9,24.1,0.21
30.1,34.1,27,77,0,6.3,13.9,24.1,0.16
29,35.8,23.4,66,0,4.8,8.7,18.3,0.09
29,35.8,23.4,66,0,4.8,8.7,18.3,0.05
29.7,36,23.3,57,0,5.5,9.6,18.3,0.2
29.7,36,23.3,57,0,5.5,9.6,18.3,0.12
29.6,35.5,22.9,58,0,5.6,9.4,18.3,0.29
29.6,35.5,22.9,58,0,5.6,9.4,18.3,0.06
29.4,34,23.6,70,0,6.3,13.1,25.9,0.17
29.4,34,23.6,70,0,6.3,13.1,25.9,0.06
29.7,34,24.3,70,0,6,13.9,25.9,0
29.7,34,24.3,70,0,6,13.9,25.9,0.81
29.7,34.6,24,68,0,6.3,14.3,25.9,0.96
29.7,34.6,24,68,0,6.3,14.3,25.9,3.18
30,35.9,24.1,72,0,5.8,10.9,20.6,2.82
30,35.9,24.1,72,0,5.8,10.9,20.6,0
30.2,36,25,63,0,6.4,12.6,25.9,0
30.2,36,25,63,0,6.4,12.6,25.9,0.06
29.7,36.1,23.5,68,0,5.6,11.1,24.1,0.15
29.7,36.1,23.5,68,0,5.6,11.1,24.1,0.09
31.8,39,25.8,64,0,6.3,14.6,24.1,0.29
31.8,39,25.8,64,0,6.3,14.6,24.1,0.13
31.2,39.2,25.4,67,0,6,16.7,24.1,0.08
31.2,39.2,25.4,67,0,6,16.7,24.1,0.03
30.8,38.1,26,70,0,6.6,13.7,24.1,0.05
30.8,38.1,26,70,0,6.6,13.7,24.1,0.07
30.8,36.1,25.3,68,0,6.6,13.3,27.8,0.06
30.8,36.1,25.3,68,0,6.6,13.3,27.8,0.07
31.3,37.2,25.2,66,0,6.4,16.5,22.2,0.54
31.3,37.2,25.2,66,0,6.4,16.5,22.2,0.43
31.6,37,26.6,70,0,5.6,14.1,25.9,0.39
31.6,37,26.6,70,0,5.6,14.1,25.9,0.31
31.8,37,27.4,71,0,5.6,13.3,24.1,0.45
31.8,37,27.4,71,0,5.6,13.3,24.1,0.39
31.7,37.1,26.5,67,0,5.8,13.3,25.9,1.15
31.7,37.1,26.5,67,0,5.8,13.3,25.9,1.81
31.3,37.4,25.8,68,0,6.6,12.6,22.2,2.75
31.3,37.4,25.8,68,0,6.6,12.6,22.2,0.59
31.3,38,25.4,65,0,6,13,22.2,0.97
31.3,38,25.4,65,0,6,13,22.2,1.08
32.4,37,27.3,69,0,6.6,13,24.1,1.62
32.4,37,27.3,69,0,6.6,13,24.1,1.05
32.6,36.7,28.2,68,0,6.8,14.4,27.8,3.29
32.6,36.7,28.2,68,0,6.8,14.4,27.8,2.9
32.9,38,28.6,65,0,6.6,14.1,25.9,0.65
32.9,38,28.6,65,0,6.6,14.1,25.9,0.53
31.6,36.1,27,67,0,6.1,10.2,20.6,0.81
31.6,36.1,27,67,0,6.1,10.2,20.6,1.3
32.2,38,26.4,69,0,6.1,11.5,22.2,1.43
32.2,38,26.4,69,0,6.1,11.5,22.2,0.97
32.3,37.6,27,68,0,6,14.1,24.1,0.37
32.3,37.6,27,68,0,6,14.1,24.1,0.3
32.7,38,29.6,60,0,5,11.9,42.4,1.6
32.7,38,29.6,60,0,5,11.9,42.4,1.08
34.7,43,28.2,52,0,5.8,15,24.1,0.47
34.7,43,28.2,52,0,5.8,15,24.1,2.82
34.7,42,28.5,51,0,6.4,16.7,25.9,2.24
34.7,42,28.5,51,0,6.4,16.7,25.9,1.22
34,42,28.2,56,0,5.8,15.6,24.1,1.26
34,42,28.2,56,0,5.8,15.6,24.1,1.38
33.6,42,28.4,52,0,5.8,14.6,24.1,3.05
33.6,42,28.4,52,0,5.8,14.6,24.1,2.99
34.3,42,26.9,55,0,6.4,15.4,24.1,3.69
34.3,42,26.9,55,0,6.4,15.4,24.1,0.78
32.8,39,27.6,69,0,6.4,15.4,24.1,0.89
32.8,39,27.6,69,0,6.4,15.4,24.1,0.79
32.8,39.2,28,72,0,6.1,14.3,22.2,1.61
32.8,39.2,28,72,0,6.1,14.3,22.2,1.17
33,39,28.6,70,0,6.3,15.4,24.1,0.2
33,39,28.6,70,0,6.3,15.4,24.1,0.54
33,39,28.6,70,0,6.3,15.4,24.1,0.51
33,39,28.6,70,0,6.3,15.4,24.1,0.22
33,39,28.6,70,0,6.3,15.4,24.1,0
33,39,28.6,70,0,6.3,15.4,24.1,0.31
33.05,38.9,27.9,65,0,6.5,17.9,25.95,1.79
33.05,38.9,27.9,65,0,6.5,17.9,25.95,1.48
33.1,39,27.8,63,0,6.6,16.5,27.8,3.61
33.1,39,27.8,63,0,6.6,16.5,27.8,0.98
33,38.8,28,67,0,6.4,19.3,24.1,1.54
33,38.8,28,67,0,6.4,19.3,24.1,0.29
32.9,38.6,28.5,70,0,6.1,15.2,25.9,1
32.9,38.6,28.5,70,0,6.1,15.2,25.9,2
34.2,41,28.6,65,0,6.1,14.6,22.2,4.55
34.2,41,28.6,65,0,6.1,14.6,22.2,3.21
33.8,40.1,29.1,65,0,6.3,15.9,22.2,2.38
33.8,40.1,29.1,65,0,6.3,15.9,22.2,1.12
32.8,39.6,28.6,73,0,5.8,16.1,24.1,0.43
32.8,39.6,28.6,73,0,5.8,16.1,24.1,0.21
34.2,41,29,59,0,6.3,15.2,27.8,0.88
34.2,41,29,59,0,6.3,15.2,27.8,2.08
34.4,42,28.6,56,0,6.3,14.4,24.1,2.14
34.4,42,28.6,56,0,6.3,14.4,24.1,4.17
33.2,41.1,28.2,59,0,6.3,13,27.8,4.92
33.2,41.1,28.2,59,0,6.3,13,27.8,1.26
33.3,38.7,28.2,69,0,6.3,16.3,27.8,1.07
33.3,38.7,28.2,69,0,6.3,16.3,27.8,1.55
34,41,27.2,60,0,6.6,16.7,24.1,0.72
34,41,27.2,60,0,6.6,16.7,24.1,2.37
35.1,43,28.1,54,0,6.4,17.8,27.8,4.25
35.1,43,28.1,54,0,6.4,17.8,27.8,1.72
33.1,41.6,29,55,0,6.6,16.7,24.1,2.77
33.1,41.6,29,55,0,6.6,16.7,24.1,3.29
35.3,41,27.5,49,0,6.8,16.9,27.8,4.53
35.3,41,27.5,49,0,6.8,16.9,27.8,2.7
35.1,42,27.4,49,0,6.1,18.1,25.9,1.2
35.1,42,27.4,49,0,6.1,18.1,25.9,1.16
34.2,42,30.4,53,0,6,16.3,25.9,1.14
34.2,42,30.4,53,0,6,16.3,25.9,0.68
32.8,41.1,26,62,28.96,5.8,11.3,27.8,0.93
32.8,41.1,26,62,28.96,5.8,11.3,27.8,2.27
32.7,41,26.6,60,0,6.1,10.7,16.5,1.75
32.7,41,26.6,60,0,6.1,10.7,16.5,1.53
31.8,36.5,24.1,67,5.08,5.8,11.3,22.2,2.11
31.8,36.5,24.1,67,5.08,5.8,11.3,22.2,5.53
30.2,37,25,71,0,5,10,18.3,3.66
30.2,37,25,71,0,5,10,18.3,3.9
31.8,38,22.5,69,20.07,5.3,12.6,25.9,3.84
31.8,38,22.5,69,20.07,5.3,12.6,25.9,3.93
33.7,38,29.3,53,0,6,16.9,25.9,5.62
33.7,38,29.3,53,0,6,16.9,25.9,1.49
33.3,38.1,29.2,57,10.035,6,15.2,24.1,0.11
33.3,38.1,29.2,57,10.035,6,15.2,24.1,0.04
33.3,39,27.8,58,0,6.6,16.7,24.1,0.16
33.3,39,27.8,58,0,6.6,16.7,24.1,0.45
34.1,40,29,49,0,6.1,15.4,22.2,0.68
34.1,40,29,49,0,6.1,15.4,22.2,1.51
34,40.2,28.8,51,0,6.6,16.1,25.9,0.86
34,40.2,28.8,51,0,6.6,16.1,25.9,1.96
32.4,39.6,26.6,58,8.51,5.3,16.9,24.1,3.94
32.4,39.6,26.6,58,8.51,5.3,16.9,24.1,2.1
31.2,37.6,25.3,65,17.02,6.6,14.4,27.8,4.15
31.2,37.6,25.3,65,17.02,6.6,14.4,27.8,4.26
30.5,36,26,68,0,6,13.1,22.2,2.64
30.5,36,26,68,0,6,13.1,22.2,2.33
30.5,39,25,69,0,6,13.7,27.8,2.4
30.5,39,25,69,0,6,13.7,27.8,1.83
30.2,37.1,26.3,72,0,5.8,13.7,22.2,2.56
30.2,37.1,26.3,72,0,5.8,13.7,22.2,1.12
31.3,37,25.4,71,1.02,6.3,12.8,22.2,2.42
31.3,37,25.4,71,1.02,6.3,12.8,22.2,1.8
31.2,36,26.2,67,53.47,6.3,12.8,22.2,1.38
31.2,36,26.2,67,53.47,6.3,12.8,22.2,1.42
29,36.1,24,82,77.98,5.1,13.5,27.8,0.77
29,36.1,24,82,77.98,5.1,13.5,27.8,1.96
29.7,33.1,23.2,72,28.96,5.5,13,24.1,2.57
29.7,33.1,23.2,72,28.96,5.5,13,24.1,3.03
31,35,26.6,67,0,6.1,13.1,24.1,4.65
31,35,26.6,67,0,6.1,13.1,24.1,28.03
32.6,37,26.1,64,0,6.6,16.1,24.1,3.62
32.6,37,26.1,64,0,6.6,16.1,24.1,8.64
31.7,36.4,26.5,69,0,6.4,13.3,22.2,5
31.7,36.4,26.5,69,0,6.4,13.3,22.2,2.05
31.3,34.6,26.2,70,0,5.8,13.7,27.8,0.39
31.3,34.6,26.2,70,0,5.8,13.7,27.8,1.9
32.2,36,26.4,65,0,6.3,13.9,25.9,0.96
32.2,36,26.4,65,0,6.3,13.9,25.9,1.11
31.9,35,27,62,0,6.1,16.9,27.8,0.99
31.9,35,27,62,0,6.1,16.9,27.8,0.56
32.8,37,27.6,58,5.97,5.6,15,25.9,1.05
32.8,37,27.6,58,5.97,5.6,15,25.9,0.44
33.1,37,26.6,55,0,6.4,14.8,25.9,0.63
33.1,37,26.6,55,0,6.4,14.8,25.9,1.3
31.9,38,27,67,11.94,5.8,14.3,22.2,0.45
31.9,38,27,67,11.94,5.8,14.3,22.2,0.1
30.9,38,25.8,73,1.02,5.6,11.5,22.2,0.08
30.9,38,25.8,73,1.02,5.6,11.5,22.2,0
31.6,37.2,24.8,71,1.02,6.1,13.9,22.2,0.9
31.6,37.2,24.8,71,1.02,6.1,13.9,22.2,0.73
31.2,37,25,74,26.92,6.8,12.6,24.1,0.56
31.2,37,25,74,26.92,6.8,12.6,24.1,0.74
30.8,35,25,77,28.96,6.3,12.8,27.8,0.66
30.8,35,25,77,28.96,6.3,12.8,27.8,0.5
30.9,35,25.4,75,8.89,5.5,14.4,24.1,0.48
30.9,35,25.4,75,8.89,5.5,14.4,24.1,0.19
31.4,35,24.5,69,8.89,6.6,15.6,27.8,0.08
31.4,35,24.5,69,8.89,6.6,15.6,27.8,0.86
31.9,36,26.8,66,0,7.2,16.1,24.1,0.29
31.9,36,26.8,66,0,7.2,16.1,24.1,0.09
32,36,27,66,0,7.2,15.9,22.2,0.52
32,36,27,66,0,7.2,15.9,22.2,0.22
30.6,35.6,24,74,0,5.5,11.1,18.3,0.04
30.6,35.6,24,74,0,5.5,11.1,18.3,0.91
30.5,33,25,73,4.06,6.1,8.5,14.8,0.13
30.5,33,25,73,4.06,6.1,8.5,14.8,0.82
30.1,34,24.6,76,0,6.1,10.7,25.9,3.84
30.1,34,24.6,76,0,6.1,10.7,25.9,1.8
29.5,34,23.8,78,17.02,6.1,10.9,37,0.65
29.5,34,23.8,78,17.02,6.1,10.9,37,2.9
31.7,37,26.6,59,0,6.3,10.4,27.8,5.87
31.7,37,26.6,59,0,6.3,10.4,27.8,3.64
32,37,27.6,57,0,6.6,12.6,25.9,2.74
32,37,27.6,57,0,6.6,12.6,25.9,1.94
31.4,36.4,27.2,62,0,6.6,10.9,22.2,1.45
31.4,36.4,27.2,62,0,6.6,10.9,22.2,3.13
29,34.6,24.4,73,5.08,6.3,11.7,22.2,3.11
29,34.6,24.4,73,5.08,6.3,11.7,22.2,2.62
29.6,35,24.4,72,0,6.6,12.2,22.2,3.05
29.6,35,24.4,72,0,6.6,12.2,22.2,2.56
29.7,35.2,25.6,72,3.05,6.3,14.6,33.5,2.57
29.7,35.2,25.6,72,3.05,6.3,14.6,33.5,3.77
27.3,31.2,22.2,89,95,4.7,5,16.5,7.07
27.3,31.2,22.2,89,95,4.7,5,16.5,3.21
28.6,32,25.2,83,3.05,4.8,6.1,13,0.89
28.6,32,25.2,83,3.05,4.8,6.1,13,3.31
28.3,32,25.2,83,0,5.3,3.7,14.8,1.68
28.3,32,25.2,83,0,5.3,3.7,14.8,1.45
27.7,33.1,24,84,10.92,5.3,14.4,24.1,1.55
27.7,33.1,24,84,10.92,5.3,14.4,24.1,4.26
28.8,32.6,23.2,80,23.88,6.4,11.9,20.6,1.14
28.8,32.6,23.2,80,23.88,6.4,11.9,20.6,1.11
29.3,32.4,25.2,78,0,6.3,8.7,20.6,1.01
29.3,32.4,25.2,78,0,6.3,8.7,20.6,1.71
29.7,34,24.9,75,0,6.1,9.6,16.5,0.12
29.7,34,24.9,75,0,6.1,9.6,16.5,0.25
30.3,34.6,25.7,75,0,5.1,10.2,20.6,0.48
30.3,34.6,25.7,75,0,5.1,10.2,20.6,0.29
30,34.1,25.6,74,0,6.1,10.9,22.2,0.34
30,34.1,25.6,74,0,6.1,10.9,22.2,0.13
30.3,35,25.6,72,0,6,10.2,18.3,0.16
30.3,35,25.6,72,0,6,10.2,18.3,0.05
30,34.2,26.1,73,0,6,9.4,18.3,0
30,34.2,26.1,73,0,6,9.4,18.3,0.08
29.9,34,25.6,73,0,5.8,10.2,18.3,0.06
29.9,34,25.6,73,0,5.8,10.2,18.3,0.06
30.2,34.2,26.6,73,3.935,6,9.3,22.2,0.09
30.2,34.2,26.6,73,3.935,6,9.3,22.2,0.18
29.8,34,26,76,0,5.5,12,22.2,0.08
29.8,34,26,76,0,5.5,12,22.2,0.04
29.1,33.9,25,80,7.87,4.5,10.6,18.3,0.08
29.1,33.9,25,80,7.87,4.5,10.6,18.3,0.05
27.3,31.5,24.6,89,2.03,4.5,5.9,24.1,0.04
27.3,31.5,24.6,89,2.03,4.5,5.9,24.1,0.63
26.8,30.6,24,92,3.05,3.9,4.1,18.3,0.12
26.8,30.6,24,92,3.05,3.9,4.1,18.3,0.06
25.9,29.9,23.4,95,65.02,3.4,5.4,13,0.11
25.9,29.9,23.4,95,65.02,3.4,5.4,13,0.07
27.8,31,24,84,0,4.5,5.9,20.6,0.07
27.8,31,24,84,0,4.5,5.9,20.6,0.03
27.7,31.2,23.4,86,25.91,3.9,6.1,18.3,0.14
27.7,31.2,23.4,86,25.91,3.9,6.1,18.3,0.14
28.7,32.4,24.8,80,0,4.2,6.9,20.6,0.04
28.7,32.4,24.8,80,0,4.2,6.9,20.6,0.2
27.3,30,23.6,85,17.02,5.6,5,16.5,0.71
27.3,30,23.6,85,17.02,5.6,5,16.5,0.75
28.6,33,23.5,79,0.25,5.8,6.5,18.3,0.75
