T,TM,Tm,H,PP,VV,V,VM,NO
25.3,29.3,22.8,91,2.03,4.5,4.1,9.4,14.3
25.3,29.3,22.8,91,2.03,4.5,4.1,9.4,9.68
25.8,29,22.2,86,0,5.3,6.9,11.1,8.99
25.8,29,22.2,86,0,5.3,6.9,11.1,8.67
27.1,30.5,22.1,82,0,5.1,5.2,13,8.46
27.1,30.5,22.1,82,0,5.1,5.2,13,9.47
27.4,31,23,80,0,5.5,7.2,14.8,10.23
27.4,31,23,80,0,5.5,7.2,14.8,10.37
27.8,32,23.2,79,0,5.1,6.5,9.4,11.11
27.8,32,23.2,79,0,5.1,6.5,9.4,11.1
25.7,29.1,22.1,87,0,5.1,9.1,14.8,8.73
25.7,29.1,22.1,87,0,5.1,9.1,14.8,8.24
26.6,30,22.8,84,0,5.3,7.2,14.8,8.74
26.6,30,22.8,84,0,5.3,7.2,14.8,8.11
27.2,30.5,22.5,81,0,5,5.9,11.1,9.94
27.2,30.5,22.5,81,0,5,5.9,11.1,10.67
27.6,31.2,21.1,79,0,5.1,4.8,9.4,9.19
27.6,31.2,21.1,79,0,5.1,4.8,9.4,8.09
27.3,32.6,20.7,72,0,4.7,3.5,7.6,8.75
27.3,32.6,20.7,72,0,4.7,3.5,7.6,10.08
26.7,32.2,22.8,76,0,3.7,2.6,9.4,8.75
26.7,32.2,22.8,76,0,3.7,2.6,9.4,10.9
26.6,31.4,20.9,75,0,3.7,4.6,11.1,13.05
26.6,31.4,20.9,75,0,3.7,4.6,11.1,12.77
25.2,30.8,17.6,71,0,5.5,6.9,13,4.8
25.2,30.8,17.6,71,0,5.5,6.9,13,2.88
25.2,29.7,20.6,76,0,4,5.9,11.1,2.81
25.2,29.7,20.6,76,0,4,5.9,11.1,6.4
25.4,29.5,20.4,78,0,4,4.1,11.1,10.46
25.4,29.5,20.4,78,0,4,4.1,11.1,11.5
26.7,31.7,20.2,69,0,4.3,4.3,9.4,11.41
26.7,31.7,20.2,69,0,4.3,4.3,9.4,10.09
25.4,31.4,21.6,78,0,3.9,6.1,11.1,10
25.4,31.4,21.6,78,0,3.9,6.1,11.1,11.39
24.9,29.4,20.6,77,0,4,6.1,11.1,16.57
24.9,29.4,20.6,77,0,4,6.1,11.1,16.44
24.4,29.4,17.6,76,0,3.5,7,13,16.82
24.4,29.4,17.6,76,0,3.5,7,13,14.41
23.3,29.5,17.8,76,0,3.7,5.9,11.1,11.61
23.3,29.5,17.8,76,0,3.7,5.9,11.1,12.15
24.3,29,18.4,71,0,4,6.5,16.5,15.2
24.3,29,18.4,71,0,4,6.5,16.5,15.5
25.2,30.2,20.9,80,0,4.3,7.6,13,13.41
25.2,30.2,20.9,80,0,4.3,7.6,13,10.81
23.8,29.2,20,86,0,3.9,8.1,18.3,11.29
23.8,29.2,20,86,0,3.9,8.1,18.3,11.47
23.4,26.8,19.7,89,4.06,3.9,3.3,9.4,12.03
23.4,26.8,19.7,89,4.06,3.9,3.3,9.4,11.42
22.9,27,16,75,0,4,5.2,55.4,10.06
22.9,27,16,75,0,4,5.2,55.4,13.62
23.6,27.6,18,79,0,3.9,4.6,11.1,12.81
23.6,27.6,18,79,0,3.9,4.6,11.1,11.81
23.9,27.5,19.7,79,0,4.3,5,14.8,11.16
23.9,27.5,19.7,79,0,4.3,5,14.8,11.99
25.2,30,18.7,69,0,4.8,5.2,13,14.13
25.2,30,18.7,69,0,4.8,5.2,13,27.33
24.9,30,20,76,0,4.7,7.8,14.8,28.85
24.9,30,20,76,0,4.7,7.8,14.8,17.31
24.8,29,19.2,71,0,4.8,8,18.3,18.42
24.8,29,19.2,71,0,4.8,8,18.3,13
23.3,28,18,76,0,3.9,3.5,9.4,12.41
23.3,28,18,76,0,3.9,3.5,9.4,10.85
23.2,28.3,16,73,0,3.9,3.3,9.4,10
23.2,28.3,16,73,0,3.9,3.3,9.4,10.68
23.7,29,17,74,0,4,4.3,14.8,9.89
23.7,29,17,74,0,4,4.3,14.8,9.62
24.7,29,19.4,74,0,4.3,8.5,13,10.13
24.7,29,19.4,74,0,4.3,8.5,13,12.79
24.5,29.2,20.6,78,0,4.2,7.4,11.1,9.06
24.5,29.2,20.6,78,0,4.2,7.4,11.1,4.75
24.5,28.2,18.8,77,0,4.3,4.8,11.1,3.45
24.5,28.2,18.8,77,0,4.3,4.8,11.1,4.18
22.1,27.5,18.8,86,0,3.5,9.3,14.8,4.74
22.1,27.5,18.8,86,0,3.5,9.3,14.8,3.4
24.1,28,20,81,0.76,4.2,8.5,14.8,10.5
24.1,28,20,81,0.76,4.2,8.5,14.8,11.81
24.4,30,20.4,81,0.51,3.4,8,18.3,9.46
24.4,30,20.4,81,0.51,3.4,8,18.3,11
24.4,29.2,19.9,81,37.08,3.9,6.9,11.1,9.05
24.4,29.2,19.9,81,37.08,3.9,6.9,11.1,10.27
24.3,28,19.5,84,0,4.2,8.5,13,9.91
24.3,28,19.5,84,0,4.2,8.5,13,9.77
25.1,29,20.9,76,0,4.5,6.7,14.8,10.01
25.1,29,20.9,76,0,4.5,6.7,14.8,9.16
23.7,29.9,19.2,81,0,4.5,4.8,13,10.07
23.7,29.9,19.2,81,0,4.5,4.8,13,10.48
24.8,31,14,54,0,4.7,3.5,13,10.8
24.8,31,14,54,0,4.7,3.5,13,10.63
24.3,32,16,67,0,4.2,6.1,14.8,11.32
24.3,32,16,67,0,4.2,6.1,14.8,9.2
23.9,30.7,17.9,65,0,4.5,8.9,16.5,7.05
23.9,30.7,17.9,65,0,4.5,8.9,16.5,8.88
25.8,32,19.7,70,0,4.8,7.2,14.8,9.58
25.8,32,19.7,70,0,4.8,7.2,14.8,8
25.7,31.7,20,70,0,4.8,8.5,13,7.76
25.7,31.7,20,70,0,4.8,8.5,13,7.76
25.4,30.6,20.1,65,0,5.1,9.1,16.5,7.92
25.4,30.6,20.1,65,0,5.1,9.1,16.5,7.7
25.6,31,17.6,63,0,4.8,4.3,13,3.67
25.6,31,17.6,63,0,4.8,4.3,13,2.85
26.1,32,18,58,0,4.7,3,5.4,3.05
26.1,32,18,58,0,4.7,3,5.4,5.47
26.8,33,17,54,0,5.1,5.7,11.1,3.72
26.8,33,17,54,0,5.1,5.7,11.1,3.48
25.3,31.4,18.3,68,0,4.7,9.1,14.8,3.8
25.3,31.4,18.3,68,0,4.7,9.1,14.8,3.78
26,32,19.4,69,0,4.8,9.6,14.8,5.19
26,32,19.4,69,0,4.8,9.6,14.8,6.26
25.2,31.7,20.7,73,0,4.8,9.3,13,20.04
25.2,31.7,20.7,73,0,4.8,9.3,13,16.92
25.4,31,19.4,70,0,4.5,8.9,14.8,23.69
25.4,31,19.4,70,0,4.5,8.9,14.8,9.39
27.1,34,20.4,63,0,5.1,11.1,20.6,10.56
27.1,34,20.4,63,0,5.1,11.1,20.6,5.55
24.9,32.6,20.2,79,1.015,4.5,9.3,16.5,6.95
24.9,32.6,20.2,79,1.015,4.5,9.3,16.5,5.4
21.1,29.2,19,88,4.06,4,9.3,16.5,5.55
21.1,29.2,19,88,4.06,4,9.3,16.5,5.58
24.3,30.6,17.3,53,0,5.1,5.6,14.8,6.43
24.3,30.6,17.3,53,0,5.1,5.6,14.8,6.99
25.4,32,15,47,0,5.1,3.5,14.8,7.75
25.4,32,15,47,0,5.1,3.5,14.8,7.86
26.8,33.2,16,47,0,4.8,4.3,13,8.29
26.8,33.2,16,47,0,4.8,4.3,13,7.57
26.5,33.2,16,54,0,5.1,7,13,7.51
26.5,33.2,16,54,0,5.1,7,13,6.92
26.1,32.6,19.4,64,0,5,11.7,16.5,6.91
26.1,32.6,19.4,64,0,5,11.7,16.5,6.85
25.6,31.5,19.6,56,0,5.3,11.1,16.5,6.72
25.6,31.5,19.6,56,0,5.3,11.1,16.5,7.68
27.6,34.7,20.8,59,0,5.3,8.7,14.8,7.11
27.6,34.7,20.8,59,0,5.3,8.7,14.8,5.11
26.3,33.4,21,55,0,5.1,8.3,16.5,5.72
26.3,33.4,21,55,0,5.1,8.3,16.5,8.06
26.6,31.8,19,42,0,5.8,7.8,13,6.32
26.6,31.8,19,42,0,5.8,7.8,13,4.34
26.6,32.8,20.2,65,8.89,4.8,7.4,14.8,6.48
26.6,32.8,20.2,65,8.89,4.8,7.4,14.8,5.47
28.2,33,21.2,59,0,5.1,6.9,16.5,5.48
28.2,33,21.2,59,0,5.1,6.9,16.5,5.31
28.8,34,21.7,59,0,5.1,5.9,13,5.26
28.8,34,21.7,59,0,5.1,5.9,13,6.13
27.8,34,23.4,71,0,4.7,10,18.3,7.1
27.8,34,23.4,71,0,4.7,10,18.3,6.66
27.6,34.1,23.1,76,0,4.5,10,16.5,6.12
27.6,34.1,23.1,76,0,4.5,10,16.5,5.74
27.1,32.2,21.8,71,0.51,4.7,8.1,16.5,6.46
27.1,32.2,21.8,71,0.51,4.7,8.1,16.5,6.83
29.3,37,21.7,60,0,5.3,10.2,20.6,6.68
29.3,37,21.7,60,0,5.3,10.2,20.6,4.88
27.4,35.9,21.7,69,0,5,6.9,13,5.65
27.4,35.9,21.7,69,0,5,6.9,13,5.97
28,34.4,21.8,61,0,5.1,9.6,16.5,7.65
28,34.4,21.8,61,0,5.1,9.6,16.5,7.64
27.5,36.2,21,65,0,4.5,6.3,14.8,6.29
27.5,36.2,21,65,0,4.5,6.3,14.8,5.05
29.6,36,20.3,57,13.97,5.3,6.5,13,5.23
29.6,36,20.3,57,13.97,5.3,6.5,13,5.32
29.7,36.2,22,55,0,5.3,6.3,16.5,4.95
29.7,36.2,22,55,0,5.3,6.3,16.5,5.11
30.3,35.1,22.8,53,0,5.3,10,16.5,4.82
30.3,35.1,22.8,53,0,5.3,10,16.5,4.6
29.8,35.2,22.9,53,0,5.3,8.5,20.6,8.9
29.8,35.2,22.9,53,0,5.3,8.5,20.6,8.17
32.6,37,22.9,37,0,6.9,9.3,18.3,7.23
32.6,37,22.9,37,0,6.9,9.3,18.3,4.76
31.7,37,23.7,45,0,6.4,7,14.8,5.38
31.7,37,23.7,45,0,6.4,7,14.8,4.86
31.7,37.3,26.2,46,0,4.8,3,9.4,5.54
31.7,37.3,26.2,46,0,4.8,3,9.4,7.56
32.9,39,24.1,45,0,6,4.1,11.1,7.27
32.9,39,24.1,45,0,6,4.1,11.1,6.01
30.8,39.4,26.4,48,0,5.3,4.8,9.4,7.09
30.8,39.4,26.4,48,0,5.3,4.8,9.4,7.54
32.1,38,24,46,0,4.8,6.7,11.1,5.99
32.1,38,24,46,0,4.8,6.7,11.1,5.26
31.6,38,24.1,43,0,6.9,5.4,11.1,5.45
31.6,38,24.1,43,0,6.9,5.4,11.1,5.84
29.7,38,23.2,57,0,5.1,8.5,25.9,5.49
29.7,38,23.2,57,0,5.1,8.5,25.9,5.89
32.9,38,24.2,35,0,6,4.8,11.1,5.66
32.9,38,24.2,35,0,6,4.8,11.1,7.31
32.9,39,24.6,32,0,6.4,4.1,13,5.78
32.9,39,24.6,32,0,6.4,4.1,13,6.08
33.4,39,23.8,31,0,6,5.2,13,5.72
33.4,39,23.8,31,0,6,5.2,13,6.71
31.2,38.6,26.2,51,0,5.5,8.5,22.2,7.2
31.2,38.6,26.2,51,0,5.5,8.5,22.2,7.13
32.3,38,25.6,48,0.25,6,4.3,13,5.71
32.3,38,25.6,48,0.25,6,4.3,13,6.38
33.4,40,24.7,44,0,5.5,5.7,13,5.79
33.4,40,24.7,44,0,5.5,5.7,13,3.96
34.2,39.7,26.4,42,0,5.5,11.3,22.2,2.63
34.2,39.7,26.4,42,0,5.5,11.3,22.2,2.94
16.2,20.7,10.5,69,0,1.6,10.2,20.6,10.43583333
16.2,20.7,10.5,69,0,1.6,10.2,20.6,10.43583333
14.6,20.7,13.6,95,2.03,1.3,7.8,20.6,10.43583333
14.6,20.7,13.6,95,2.03,1.3,7.8,20.6,10.43583333
15.1,18.4,12,95,0.51,1.1,2.2,7.6,10.43583333
15.1,18.4,12,95,0.51,1.1,2.2,7.6,24.97
15.5,26,8,64,0,1.6,4.8,13,10.55
15.5,26,8,64,0,1.6,4.8,13,10.29
14.7,25,6.6,62,0,1.8,5,13,10.17
14.7,25,6.6,62,0,1.8,5,13,9.64
15.3,26.3,6.6,60,0,1.4,4.3,13,32.81
15.3,26.3,6.6,60,0,1.4,4.3,13,4.466666667
14.5,23,6,69,0,1.3,10.2,14.8,4.466666667
14.5,23,6,69,0,1.3,10.2,14.8,4.466666667
13.9,22.6,9,80,0,1.1,7.6,13,4.32
13.9,22.6,9,80,0,1.1,7.6,13,4.56
13.4,22.3,7.8,80,0,1.1,5.2,9.4,4.52
13.4,22.3,7.8,80,0,1.1,5.2,9.4,4.69
15.6,23.9,7.4,53,0,2.1,6.9,11.1,4.67
15.6,23.9,7.4,53,0,2.1,6.9,11.1,9.59
14.6,23.9,8.9,59,0,2.4,14.6,20.6,6
14.6,23.9,8.9,59,0,2.4,14.6,20.6,0.98
15.1,21.7,10,79,0,1.3,14.6,22.2,0.99
15.1,21.7,10,79,0,1.3,14.6,22.2,1.71
13.3,20,9.7,91,0,1.4,8,11.1,2.1
13.3,20,9.7,91,0,1.4,8,11.1,1.48
13.5,18.4,10.2,92,0,1.6,5.7,11.1,1.36
13.5,18.4,10.2,92,0,1.6,5.7,11.1,0.44
13.4,19.8,8.7,69,0,2.1,5.2,13,1.418
13.4,19.8,8.7,69,0,2.1,5.2,13,6.66
15.6,24.9,6,46,0,2.7,5.9,13,6.77
15.6,24.9,6,46,0,2.7,5.9,13,9.85
17.3,24.9,10.3,52,0,3.4,14.6,20.6,13.17
17.3,24.9,10.3,52,0,3.4,14.6,20.6,13.4
18.4,24.2,13,59,0,3.2,14.4,20.6,13.91
18.4,24.2,13,59,0,3.2,14.4,20.6,13.21
17.6,24.2,12.7,66,0,2.6,7.4,16.5,13.15
17.6,24.2,12.7,66,0,2.6,7.4,16.5,10.58
18.6,24.3,11.8,46,0,3.1,13.7,24.1,6.13
18.6,24.3,11.8,46,0,3.1,13.7,24.1,6.9
18.8,25,14.5,55,2.03,2.6,12,20.6,3.73
18.8,25,14.5,55,2.03,2.6,12,20.6,10.48
18.7,25.6,13.4,50,0,3.2,8.3,14.8,7.78
18.7,25.6,13.4,50,0,3.2,8.3,14.8,9.45
20.2,29.2,10.4,39,0,2.7,7.2,18.3,7.41
20.2,29.2,10.4,39,0,2.7,7.2,18.3,8.78
23.1,31.8,14,35,0,3.2,12,27.8,8.78
23.1,31.8,14,35,0,3.2,12,27.8,18.28
21.9,31.8,13.5,43,0,2.3,7,13,12.44
21.9,31.8,13.5,43,0,2.3,7,13,13.76
24.2,32.7,16.6,43,0,2.7,7.8,14.8,10.94
24.2,32.7,16.6,43,0,2.7,7.8,14.8,7.92
24.6,33.2,16,40,0,2.9,6.9,14.8,7.4
24.6,33.2,16,40,0,2.9,6.9,14.8,7.84
25.1,33.2,16.5,38,0,3.1,6.5,14.8,7.5
25.1,33.2,16.5,38,0,3.1,6.5,14.8,9.21
23.6,30.8,16,27,0,3.7,12.2,25.9,6.38
23.6,30.8,16,27,0,3.7,12.2,25.9,2.96
20.4,27.1,15,16,0,3.4,8,14.8,2.83
20.4,27.1,15,16,0,3.4,8,14.8,2.7
20.8,28,13.3,24,0,3.5,9.3,16.5,2.51
20.8,28,13.3,24,0,3.5,9.3,16.5,2.61
16.5,27,14.8,97,7.11,2.3,13.3,22.2,2.55
16.5,27,14.8,97,7.11,2.3,13.3,22.2,2.68
18,24,13.4,80,24.89,3.2,8.3,14.8,2.61
18,24,13.4,80,24.89,3.2,8.3,14.8,2.536666667
18.1,24.3,13,53,0.25,3.1,5.9,16.5,2.536666667
18.1,24.3,13,53,0.25,3.1,5.9,16.5,2.536666667
22.3,30,16.4,50,0,3.1,10.9,20.6,2.49
22.3,30,16.4,50,0,3.1,10.9,20.6,2.42
22.1,29.6,16.5,36,0,3.7,9.6,18.3,2.7
22.1,29.6,16.5,36,0,3.7,9.6,18.3,2.84
19,29.2,13,28,0,4.2,10.4,18.3,2.75
19,29.2,13,28,0,4.2,10.4,18.3,2.62
23.1,31,18.4,54,0.255,2.9,11.1,18.3,2.58
23.1,31,18.4,54,0.255,2.9,11.1,18.3,2.42
17.4,31,15,91,1.02,1.9,13.7,38.9,4.54
17.4,31,15,91,1.02,1.9,13.7,38.9,4.4
17.1,21,14,97,36.07,1.9,15.7,22.2,4.24
17.1,21,14,97,36.07,1.9,15.7,22.2,4.34
23,30,14.8,47,0,3.1,5.6,9.4,4.53
23,30,14.8,47,0,3.1,5.6,9.4,4.36
25.2,32.4,15.6,39,0,3.4,8.5,13,4.73
25.2,32.4,15.6,39,0,3.4,8.5,13,4.51
26.8,33.9,19.3,40,0,3.2,7.4,14.8,4.96
26.8,33.9,19.3,40,0,3.2,7.4,14.8,4.93
30.8,37.2,24.2,29,0,3.4,10.6,16.5,4.85
30.8,37.2,24.2,29,0,3.4,10.6,16.5,4.7
29.2,36.9,23,38,0,2.7,10.4,27.8,4.39
29.2,36.9,23,38,0,2.7,10.4,27.8,4.35
29.5,37.8,21.6,36,0,3.2,5.9,14.8,4.3
29.5,37.8,21.6,36,0,3.2,5.9,14.8,4.48
25.7,34,19.2,56,0,2.9,8,18.3,5.1
25.7,34,19.2,56,0,2.9,8,18.3,4.67
28.5,36.1,20.4,36,0,2.9,8,14.8,4.5
28.5,36.1,20.4,36,0,2.9,8,14.8,4.4
29,36.4,21.6,40,0,2.6,8.3,22.2,4.89
29,36.4,21.6,40,0,2.6,8.3,22.2,6.44
26.8,36.4,17.5,46,1.7775,2.7,13.9,25.9,7.94
26.8,36.4,17.5,46,1.7775,2.7,13.9,25.9,12
25.4,33,18.6,51,7.11,3.2,8.3,20.6,11.91
25.4,33,18.6,51,7.11,3.2,8.3,20.6,12.12
27.7,34.3,20.4,32,0,3.4,7.2,13,11.7
27.7,34.3,20.4,32,0,3.4,7.2,13,11.56
27.2,35.6,18.8,32,0,3.4,6.5,16.5,13.506
27.2,35.6,18.8,32,0,3.4,6.5,16.5,14.64
24.2,30.2,19.6,57,0,3.1,15.4,25.9,17.51
24.2,30.2,19.6,57,0,3.1,15.4,25.9,19.56
25.9,31,20.3,53,0,3.4,13.3,25.9,18.29
25.9,31,20.3,53,0,3.4,13.3,25.9,20.64
27.4,32.7,20.2,48,0,3.2,11.1,18.3,14.39
27.4,32.7,20.2,48,0,3.2,11.1,18.3,15.92
33.1,42.4,25,27,0,2.7,5.6,13,17.84
33.1,42.4,25,27,0,2.7,5.6,13,12.37
34.4,42.4,26.9,15,0,3.1,13.9,31.7,13.94
34.4,42.4,26.9,15,0,3.1,13.9,31.7,12.2
33.1,41.8,26,17,0,3.2,8.7,18.3,11.93
33.1,41.8,26,17,0,3.2,8.7,18.3,12.03
33.1,41.8,25,19,0,3.5,14.1,24.1,12.21
33.1,41.8,25,19,0,3.5,14.1,24.1,15.94
31.2,41.8,24.3,37,0,3.4,15.2,24.1,14.68
31.2,41.8,24.3,37,0,3.4,15.2,24.1,17.1
33.8,42,25.4,26,0,3.5,10.9,20.6,18.42
33.8,42,25.4,26,0,3.5,10.9,20.6,31.78
32.8,43.6,25.2,18,0,3.2,9.4,18.3,29.19
32.8,43.6,25.2,18,0,3.2,9.4,18.3,24.83
33.3,40.2,25.6,18,0,2.9,8.7,16.5,8.81
33.3,40.2,25.6,18,0,2.9,8.7,16.5,7.61
34,41.4,22.4,15,0,3.1,9.3,14.8,17.01
34,41.4,22.4,15,0,3.1,9.3,14.8,18.92
35.8,43.7,24.2,12,0,3.2,13.5,20.6,15.55
35.8,43.7,24.2,12,0,3.2,13.5,20.6,8.88
34.6,43.6,28.2,15,0,3.1,13.1,35.2,12.75
34.6,43.6,28.2,15,0,3.1,13.1,35.2,31.07
33.3,42.4,28,16,0,3.2,11.7,25.9,15.9
33.3,42.4,28,16,0,3.2,11.7,25.9,30.54
32.4,39.3,26.6,32,2.03,3.7,10.6,22.2,32.02
32.4,39.3,26.6,32,2.03,3.7,10.6,22.2,16.66
30.7,39.3,25,36,0,3.5,7,27.8,6
30.7,39.3,25,36,0,3.5,7,27.8,37.92
32.8,39,24.4,28,0,3.7,9.6,22.2,100.51
32.8,39,24.4,28,0,3.7,9.6,22.2,56.51
33.3,45.9,27,32,0,3.1,15.6,53.5,15.68
33.3,45.9,27,32,0,3.1,15.6,53.5,7.6
32.8,45.2,26.6,37,0,2.3,8.3,18.3,32.94
32.8,45.2,26.6,37,0,2.3,8.3,18.3,51.23
34.3,44,28,27,0,3.2,10.7,27.8,53.88
34.3,44,28,27,0,3.2,10.7,27.8,45.38
37.9,44.5,31.2,21,0,4,20.6,31.7,56.12
37.9,44.5,31.2,21,0,4,20.6,31.7,32.53
36.6,44.7,28,18,0,3.7,15.7,29.4,26.3
36.6,44.7,28,18,0,3.7,15.7,29.4,37.51
36.6,44.8,26.5,8,0,3.7,9.4,20.6,39.3
36.6,44.8,26.5,8,0,3.7,9.4,20.6,8.64
36.4,44,29,18,0,2.6,10.6,25.9,3.33
36.4,44,29,18,0,2.6,10.6,25.9,2.44
33.3,44,26,25,0,2.9,16.9,37,2.46
33.3,44,26,25,0,2.9,16.9,37,2.39
33.4,41.8,23.4,27,0.51,3.7,10.4,16.5,2.52
33.4,41.8,23.4,27,0.51,3.7,10.4,16.5,2.88
30.1,40.4,23,39,0,3.5,11.1,25.9,4.38
30.1,40.4,23,39,0,3.5,11.1,25.9,10.86
36.8,44,27.5,19,0,3.5,9.4,22.2,30.6
36.8,44,27.5,19,0,3.5,9.4,22.2,57.13
38.3,46,29.6,16,0,3.5,12.2,25.9,38.44
38.3,46,29.6,16,0,3.5,12.2,25.9,72.8
32.8,46,30,37,0,3.7,16.3,24.1,65.54
32.8,46,30,37,0,3.7,16.3,24.1,80.68
31.8,41.2,25,50,0,3.1,13.1,24.1,57.83
31.8,41.2,25,50,0,3.1,13.1,24.1,38.97
28.3,41.2,24.6,71,10.92,2.7,9.1,22.2,27.9
28.3,41.2,24.6,71,10.92,2.7,9.1,22.2,23.26
31.6,37.7,25,51,0,2.9,9.1,24.1,30.36
31.6,37.7,25,51,0,2.9,9.1,24.1,18.38
36.9,43.4,31,32,1.02,3.4,4.8,9.4,18.1
36.9,43.4,31,32,1.02,3.4,4.8,9.4,7.3
35.2,43.4,27.4,42,0,3.1,6.9,20.6,15.21
35.2,43.4,27.4,42,0,3.1,6.9,20.6,16.03
35.2,42.2,27,46,4.06,3.4,14.8,24.1,24.49
35.2,42.2,27,46,4.06,3.4,14.8,24.1,10.58
28.9,37,25,70,0,3.2,11.9,20.6,5.95
28.9,37,25,70,0,3.2,11.9,20.6,9.45
29.9,36.8,25,67,0,3.2,14.4,27.8,8.86
29.9,36.8,25,67,0,3.2,14.4,27.8,6.87
31.7,38,26.6,59,0,2.6,12.6,24.1,8.16
31.7,38,26.6,59,0,2.6,12.6,24.1,7.24
29.3,36.5,23.6,72,9.91,2.4,11.1,25.9,11.36
29.3,36.5,23.6,72,9.91,2.4,11.1,25.9,7.31
28.7,36.5,25.4,75,0.51,2.4,10,20.6,15.53
28.7,36.5,25.4,75,0.51,2.4,10,20.6,18.21
31.2,36.8,25,63,8.89,2.6,12.6,20.6,14.66
31.2,36.8,25,63,8.89,2.6,12.6,20.6,8.78
31.8,37,27,61,0,3.2,11.5,24.1,56.27
31.8,37,27,61,0,3.2,11.5,24.1,58.21
27.7,37,26,89,0.51,2.6,8.5,24.1,28.68
27.7,37,26,89,0.51,2.6,8.5,24.1,53.78
27.3,31.8,25,91,6.1,2.3,13,22.2,51.83
27.3,31.8,25,91,6.1,2.3,13,22.2,25.97
28.7,36.4,25.9,76,0,2.6,13.1,25.9,40.39
28.7,36.4,25.9,76,0,2.6,13.1,25.9,8.84
30.9,36.7,24.8,68,3.05,2.6,13.3,22.2,7.82
30.9,36.7,24.8,68,3.05,2.6,13.3,22.2,9.33
32.1,37.6,27,57,0.76,3.4,11.9,20.6,16.88
32.1,37.6,27,57,0.76,3.4,11.9,20.6,53.83
27.8,34.7,24,84,18.03,2.1,8.3,16.5,32.78
27.8,34.7,24,84,18.03,2.1,8.3,16.5,13.69
28.3,34.7,25,84,0,2.9,8.5,18.3,20.53
28.3,34.7,25,84,0,2.9,8.5,18.3,8.61
30.1,34.3,26,76,0,3.1,8.3,14.8,37.04
30.1,34.3,26,76,0,3.1,8.3,14.8,32.47
29.9,33.9,26.2,74,0,2.9,12.4,18.3,41.21
29.9,33.9,26.2,74,0,2.9,12.4,18.3,44.32
25.6,33.9,23,92,4.06,2.3,18.9,27.8,59.36
25.6,33.9,23,92,4.06,2.3,18.9,27.8,79.4
24.7,28,23,94,0,2.3,16.5,22.2,33.6
24.7,28,23,94,0,2.3,16.5,22.2,31.18
26.3,29,24,85,0,2.6,12,18.3,23.76
26.3,29,24,85,0,2.6,12,18.3,8.34
25.6,29,23.4,90,1.02,2.4,8,13,16.86
25.6,29,23.4,90,1.02,2.4,8,13,16.75
26.9,31,24,85,3.05,2.4,8,18.3,7.76
26.9,31,24,85,3.05,2.4,8,18.3,17.52
27.4,31.2,24.2,85,1.02,2.7,10.7,16.5,6.84
27.4,31.2,24.2,85,1.02,2.7,10.7,16.5,13.71
28.6,33,26.2,80,0.51,2.7,9.1,20.6,19.13
28.6,33,26.2,80,0.51,2.7,9.1,20.6,40.34
28.7,32.8,25.6,82,0,2.9,8,14.8,43.3
28.7,32.8,25.6,82,0,2.9,8,14.8,36.15
28.4,33,26,83,0,2.7,9.1,13,25.14
28.4,33,26,83,0,2.7,9.1,13,20.02
30.3,34.2,25.6,78,2.03,2.7,5.7,11.1,38.71
30.3,34.2,25.6,78,2.03,2.7,5.7,11.1,29.36
28.4,33.9,25.5,89,0,2.6,4.1,11.1,43.6
28.4,33.9,25.5,89,0,2.6,4.1,11.1,19.29
27.5,31,25,90,1.02,2.6,7.2,16.5,10.72
27.5,31,25,90,1.02,2.6,7.2,16.5,11.65
29,35,25,75,0,3.1,10.6,14.8,13.46
29,35,25,75,0,3.1,10.6,14.8,14.14
28.3,35,25,73,0,3.2,18.9,29.4,15.71
28.3,35,25,73,0,3.2,18.9,29.4,16.79
28.4,34,24.9,68,0,3.7,15.2,27.8,16.18
28.4,34,24.9,68,0,3.7,15.2,27.8,10.99
30.7,36.7,25.6,61,0,2.9,13.9,20.6,10.81
30.7,36.7,25.6,61,0,2.9,13.9,20.6,7.94
30.6,37,25,63,0,2.9,9.6,14.8,9.45
30.6,37,25,63,0,2.9,9.6,14.8,11.22
31,37,25,61,0,3.4,7.4,11.1,13.93
31,37,25,61,0,3.4,7.4,11.1,24.19
30.8,37.5,26.6,61,0,3.4,9.6,14.8,34.5
30.8,37.5,26.6,61,0,3.4,9.6,14.8,16.87
31.1,36.7,25.3,57,0,2.9,9.1,25.9,20.2
31.1,36.7,25.3,57,0,2.9,9.1,25.9,32.37
30.3,36.4,25,57,0,2.9,8,14.8,33.99
30.3,36.4,25,57,0,2.9,8,14.8,36.02
30.7,37.6,25,49,0,3.2,7.2,14.8,33.72
30.7,37.6,25,49,0,3.2,7.2,14.8,26.21
31.3,38.1,24.8,49,0,3.4,5.4,11.1,13.33
31.3,38.1,24.8,49,0,3.4,5.4,11.1,13.97
31.1,37.4,26.4,53,0,2.7,5,11.1,15.35
31.1,37.4,26.4,53,0,2.7,5,11.1,13.49
32.3,38.4,26.8,45,0,3.2,4.3,9.4,11.57
32.3,38.4,26.8,45,0,3.2,4.3,9.4,10.77
32.1,39.7,25.4,47,0,3.1,2.8,9.4,10.81
32.1,39.7,25.4,47,0,3.1,2.8,9.4,11.9
32.7,39.7,25,35,0,2.9,6.9,16.5,9.04
32.7,39.7,25,35,0,2.9,6.9,16.5,12.09
33.4,39.7,27.5,35,0,3.1,9.8,18.3,15.66
33.4,39.7,27.5,35,0,3.1,9.8,18.3,13.12
