T,TM,Tm,H,PP,VV,V,VM,SO2
27.7,35,23,46,0,6.9,4.1,5.4,3.64
27.9,34.3,22.7,40,0,6.9,3.3,7.6,4.01
27.9,34.3,22.7,40,0,6.9,3.3,7.6,4.11
28.4,35.5,22.8,41,0,6.9,2.4,5.4,5.41
28.4,35.5,22.8,41,0,6.9,2.4,5.4,4.29
28.3,35.4,21.5,33,0,6.9,5,11.1,3.69
28.3,35.4,21.5,33,0,6.9,5,11.1,4.17
27.9,35,22.6,32,0,7.7,4.1,5.4,4.54
27.9,35,22.6,32,0,7.7,4.1,5.4,3.86
28.7,35.3,22.7,44,0,6.9,2.8,5.4,4.83
28.7,35.3,22.7,44,0,6.9,2.8,5.4,4.25
28.7,35.6,22.9,38,0,6.9,3.5,5.4,5.69
28.7,35.6,22.9,38,0,6.9,3.5,5.4,3.95
28.3,36,23.6,49,0,6.9,3,5.4,5.29
28.3,36,23.6,49,0,6.9,3,5.4,5
29,35,22.6,43,0,6.6,2.6,3.5,3.85
29,35,22.6,43,0,6.6,2.6,3.5,4.44
29.5,35.4,24,37,0,6.9,1.9,5.4,4.07
29.5,35.4,24,37,0,6.9,1.9,5.4,4.82
28.4,36.4,24,50,2.03,6.9,2,3.5,3.96
28.4,36.4,24,50,2.03,6.9,2,3.5,4.09
28.2,35.6,22.8,52,0,6.9,2,5.4,4.4
28.2,35.6,22.8,52,0,6.9,2,5.4,4.39
29.4,36.6,24.6,37,0,6.9,2.8,5.4,4.71
29.4,36.6,24.6,37,0,6.9,2.8,5.4,4.54
29.5,36,24.2,34,0,6.9,4.4,11.1,4.73
29.5,36,24.2,34,0,6.9,4.4,11.1,4.17
29.1,36.2,24,36,0,6.9,3,3.5,5.38
29.1,36.2,24,36,0,6.9,3,3.5,5.1
27.6,35.6,21.4,58,0,6.9,2.8,5.4,4.02
27.6,35.6,21.4,58,0,6.9,2.8,5.4,4.44
26.8,33.2,22.4,62,0.25,6.3,3.1,7.6,4.58
26.8,33.2,22.4,62,0.25,6.3,3.1,7.6,6.09
27.4,34.2,21.6,55,0,6.3,3.1,7.6,7.48
27.4,34.2,21.6,55,0,6.3,3.1,7.6,8.44
28.8,34.8,22.8,39,0,6.9,2.4,5.4,8.45
28.8,34.8,22.8,39,0,6.9,2.4,5.4,8.99
29.6,35.6,23.5,47,0,6.9,3.1,7.6,8.36
29.6,35.6,23.5,47,0,6.9,3.1,7.6,6.23
30.4,36.6,24.4,42,0,6.9,0.4,3.5,4.91
30.4,36.6,24.4,42,0,6.9,0.4,3.5,4.96
26.3,30,21.6,65,0,6.6,5,7.6,5.48
26.3,30,21.6,65,0,6.6,5,7.6,5.06
27,31.6,22,54,0,7.7,4.1,11.1,4.46
27,31.6,22,54,0,7.7,4.1,11.1,4.33
27.1,33.4,21.4,56,0,6.9,5.4,9.4,4.77
27.1,33.4,21.4,56,0,6.9,5.4,9.4,4.15
25.5,36.2,20.8,71,0,6.9,5.9,9.4,4.27
25.5,36.2,20.8,71,0,6.9,5.9,9.4,4.78
26.7,33.6,20.6,64,14.99,7.7,5.9,7.6,4.7
26.7,33.6,20.6,64,14.99,7.7,5.9,7.6,3.91
27.9,32.6,22,55,0,7.4,4.3,66.5,4.63
27.9,32.6,22,55,0,7.4,4.3,66.5,5.37
26.7,35,21.7,64,0,6.9,3,11.1,4.98
26.7,35,21.7,64,0,6.9,3,11.1,5.09
27.9,35,21.8,58,0,6.9,5.2,7.6,5.03
27.9,35,21.8,58,0,6.9,5.2,7.6,5.32
25.6,34.8,22.2,73,7.11,6.3,3.7,7.6,5.3
25.6,34.8,22.2,73,7.11,6.3,3.7,7.6,5.8
27.025,34.35,21.925,62.5,1.7775,6.875,4.05,23.2,5.41
27.025,34.35,21.925,62.5,1.7775,6.875,4.05,23.2,5.79
27.025,34.35,21.925,62.5,1.7775,6.875,4.05,23.2,7.22
27.025,34.35,21.925,62.5,1.7775,6.875,4.05,23.2,7.87
27.025,34.35,21.925,62.5,1.7775,6.875,4.05,23.2,6.01
27.025,34.35,21.925,62.5,1.7775,6.875,4.05,23.2,6.77
26.25,34.3,22.5,72.5,2.035,6.05,2.9,6.5,5.93
26.25,34.3,22.5,72.5,2.035,6.05,2.9,6.5,4.12
26.4,34.6,22.6,73,3.05,6.3,1.9,5.4,3.9
26.4,34.6,22.6,73,3.05,6.3,1.9,5.4,4.16
26.1,34,22.4,72,1.02,5.8,3.9,7.6,4.42
26.1,34,22.4,72,1.02,5.8,3.9,7.6,7.4
24.8,33.5,21,74,0.125,6.9,3.1,5.4,7.96
24.8,33.5,21,74,0.125,6.9,3.1,5.4,6.1
27.9,33.6,23,55,0.25,6.9,3,11.1,3.98
27.9,33.6,23,55,0.25,6.9,3,11.1,3.69
27.8,34,23,65,0,6.9,3.5,5.4,3.63
27.8,34,23,65,0,6.9,3.5,5.4,4.09
26.5,33.3,22,68,2.03,6.3,4.4,7.6,3.87
26.5,33.3,22,68,2.03,6.3,4.4,7.6,5.9
27.5,33.2,21,67,0,6.9,3.5,5.4,3.82
27.5,33.2,21,67,0,6.9,3.5,5.4,3.95
26.2,33.2,22.6,75,7.62,6.3,6.5,7.6,3.58
26.2,33.2,22.6,75,7.62,6.3,6.5,7.6,3.68
25.5,32.1,21.2,73,0,6.9,2.4,5.4,4.34
25.5,32.1,21.2,73,0,6.9,2.4,5.4,4.05
25.4,32,20.6,73,20.07,7.7,3.3,5.4,4.08
25.4,32,20.6,73,20.07,7.7,3.3,5.4,4.26
26.3,31.5,22.5,74,0,6.9,4.3,7.6,4.38
26.3,31.5,22.5,74,0,6.9,4.3,7.6,4.52
26.7,32.2,22.3,70,0,6.9,4.8,7.6,4.1
26.7,32.2,22.3,70,0,6.9,4.8,7.6,3.44
24.8,29.4,22,76,0,6.9,11.9,18.3,3.53
24.8,29.4,22,76,0,6.9,11.9,18.3,3.57
25.3,30.6,22,73,0.51,6.9,8.5,14.8,4.06
25.3,30.6,22,73,0.51,6.9,8.5,14.8,4.13
26.5,31,21.2,66,0,6.9,10,14.8,3.5
26.5,31,21.2,66,0,6.9,10,14.8,2.97
26.6,31.2,21.5,62,0,6.9,8.7,14.8,3.49
26.6,31.2,21.5,62,0,6.9,8.7,14.8,3.7
25.7,32.3,22.2,65,1.27,6.9,10.6,14.8,3.66
25.7,32.3,22.2,65,1.27,6.9,10.6,14.8,3.85
24.6,30.6,20.7,71,0,6.3,8.5,14.8,3.8
24.6,30.6,20.7,71,0,6.3,8.5,14.8,4.86
25,29.7,21.4,73,0,6.9,6.3,11.1,4.84
25,29.7,21.4,73,0,6.9,6.3,11.1,4.64
24.6,29.8,21.6,71,0,7.7,4.6,7.6,4.8
24.6,29.8,21.6,71,0,7.7,4.6,7.6,5.48
24.9,30,21.6,68,5.08,6.9,8.3,14.8,5.42
24.9,30,21.6,68,5.08,6.9,8.3,14.8,7.1
25.6,29.8,21,61,0,6.9,9.1,18.3,5.11
25.6,29.8,21,61,0,6.9,9.1,18.3,5.43
25.5,30.5,21.5,64,0,6.9,9.8,16.5,5.01
25.5,30.5,21.5,64,0,6.9,9.8,16.5,4.89
25.4,30.8,21.4,64,0,6.9,10.2,18.3,5.24
25.4,30.8,21.4,64,0,6.9,10.2,18.3,5.3
24.5,28.6,20.7,67,0,6.9,12,20.6,5.21
24.5,28.6,20.7,67,0,6.9,12,20.6,5.33
24.4,29.2,20.6,67,0,6.9,9.4,14.8,5.18
24.4,29.2,20.6,67,0,6.9,9.4,14.8,5.36
23.8,29.5,20,74,0,6.9,10.7,14.8,6.09
23.8,29.5,20,74,0,6.9,10.7,14.8,6.15
25.2,31.2,21,70,0,6.9,5,7.6,5.78
25.2,31.2,21,70,0,6.9,5,7.6,5.49
24.7,30,21.3,69,1.02,6.9,8.1,11.1,5.11
24.7,30,21.3,69,1.02,6.9,8.1,11.1,5.18
24.2,30.8,21.4,78,0.25,6.6,5.6,7.6,4.94
24.2,30.8,21.4,78,0.25,6.6,5.6,7.6,5.58
23.6,28.4,21.6,78,1.02,6.3,5.4,9.4,5.31
23.6,28.4,21.6,78,1.02,6.3,5.4,9.4,5.11
23.4,28.4,20.6,78,1.27,6.9,11.1,18.3,4.84
23.4,28.4,20.6,78,1.27,6.9,11.1,18.3,4.32
23,27.7,20.6,83,0,6.3,9.8,18.3,4.64
23,27.7,20.6,83,0,6.3,9.8,18.3,4.81
23.8,29.5,21.3,80,1.02,6.9,6.9,14.8,5.07
23.8,29.5,21.3,80,1.02,6.9,6.9,14.8,4.92
22.6,28.5,20.6,78,11.18,6.3,8.3,11.1,5.99
22.6,28.5,20.6,78,11.18,6.3,8.3,11.1,5.91
24.1,27.8,20.4,72,0,6.9,9.4,14.8,4.98
24.1,27.8,20.4,72,0,6.9,9.4,14.8,4.63
24.2,29.4,19.8,69,0,6.9,7.4,14.8,4.97
24.2,29.4,19.8,69,0,6.9,7.4,14.8,4.69
24.7,29.9,20.5,65,0,6.9,8,14.8,5.51
24.7,29.9,20.5,65,0,6.9,8,14.8,5.24
23.6,30.4,20.5,72,0,6.3,12.2,22.2,4.56
23.6,30.4,20.5,72,0,6.3,12.2,22.2,6.01
23.8,27.4,20.6,70,0,6.9,11.7,14.8,5.33
23.8,27.4,20.6,70,0,6.9,11.7,14.8,4.35
22.1,25.4,20.4,87,2.03,6.3,12.8,18.3,4.22
22.1,25.4,20.4,87,2.03,6.3,12.8,18.3,3.39
22,25.2,20.8,88,3.05,6.9,11.9,18.3,4.19
22,25.2,20.8,88,3.05,6.9,11.9,18.3,3.39
21.8,24.8,20,90,21.08,6.3,13,22.2,4.97
21.8,24.8,20,90,21.08,6.3,13,22.2,4.81
23.1,27.6,20.6,82,19.05,6.6,6.7,9.4,3.94
23.1,27.6,20.6,82,19.05,6.6,6.7,9.4,4.47
22.8,27.4,20.7,84,0.25,6.9,7.8,11.1,4.48
22.8,27.4,20.7,84,0.25,6.9,7.8,11.1,4.18
23.2,28.4,20.5,81,9.14,6.9,7.4,11.1,4.42
23.2,28.4,20.5,81,9.14,6.9,7.4,11.1,3.85
23.5,28.4,20.2,82,11.68,6.9,3,5.4,3.74
23.5,28.4,20.2,82,11.68,6.9,3,5.4,4.83
22.8,29,20.1,86,17.53,6.9,2.4,5.4,4.63
22.8,29,20.1,86,17.53,6.9,2.4,5.4,5.72
23.2,26.8,20.8,82,16.51,6.9,5.7,11.1,5.78
23.2,26.8,20.8,82,16.51,6.9,5.7,11.1,5.59
23,27.6,20,78,0,6.9,7.2,14.8,6.07
23,27.6,20,78,0,6.9,7.2,14.8,6.39
23,28.3,20,77,0,6.9,7.8,14.8,6.37
23,28.3,20,77,0,6.9,7.8,14.8,5.76
23.9,28.2,20.4,73,0.25,6.9,8.5,14.8,5.26
23.9,28.2,20.4,73,0.25,6.9,8.5,14.8,5.38
23,28.7,20.4,80,0,6.9,9.1,14.8,6.61
23,28.7,20.4,80,0,6.9,9.1,14.8,6.42
23,26.4,20.4,77,0,6.9,8.3,14.8,5.73
23,26.4,20.4,77,0,6.9,8.3,14.8,6
22.3,26.8,20.3,85,0.51,6.9,5.6,11.1,6.16
22.3,26.8,20.3,85,0.51,6.9,5.6,11.1,5.46
22.2,26.4,20.1,84,12.95,5.5,10.4,14.8,5.53
22.2,26.4,20.1,84,12.95,5.5,10.4,14.8,6.15
23.2,27.3,20.4,78,2.29,6.9,11.9,22.2,5.74
23.2,27.3,20.4,78,2.29,6.9,11.9,22.2,5.9
23.6,27.8,20.8,76,0.25,6.9,8.3,14.8,6.55
23.6,27.8,20.8,76,0.25,6.9,8.3,14.8,5.61
24.1,27.5,21,73,0.25,6.9,10.2,14.8,5.26
24.1,27.5,21,73,0.25,6.9,10.2,14.8,5.67
25,29.8,21,69,0.51,7.4,7.4,11.1,6.13
25,29.8,21,69,0.51,7.4,7.4,11.1,6.37
25.1,30.2,21.2,69,0,6.9,7.4,9.4,6.12
25.1,30.2,21.2,69,0,6.9,7.4,9.4,6.02
24.8,30.7,21.3,69,0,6.3,7.8,11.1,6.16
24.8,30.7,21.3,69,0,6.3,7.8,11.1,6.37
24.2,27.6,21.2,75,0.25,6.3,5.9,9.4,6.8
24.2,27.6,21.2,75,0.25,6.3,5.9,9.4,6.55
24.2,29,20.6,72,1.78,6.9,5.6,7.6,6.93
24.2,29,20.6,72,1.78,6.9,5.6,7.6,6.68
25.2,29.2,21.2,68,0,6.9,5.6,7.6,6.26
25.2,29.2,21.2,68,0,6.9,5.6,7.6,6.44
23.2,28.8,20.2,82,23.62,6.9,2,7.6,6.17
23.2,28.8,20.2,82,23.62,6.9,2,7.6,6.81
23.9,28,20.2,76,1.78,6.9,3.3,7.6,5.87
23.9,28,20.2,76,1.78,6.9,3.3,7.6,6.34
23.9,28.8,21,82,0,6.3,2.4,5.4,6.31
23.9,28.8,21,82,0,6.3,2.4,5.4,5.38
23.5,30.3,20.6,82,2.03,6.3,5.2,7.6,5.46
23.5,30.3,20.6,82,2.03,6.3,5.2,7.6,6.35
24.9,29.1,18.6,68,22.1,8.9,1.1,5.4,5.99
24.9,29.1,18.6,68,22.1,8.9,1.1,5.4,6.03
23.5,30.4,19.2,81,7.87,6.9,3.1,7.6,5.33
23.5,30.4,19.2,81,7.87,6.9,3.1,7.6,6.48
24.1,29.6,21.3,76,0,6.3,0.2,1.9,6.69
24.1,29.6,21.3,76,0,6.3,0.2,1.9,7.05
23.3,29.2,20.2,80,0,6.3,3.7,7.6,8.15
23.3,29.2,20.2,80,0,6.3,3.7,7.6,6.57
24.3,30.1,19.3,71,5.59,6.3,1.3,5.4,6.59
24.3,30.1,19.3,71,5.59,6.3,1.3,5.4,5.96
24.9,29.8,21.5,75,0,7.7,2.8,7.6,5.81
24.9,29.8,21.5,75,0,7.7,2.8,7.6,6.69
26.7,30.6,21.6,63,0,6.9,2.4,5.4,6.56
26.7,30.6,21.6,63,0,6.9,2.4,5.4,6.28
24.7,30.7,21.6,73,0,6.3,3.7,7.6,7
24.7,30.7,21.6,73,0,6.3,3.7,7.6,6.73
23.4,27.6,20.2,75,8.89,7.7,3.9,7.6,6.79
23.4,27.6,20.2,75,8.89,7.7,3.9,7.6,7.36
23.3,27.9,21,75,0,4.8,2.8,5.4,5.91
23.3,27.9,21,75,0,4.8,2.8,5.4,6.45
22.2,28.6,20.6,90,7.87,6.3,0,6.5,6.09
22.2,28.6,20.6,90,7.87,6.3,0,6.5,6.11
21.5,26.7,19.4,86,0,6.3,5.4,11.1,7.13
21.5,26.7,19.4,86,0,6.3,5.4,11.1,5.95
22.4,27,19,79,6.1,6.9,2.8,9.4,6.25
22.4,27,19,79,6.1,6.9,2.8,9.4,6.6
22.3,27.8,19.4,86,3.05,6.3,4.1,5.4,7.38
22.3,27.8,19.4,86,3.05,6.3,4.1,5.4,7.39
22.5,25.6,19.7,82,6.86,5.8,5.7,9.4,8.04
22.5,25.6,19.7,82,6.86,5.8,5.7,9.4,7.58
23.8,27.8,18,74,0.25,6.9,3.3,5.4,8.56
23.8,27.8,18,74,0.25,6.9,3.3,5.4,7.52
24.2,29.4,21,73,0,6.9,2.4,5.4,6.4
24.2,29.4,21,73,0,6.9,2.4,5.4,6.94
24.4,29.5,20.6,67,0,6.9,2.4,5.4,7.01
24.4,29.5,20.6,67,0,6.9,2.4,5.4,6.97
24.7,30.9,18.6,66,0,6,1.9,3.5,7.35
24.7,30.9,18.6,66,0,6,1.9,3.5,6.61
24.4,28.4,21.8,75,3.05,6.9,3.1,5.4,6.01
24.4,28.4,21.8,75,3.05,6.9,3.1,5.4,7.71
24.3,29.2,21.2,74,0,6.3,0.9,3.5,6.72
24.3,29.2,21.2,74,0,6.3,0.9,3.5,7.38
22.9,28,18.5,66,0,6.9,3.5,5.4,6.51
22.9,28,18.5,66,0,6.9,3.5,5.4,7.03
22.3,28.8,18.8,80,0,6.9,3.7,7.6,7.78
22.3,28.8,18.8,80,0,6.9,3.7,7.6,7.7
22.7,26.8,19.4,83,2.79,6.3,2,5.4,7.3
22.7,26.8,19.4,83,2.79,6.3,2,5.4,5.81
23.6,29.4,19.8,72,0,6.9,3.1,5.4,5.8
23.6,29.4,19.8,72,0,6.9,3.1,5.4,5.74
22.3,29.8,20.2,84,10.92,6.9,3.9,5.4,6.86
22.3,29.8,20.2,84,10.92,6.9,3.9,5.4,6.35
22.4,27.6,20.4,79,0,6.6,2.4,5.4,7.64
22.4,27.6,20.4,79,0,6.6,2.4,5.4,7.44
22.4,28.5,18.6,73,0,6.9,4.1,7.6,6.85
22.4,28.5,18.6,73,0,6.9,4.1,7.6,8.32
21.9,27.3,16.7,71,0,7.4,4.6,5.4,9.36
21.9,27.3,16.7,71,0,7.4,4.6,5.4,13.04
21.9,28.3,20,79,0.25,6.9,4.6,9.4,11.45
21.9,28.3,20,79,0.25,6.9,4.6,9.4,9.86
21.2,24.6,20,93,1.78,5.5,3.3,5.4,8.97
21.2,24.6,20,93,1.78,5.5,3.3,5.4,10.3
21.4,24,19.7,84,6.86,5.8,5.2,7.6,6.12
21.4,24,19.7,84,6.86,5.8,5.2,7.6,7.34
21.1,24.5,19.4,79,0.51,6.3,4.1,7.6,6.81
21.1,24.5,19.4,79,0.51,6.3,4.1,7.6,7.47
20.3,24.5,15.8,86,0.51,5.5,1.1,5.4,6.93
20.3,24.5,15.8,86,0.51,5.5,1.1,5.4,8.53
20.2,24.9,17.8,87,0,4,4.3,7.6,7.2
20.2,24.9,17.8,87,0,4,4.3,7.6,10.99
21.5,25.6,17,70,0,6.9,4.3,5.4,8.07
21.5,25.6,17,70,0,6.9,4.3,5.4,7.08
22.2,28.2,17.4,69,0,6.9,4.3,5.4,7.06
22.2,28.2,17.4,69,0,6.9,4.3,5.4,7.06
21.1,28.8,18.2,85,0,5.5,5.4,7.6,6.98
21.1,28.8,18.2,85,0,5.5,5.4,7.6,7.48
21.7,26,17.6,67,2.79,6.9,3.7,7.6,8.14
21.7,26,17.6,67,2.79,6.9,3.7,7.6,9.48
20.7,26.4,18,73,0,6.3,3.3,7.6,7.44
20.7,26.4,18,73,0,6.3,3.3,7.6,7.62
20.9,25,16.2,75,0,6.9,2.2,5.4,5.97
20.9,25,16.2,75,0,6.9,2.2,5.4,6.25
21.9,27.4,18,72,0,6.3,3.3,7.6,6.62
21.9,27.4,18,72,0,6.3,3.3,7.6,5.92
21.6,28.6,19.8,83,0,6.3,3.9,7.6,5.93
21.6,28.6,19.8,83,0,6.3,3.9,7.6,6.01
22.3,27.2,19,73,0,6.3,3,5.4,5.38
22.3,27.2,19,73,0,6.3,3,5.4,6.72
23.4,29.6,18,66,0,6.6,2.2,5.4,6.75
23.4,29.6,18,66,0,6.6,2.2,5.4,6.22
21.9,28.1,17.5,74,0,6.3,4.8,7.6,7.09
21.9,28.1,17.5,74,0,6.3,4.8,7.6,6.36
22,27.2,19.2,75,0,6.9,3.3,5.4,6.96
22,27.2,19.2,75,0,6.9,3.3,5.4,6.6
22.2,26,19.4,77,0,5.5,2,5.4,7.21
22.2,26,19.4,77,0,5.5,2,5.4,8.07
23.4,28.4,19.4,68,0,6.9,3.5,5.4,7.12
23.4,28.4,19.4,68,0,6.9,3.5,5.4,6.71
22.2,26.2,18.8,68,0,6.3,5,7.6,7.41
22.2,26.2,18.8,68,0,6.3,5,7.6,7.08
22.7,28.6,18.2,61,0,6.3,3,5.4,8.25
22.7,28.6,18.2,61,0,6.3,3,5.4,6.36
23.1,29.8,18,60,0,6.9,1.9,3.5,7.36
23.1,29.8,18,60,0,6.9,1.9,3.5,6.65
22.9,27.6,17.4,53,0,8,0.6,3.5,6.97
22.9,27.6,17.4,53,0,8,0.6,3.5,6.75
21.9,29,16.4,51,0,6.9,4.4,5.4,7.01
21.9,29,16.4,51,0,6.9,4.4,5.4,7.25
21,29.5,14.4,51,0,6.9,2.8,5.4,7.97
21,29.5,14.4,51,0,6.9,2.8,5.4,6.97
23.3,28.6,19.2,65,0,6.9,2.4,5.4,6.75
23.3,28.6,19.2,65,0,6.9,2.4,5.4,6.92
23.3,29.8,17.7,55,0,6.3,3.7,7.6,6.03
23.3,29.8,17.7,55,0,6.3,3.7,7.6,6.39
22.6,31,17.2,47,0,6.9,3.7,7.6,7.92
22.6,31,17.2,47,0,6.9,3.7,7.6,5.87
22.6,31.3,15.4,33,0,6.9,3.9,5.4,6.49
22.6,31.3,15.4,33,0,6.9,3.9,5.4,6.11
23.4,31.7,15.5,37,0,7.7,1.3,3.5,6.37
23.4,31.7,15.5,37,0,7.7,1.3,3.5,6.77
23.9,32.7,15.9,45,0,7.7,2.8,5.4,5.11
23.9,32.7,15.9,45,0,7.7,2.8,5.4,5.81
25.1,33.4,19,50,0,6.9,2,5.4,5.56
25.1,33.4,19,50,0,6.9,2,5.4,6.8
23.4,32.7,18.8,55,0,6.3,4.1,7.6,6.51
23.4,32.7,18.8,55,0,6.3,4.1,7.6,6.06
22.9,30.5,17.4,54,0,6.9,4.6,5.4,4.44
22.9,30.5,17.4,54,0,6.9,4.6,5.4,5.3
23.3,29.2,17.2,43,0,6.9,3,5.4,5.55
23.3,29.2,17.2,43,0,6.9,3,5.4,5.83
23.7,31,18,52,0,6.6,2.2,59.4,6.1
23.7,31,18,52,0,6.6,2.2,59.4,6.06
24.4,30.8,19,53,0,6.9,3.1,3.5,4.78
24.4,30.8,19,53,0,6.9,3.1,3.5,5.75
23.8,31.6,18.2,55,0,6.3,3.7,9.4,6.34
23.8,31.6,18.2,55,0,6.3,3.7,9.4,8.19
24.5,31,18.6,46,0,6.9,4.1,5.4,6.55
24.5,31,18.6,46,0,6.9,4.1,5.4,5.77
24.7,32.2,18,44,0,6.9,2,5.4,5.59
24.7,32.2,18,44,0,6.9,2,5.4,6.21
25.2,32.3,17.6,31,0,6.3,1.3,3.5,6.75
25.2,32.3,17.6,31,0,6.3,1.3,3.5,6.2
23.8,32.6,17.6,46,0,6.9,4.1,7.6,6.79
23.8,32.6,17.6,46,0,6.9,4.1,7.6,6.36
23.7,31.5,16.5,38,0,6.3,4.8,7.6,6.54
23.7,31.5,16.5,38,0,6.3,4.8,7.6,5.83
24,32.6,16.6,38,0,6.3,3.9,7.6,5.47
24,32.6,16.6,38,0,6.3,3.9,7.6,5.55
25,31,18,46,0,6.3,4.3,9.4,5.86
25,31,18,46,0,6.3,4.3,9.4,5.73
25.4,32.5,19.4,53,0,6.3,4.3,5.4,5.45
25.4,32.5,19.4,53,0,6.3,4.3,5.4,6.28
25.2,32.4,20.4,52,0,6.3,3.5,7.6,6.19
25.2,32.4,20.4,52,0,6.3,3.5,7.6,6.23
25.5,32.8,20.2,52,0,6.3,3.1,5.4,7.16
25.5,32.8,20.2,52,0,6.3,3.1,5.4,7.44
24.5,32.3,20.4,57,0,6.3,2.2,3.5,6.85
24.5,32.3,20.4,57,0,6.3,2.2,3.5,6.09
25.8,30.6,20,51,0,6.3,1.5,3.5,7.14
25.8,30.6,20,51,0,6.3,1.5,3.5,7.51
26.1,33.4,22.3,60,1.02,6.3,1.3,3.5,6.93
26.1,33.4,22.3,60,1.02,6.3,1.3,3.5,7.7
26.4,32.3,22,58,0,6.9,1.9,3.5,6.05
26.4,32.3,22,58,0,6.9,1.9,3.5,6.09
26.4,33.3,21.6,57,0,6.9,2,5.4,6.12
26.4,33.3,21.6,57,0,6.9,2,5.4,7.39
26.4,34.4,21,42,0,7.7,1.9,3.5,7.06
26.4,34.4,21,42,0,7.7,1.9,3.5,7.19
26.9,33.8,20.4,37,0,6.9,1.3,3.5,6.14
26.9,33.8,20.4,37,0,6.9,1.3,3.5,5.67
26.6,34.4,20.5,42,0,6.3,4.4,7.6,6.05
26.6,34.4,20.5,42,0,6.3,4.4,7.6,5.8
27.6,35.2,20.9,34,0,6.3,1.1,3.5,5.59
27.6,35.2,20.9,34,0,6.3,1.1,3.5,6.29
25.4,35.2,22.6,64,2.03,6.9,3.5,5.4,5.64
25.4,35.2,22.6,64,2.03,6.9,3.5,5.4,5.81
27.4,34.1,22,45,1.015,6.9,2.4,5.4,6.38
27.4,34.1,22,45,1.015,6.9,2.4,5.4,6.03
26.8,34.7,21,42,0,6.9,1.1,5.4,6.24
26.8,34.7,21,42,0,6.9,1.1,5.4,6.48
26.9,33,20.6,42,0,6.9,3,5.4,6.27
26.9,33,20.6,42,0,6.9,3,5.4,7.01
26.4,33.8,19.6,35,0,6.3,3.3,5.4,6.78
26.4,33.8,19.6,35,0,6.3,3.3,5.4,6.65
27.8,36.1,19.6,33,0,6.3,2.4,5.4,6.85
27.8,36.1,19.6,33,0,6.3,2.4,5.4,6.94
28.8,35.4,21,29,0,6.9,2.8,7.6,7.12
28.8,35.4,21,29,0,6.9,2.8,7.6,7.16
28.8,36,22,36,0,6.9,3,7.6,7.11
28.8,36,22,36,0,6.9,3,7.6,6.88
28.5,35.8,23,41,0,7.4,3.3,5.4,6.99
28.5,35.8,23,41,0,7.4,3.3,5.4,6.92
25,35.6,21,66,29.97,6.9,3,5.4,6.99
25,35.6,21,66,29.97,6.9,3,5.4,7.2
26.8,32.8,21,56,0,6.9,1.9,7.6,7.33
26.8,32.8,21,56,0,6.9,1.9,7.6,6.86
24.9,33.7,19,69,0,6.8,2.2,9.4,7.68
24.9,33.7,19,69,0,6.8,2.2,9.4,7.21
27.6,34,20.5,35,0,6.9,2.8,5.4,7.74
27.6,34,20.5,35,0,6.9,2.8,5.4,7.27
27.3,34.8,19.6,29,0,6.9,2.8,9.4,7.22
27.3,34.8,19.6,29,0,6.9,2.8,9.4,7.81
27.7,34.6,20.8,42,0,6.9,1.3,3.5,7.47
27.7,34.6,20.8,42,0,6.9,1.3,3.5,7.18
28.2,34.4,24,48,0,6.9,2.8,5.4,6.98
28.2,34.4,24,48,0,6.9,2.8,5.4,6.86
28.2,34.2,22.6,43,0,6.9,3.3,5.4,7.73
28.2,34.2,22.6,43,0,6.9,3.3,5.4,7.45
28,34.2,22.3,45,0,6.9,2,5.4,7.29
28,34.2,22.3,45,0,6.9,2,5.4,6.6
25.8,30.8,22.7,65,0,4,3,7.6,6.33
25.8,30.8,22.7,65,0,4,3,7.6,6.45
26.7,32,22.6,64,0,6.9,3.3,7.6,6.66
14.3,14.5,14.1,97,0,1,13.9,22.2,10.53
14.3,14.5,14.1,97,0,1,13.9,22.2,8.95
14.7,15.3,13.6,98,0,0.5,8.3,11.1,8.08
14.7,15.3,13.6,98,0,0.5,8.3,11.1,7.52
15.7,17.9,13.5,95,0,1.4,3.7,9.4,7.31
15.7,17.9,13.5,95,0,1.4,3.7,9.4,5.82
15.8,25.1,9.6,67,0,3.5,8.1,14.8,5.34
15.8,25.1,9.6,67,0,3.5,8.1,14.8,4.96
15.3,22.6,10,68,0,3.5,3,11.1,7.96
15.3,22.6,10,68,0,3.5,3,11.1,9.32
15.2,23.6,9,62,0,3.1,3,7.6,9.64
15.2,23.6,9,62,0,3.1,3,7.6,6.72
15.5,23.5,9.2,71,0,3.5,4.8,14.8,5.91
15.5,23.5,9.2,71,0,3.5,4.8,14.8,8.9
16.7,25.7,9.6,64,0,3.7,7,18.3,7.08
16.7,25.7,9.6,64,0,3.7,7,18.3,7.08
15.6,22.4,11,79,0,1.6,8.3,14.8,9.36
15.6,22.4,11,79,0,1.6,8.3,14.8,8.53
15,22.7,9,60,0,3.2,10.4,14.8,8.38
15,22.7,9,60,0,3.2,10.4,14.8,9.9
17.3,24,9.2,58,0,3.5,7.8,9.4,8.29
17.3,24,9.2,58,0,3.5,7.8,9.4,11.29
19.9,26.6,13.4,55,0,4,11.1,14.8,12.3
19.9,26.6,13.4,55,0,4,11.1,14.8,10.09
16.6,21.2,14,93,0,1,10,14.8,7.99
16.6,21.2,14,93,0,1,10,14.8,10.03
16,19.6,14.3,95,0,0.5,8.9,14.8,9.7
16,19.6,14.3,95,0,0.5,8.9,14.8,10.87
