PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Temperature,TM,Tm,Humidity,Precipitation,Visbility,wind_speed,AQI
13.68,39.31,2.68,12.02,13.47,10.72,0.74,5.73,30.77,25,31,18,46,0,6.3,4.3,62
20.3,54.56,4.21,15.27,17.17,8.07,0.75,5.45,32.26,25.4,32.5,19.4,53,0,6.3,4.3,61
24.81,61.29,3.34,12.6,14.65,8.95,0.67,6.28,40.97,25.4,32.5,19.4,53,0,6.3,4.3,74
18.36,50.84,3.13,14.26,15.24,7.84,0.8,6.19,38.88,25.2,32.4,20.4,52,0,6.3,3.5,72
22.35,56.07,3.02,17.28,16.81,6.94,0.82,6.23,39.28,25.2,32.4,20.4,52,0,6.3,3.5,71
26.1,71.6,2.7,18.88,17.75,6.47,0.86,7.16,42.46,25.5,32.8,20.2,52,0,6.3,3.1,79
29.23,87.56,3.09,18.26,17.24,7.53,0.82,7.44,43.07,25.5,32.8,20.2,52,0,6.3,3.1,91
23.02,64.54,2.81,17.4,16.58,8.56,0.93,6.85,38.88,24.5,32.3,20.4,57,0,6.3,2.2,85
26.87,72.07,2.9,18.2,17.08,8.9,0.88,6.09,34.69,24.5,32.3,20.4,57,0,6.3,2.2,82
17.61,52.32,3,16.86,16.68,7.94,0.77,7.14,31.87,25.8,30.6,20,51,0,6.3,1.5,73
21.05,60.98,3.05,14.05,15.16,8.26,0.77,7.51,30.1,25.8,30.6,20,51,0,6.3,1.5,76
24.29,59.49,3.02,13.18,13.74,8.84,0.77,6.93,34.13,26.1,33.4,22.3,60,1.02,6.3,1.3,78
20.58,66.73,3.08,14.23,14.33,9.01,0.81,7.7,35.18,26.1,33.4,22.3,60,1.02,6.3,1.3,77
15.43,70.53,3.19,14.13,14.61,8.98,0.73,6.05,26.07,26.4,32.3,22,58,0,6.9,1.9,82
14.56,39.32,3.27,13.82,14.5,9.23,0.8,6.09,27.46,26.4,32.3,22,58,0,6.9,1.9,66
24.81,58.72,3.9,15.82,16.02,10.15,0.74,6.12,33.15,26.4,33.3,21.6,57,0,6.9,2,66
17.34,46.71,4.43,16.79,16.78,9.42,0.87,7.39,25.11,26.4,33.3,21.6,57,0,6.9,2,73
23.44,56.99,3.89,18.22,17.24,10.07,0.96,7.06,32.49,26.4,34.4,21,42,0,7.7,1.9,74
21.25,52.69,3.12,13.24,12.56,10.3,0.72,7.19,36.41,26.4,34.4,21,42,0,7.7,1.9,70
16.82,47.84,7.57,12.91,11.92,10.52,0.85,6.14,35.55,26.9,33.8,20.4,37,0,6.9,1.3,68
23.81,79.02,3.75,13.11,13.59,9.81,0.73,5.67,27.88,26.9,33.8,20.4,37,0,6.9,1.3,72
17.9,64,4.3,13.77,15.4,8.9,0.72,6.05,26.03,26.6,34.4,20.5,42,0,6.3,4.4,79
19.53,60.44,4.38,14.59,16.17,8.87,0.74,5.8,26.55,26.6,34.4,20.5,42,0,6.3,4.4,70
18.13,56.21,4.32,15.13,16.51,8.98,0.79,5.59,34.42,27.6,35.2,20.9,34,0,6.3,1.1,68
19.52,62.59,3.49,15.05,15.53,8.76,0.72,6.29,39.84,27.6,35.2,20.9,34,0,6.3,1.1,72
18.62,66.58,3.28,13.03,13.26,8.97,0.59,5.64,27.7,25.4,35.2,22.6,64,2.03,6.9,3.5,66
21.06,57.36,3.88,16.82,17.08,9.36,0.7,5.81,33.26,25.4,35.2,22.6,64,2.03,6.9,3.5,70
22.25,71.59,4.18,16.47,16.95,9.58,0.76,6.38,34.72,27.4,34.1,22,45,1.015,6.9,2.4,66
19.81,55.23,4.73,18.54,18.77,12.06,0.92,6.03,26.83,27.4,34.1,22,45,1.015,6.9,2.4,75
28.46,55.7,4.48,14.85,16.36,9.1,0.66,6.24,27.7,26.8,34.7,21,42,0,6.9,1.1,74
23.16,53.37,5.1,15.72,17.14,8.2,0.7,6.48,25.16,26.8,34.7,21,42,0,6.9,1.1,66
15.87,42.52,4.12,18.27,17.45,8.7,0.74,6.27,24.01,26.9,33,20.6,42,0,6.9,3,72
23.32,51.62,2.39,11.58,10.32,7.26,0.84,7.01,25.66,26.9,33,20.6,42,0,6.9,3,61
9.16,22.16,2.64,9.72,9.4,5.7,0.6,6.78,20.96,26.4,33.8,19.6,35,0,6.3,3.3,49
8.95,19.43,3.09,9.76,10.18,5.13,0.57,6.65,17.46,26.4,33.8,19.6,35,0,6.3,3.3,40
9.69,19.34,4.22,9.78,10.9,4.92,0.6,6.85,19.62,27.8,36.1,19.6,33,0,6.3,2.4,42
10.91,30.11,7.19,11.51,13.01,4.78,0.62,6.94,17.73,27.8,36.1,19.6,33,0,6.3,2.4,43
22.88,48.48,3.88,19.65,18.98,5.64,0.66,7.12,18.92,28.8,35.4,21,29,0,6.9,2.8,55
18.18,50.12,4.61,17.1,16.43,5.7,0.6,7.16,18.22,28.8,35.4,21,29,0,6.9,2.8,55
17.6,45.11,3.45,13.32,12.94,5.31,0.57,7.11,14.91,28.8,36,22,36,0,6.9,3,55
20.16,48.85,4.64,15.31,15.43,5.22,0.65,6.88,16.9,28.8,36,22,36,0,6.9,3,55
21.7,52.5,4.65,15.48,16.43,5.64,0.62,6.99,16.73,28.5,35.8,23,41,0,7.4,3.3,58
25.44,73.07,11.1,15.98,17.72,6,0.66,6.92,15.65,28.5,35.8,23,41,0,7.4,3.3,70
16.53,39.75,5.74,14.7,16.75,5.76,0.67,6.99,12.9,25,35.6,21,66,29.97,6.9,3,59
16.84,35.21,5.17,13.83,15.48,5.93,0.64,7.2,15.56,25,35.6,21,66,29.97,6.9,3,49
16.79,42.32,5.42,14.67,16.68,6.57,0.72,7.33,15.52,26.8,32.8,21,56,0,6.9,1.9,50
16.66,35.74,4.77,12.31,14.6,6.7,0.56,6.86,13.54,26.8,32.8,21,56,0,6.9,1.9,49
19.57,36.58,5.15,13.01,15.5,6.55,0.62,7.68,16.22,24.9,33.7,19,69,0,6.8,2.2,47
17.07,45.6,5.16,13.32,15.94,6.9,0.6,7.21,16.51,24.9,33.7,19,69,0,6.8,2.2,55
18.29,56.47,5.9,14.1,17.22,6.48,0.65,7.74,13.01,27.6,34,20.5,35,0,6.9,2.8,57
28.32,63.66,5.57,13.98,16.54,6.84,0.73,7.27,12.63,27.6,34,20.5,35,0,6.9,2.8,65
21.55,57.17,4.82,13.87,15.89,6.54,0.66,7.22,12.34,27.3,34.8,19.6,29,0,6.9,2.8,65
18.32,47.55,4.48,13.62,14.97,6.59,0.66,7.81,14.16,27.3,34.8,19.6,29,0,6.9,2.8,56
18.18,42.05,4.6,12.45,14.83,6.5,0.54,7.47,13.37,27.7,34.6,20.8,42,0,6.9,1.3,52
15.65,40.19,5.59,14.45,17.28,6.5,0.62,7.18,13.04,27.7,34.6,20.8,42,0,6.9,1.3,49
20.38,49.93,5.16,14.6,17.11,6.76,0.62,6.98,17.72,28.2,34.4,24,48,0,6.9,2.8,56
19.72,52.43,5.41,14.61,16.98,7.37,0.61,6.86,18.26,28.2,34.4,24,48,0,6.9,2.8,63
16.93,40.06,6.01,17.67,19.1,7.42,0.74,7.73,19.58,28.2,34.2,22.6,43,0,6.9,3.3,63
15.4,28.66,4.42,14.29,15.57,7.32,0.61,7.45,19.53,28.2,34.2,22.6,43,0,6.9,3.3,58
16.6,29.48,3.06,13.68,13.07,6.88,0.67,7.29,15.69,28,34.2,22.3,45,0,6.9,2,51
20.44,26.34,2.69,10.33,10.58,6.58,0.66,6.6,17.59,28,34.2,22.3,45,0,6.9,2,61
28.68,29.27,3.62,12.12,12.94,6.8,0.56,6.33,16.99,25.8,30.8,22.7,65,0,4,3,65
14.47,24.26,4.61,12.69,15,6.82,0.56,6.45,16.08,25.8,30.8,22.7,65,0,4,3,63
17.5,30.48,3.95,13.25,14.83,7.42,0.54,6.66,15.4,26.7,32,22.6,64,0,6.9,3.3,43
23.12,43.95,13.38,38.58,31.4,34.63,1.52,10.53,41.86,14.3,14.5,14.1,97,0,1,13.9,89
21.25,38.2,16.08,37.81,33.18,44.14,1.38,8.95,24.7,14.3,14.5,14.1,97,0,1,13.9,89
16.94,41.09,12.94,25.28,23.96,47.43,0.95,8.08,31.66,14.7,15.3,13.6,98,0,0.5,8.3,77
15.29,43.1,11.93,26.05,23.56,42.29,0.95,7.52,30.93,14.7,15.3,13.6,98,0,0.5,8.3,76
20.75,62.7,14.9,30.9,28.55,46.25,1.41,7.31,27.19,15.7,17.9,13.5,95,0,1.4,3.7,82
11.21,42.45,12.44,25.74,23.8,44.52,1.16,5.82,38.87,15.7,17.9,13.5,95,0,1.4,3.7,90
11.81,44.21,11.05,25.81,22.72,48.42,1.07,5.34,32.97,15.8,25.1,9.6,67,0,3.5,8.1,82
17.7,53.29,9.59,28.48,22.95,40.42,1.18,4.96,38.57,15.8,25.1,9.6,67,0,3.5,8.1,80
20.41,50.27,10.74,28.75,24.02,46.34,1.11,7.96,36.42,15.3,22.6,10,68,0,3.5,3,81
17.21,31.31,14.75,27.96,26.86,47,1.05,9.32,28.2,15.3,22.6,10,68,0,3.5,3,77
12.65,31.54,9.57,20.58,18.72,50.15,0.84,9.64,29.49,15.2,23.6,9,62,0,3.1,3,69
3.4,16.32,8.05,14.11,14.05,47.07,0.64,6.72,37.28,15.2,23.6,9,62,0,3.1,3,52
7.23,27.84,10.21,17.12,17.41,51.91,0.66,5.91,28.85,15.5,23.5,9.2,71,0,3.5,4.8,49
8.7,36.97,13.93,22.35,23.21,46.82,0.7,8.9,26.74,15.5,23.5,9.2,71,0,3.5,4.8,56
6.53,21.31,7.3,13.46,13.09,42.77,0.71,7.08,43.46,16.7,25.7,9.6,64,0,3.7,7,68
20.86,72.34,10.44,27.86,23.31,37.95,0.87,7.08,50.24,16.7,25.7,9.6,64,0,3.7,7,75
24.92,106.41,7.92,34.15,24.6,37.23,0.75,9.36,66.15,15.6,22.4,11,79,0,1.6,8.3,97
28.1,122.06,9.29,33.99,25.63,36.82,1.04,8.53,65.06,15.6,22.4,11,79,0,1.6,8.3,112
26.41,99.6,12.64,36.45,28.3,40.41,1.01,8.38,63.02,15,22.7,9,60,0,3.2,10.4,117
32.5,90.64,10.19,34.81,26.8,16.79,1.19,9.9,40.2,15,22.7,9,60,0,3.2,10.4,101
39.74,102.93,16.9,38.5,34.22,17.08,1.45,8.29,40.72,17.3,24,9.2,58,0,3.5,7.8,109
52.66,130.64,6.13,34.1,23.13,18.88,1.26,11.29,77.47,17.3,24,9.2,58,0,3.5,7.8,143
36.92,114.12,3.78,32.53,20.39,13.56,0.83,12.3,79.94,19.9,26.6,13.4,55,0,4,11.1,123
42.55,126.36,10.57,43.5,31.74,15.13,1.05,10.09,66.05,19.9,26.6,13.4,55,0,4,11.1,118
53.12,155.77,10,38.56,28.64,17.43,0.96,7.99,57.36,16.6,21.2,14,93,0,1,10,141
48.92,175.24,17.8,56.37,44.45,15.28,1.37,10.03,61.57,16.6,21.2,14,93,0,1,10,140
55.86,199.68,30.94,61.95,58.11,19.45,1.47,9.7,63.59,16,19.6,14.3,95,0,0.5,8.9,168
44.56,159.02,5.46,33.55,22.29,16.73,0.88,10.87,86.69,16,19.6,14.3,95,0,0.5,8.9,159
49.07,160.57,9.73,47.42,33.14,19.9,0.96,10.06,71.97,15,16.7,14.1,96,0,0.6,9.4,141
53.62,185.45,20.64,46.41,41.46,19.78,1.03,10.75,69.49,15,16.7,14.1,96,0,0.6,9.4,148
60.57,168.04,25.18,44.07,43.92,19.13,1.11,11.46,68.71,15.9,24.3,8.4,60,0,3.5,3.1,155
69.65,176.36,15.09,54.27,41.14,22.23,1.5,8.69,62.63,15.9,24.3,8.4,60,0,3.5,3.1,159
70.39,152.01,3.82,29.21,18.64,19.85,0.99,13.41,59.11,19.4,28.1,11.4,54,0,3.7,10.2,146
86.57,141.8,8.05,41.02,28.36,19.25,1.18,13.41,44.4,19.4,28.1,11.4,54,0,3.7,10.2,144
98.98,163.5,7.72,41.72,28.46,20.61,1.17,8.65,45.51,21.5,28.8,15.6,55,0,4,12.8,225
84.03,176.99,9.42,52.3,35.47,19,1.3,9.64,46.25,21.5,28.8,15.6,55,0,4,12.8,209
49.01,115.92,9.07,45.9,31.79,16.1,1.09,9.81,51.28,22.4,29.3,17.9,67,0,4,13,135
50.81,153.3,9.86,44.22,31.54,14.41,1.24,15.89,57.63,22.4,29.3,17.9,67,0,4,13,116
82.8,224.32,16.43,51.52,40.76,21.55,1.48,11.75,67.26,19,26.1,13.8,74,0,3.7,1.9,181
52.39,107.92,4.48,27.36,18.19,16.69,0.8,11.37,51.28,19,26.1,13.8,74,0,3.7,1.9,128
61.4,89.15,6.93,29.86,21.53,14.07,1.1,12.38,29.35,18.3,24.2,14.5,72,0,3.7,11.3,99
77.79,108.58,4.49,22.31,15.52,13.27,0.72,14.05,42.02,18.3,24.2,14.5,72,0,3.7,11.3,228
41.17,79.21,21.42,29.38,33.04,11.37,1.21,10.04,43.73,17.8,24.3,11.8,68,0,4,5,85
32.48,71.23,3.49,28.91,18.21,12.66,0.96,12.39,53.56,17.8,24.3,11.8,68,0,4,5,108
76.75,153.35,24.93,69.34,57.14,15.64,1.58,13.23,36.64,18.6,25.8,11.8,55,0,3.7,3.7,117
84.25,163.21,10.79,56.23,38.68,16.05,1.39,18.31,53.06,18.6,25.8,11.8,55,0,3.7,3.7,179
59.49,119.11,5.75,35.27,23.43,13.07,1.03,15.56,37.27,21.1,30.9,12.2,49,0,4,6.5,153
41.34,88.69,6.96,32.76,23.08,12.62,1.02,12.54,40.69,21.1,30.9,12.2,49,0,4,6.5,97
62.23,149.39,15.63,48.17,38.34,17.44,1.47,7.87,40.1,21.5,29.9,14.6,54,0,4,5.4,129
65.74,157.38,7.58,57.11,36.54,17.61,1.46,9.59,52.59,21.5,29.9,14.6,54,0,4,5.4,146
80.33,174.05,10.14,53.19,36.53,17.61,1.33,15.74,56.88,23.8,31.7,15.2,44,0,4,4.8,146
65.45,145.09,6.22,36.89,24.68,18.15,1.1,15.52,45.14,23.8,31.7,15.2,44,0,4,4.8,186
44.76,84.77,2.99,25.32,15.89,13.66,0.77,11.62,57.43,24.6,32.7,18.4,43,0,4,4.6,97
101.67,165.64,2.3,31.65,18.71,14.92,1.03,12.5,109.33,24.6,32.7,18.4,43,0,4,4.6,167
99.16,177.35,10.72,43.8,32.01,19.28,1.34,11.29,90.45,23.7,32.1,16.8,48,0,4,3,234
92.96,199.03,16.07,51.48,40.44,18.67,1.38,15.28,67.58,23.7,32.1,16.8,48,0,4,3,220
82.3,178.74,13.38,52.38,38.75,17.8,1.44,22.17,59.06,25.6,33.9,18.6,41,0,4,10.4,193
89.84,198.72,15.71,63.33,46.46,16.09,1.52,22.96,59.61,25.6,33.9,18.6,41,0,4,10.4,193
84.8,197.8,12.04,50.55,36.68,16.62,1.32,14.45,71.1,23,30.4,18,48,0,4,11.3,190
111.07,251.75,30.18,62.13,57.59,19.76,1.63,19.3,71.84,23,30.4,18,48,0,4,11.3,224
111.98,249.14,28.36,67.6,59.01,21.16,1.37,17.52,66.8,21.3,30.7,16,37,0,4,10.4,268
100.68,260.27,28.12,61.43,55.53,21.99,1.71,15.11,68.83,21.3,30.7,16,37,0,4,10.4,279
76.82,193.01,25.39,49.59,47.02,19.67,1.25,11.55,84.68,16.2,16.6,15.8,95,0,3.5,16.9,180
76.28,201.55,16.13,55.49,42.63,17.21,1.47,16.06,73.15,16.2,16.6,15.8,95,0,3.5,16.9,174
73.75,165.16,3.42,39.49,23.78,14.97,1.07,14.87,79.82,18.8,25.2,15,80,0,3.7,13.5,170
108.95,209.35,12.97,46.99,35.54,18.68,1.65,22.75,70.97,18.8,25.2,15,80,0,3.7,13.5,236
119.3,258.16,23.69,50.9,46.33,16.36,2.04,18.55,64.41,19.6,25.8,15.2,56,0,3.7,10.4,274
111.51,240.16,18.54,58.73,46.31,20.3,1.54,16.49,75.19,19.6,25.8,15.2,56,0,3.7,10.4,266
107.39,194.47,10.89,57.81,39.6,23.09,1.59,14.81,92.08,24.4,31.3,17.4,40,0,4,8.3,268
98.08,173.15,3.15,46.22,27.14,23.88,1.29,15.75,90.66,24.4,31.3,17.4,40,0,4,8.3,244
88.87,172.43,7.93,49.62,32.84,18.02,1.22,33.53,93.56,24.6,32.5,18.7,47,0,4,6.7,204
136.42,236.76,10.29,61.91,41.3,18.74,1.59,32.95,84.14,24.6,32.5,18.7,47,0,4,6.7,286
120.33,254.98,15.08,61.66,45.06,16.17,1.42,37.97,66.82,22.9,30.1,16.4,51,0,4,13.7,312
94.52,214.24,14.13,57.15,41.88,20.77,1.58,20.05,60.33,22.9,30.1,16.4,51,0,4,13.7,228
97.46,232.36,21,50.92,44.16,22.73,1.38,17.76,60.26,18.7,22.8,15.6,81,0.25,4,12,225
102.14,208.49,8.14,42.84,29.4,20.31,1.26,22.44,73.56,18.7,22.8,15.6,81,0.25,4,12,218
106.73,219.55,6.1,47.17,30.05,21.32,1.24,20.65,67.94,18.8,21.2,15.6,88,6.1,3.2,10.6,274
93.3,164.93,6.13,48.07,30.56,20.14,1.09,12.33,75.97,18.8,21.2,15.6,88,6.1,3.2,10.6,239
58.17,133.93,7.7,54.91,35.47,16.48,1.09,12.13,65.29,21.1,26.8,15.8,81,21.08,3.1,14.1,140
54.73,136.33,5.96,53.51,33.31,16.7,0.95,13.59,59.47,21.1,26.8,15.8,81,21.08,3.1,14.1,135
62.92,141,5.03,49.41,30.37,18.18,0.95,11.81,73.3,22.9,30.3,13.1,50,0,4,4.4,120
113.84,213.2,12.45,69.19,46.93,22.78,1.4,23.5,81.85,22.9,30.3,13.1,50,0,4,4.4,189
132.79,233.3,7.52,72.24,44.54,23.43,1.56,20.84,76.68,25.3,32.4,16,41,0,4,1.1,310
122.7,233.44,6.71,70.44,42.92,22.92,1.54,13.35,76.1,25.3,32.4,16,41,0,4,1.1,305
119.7,242.07,11.71,75.55,49.71,23.52,1.66,15.74,70.76,27.1,34.9,19,41,0,4,0.7,295
114.08,233.12,9.05,75.67,47.61,22.64,1.43,17.54,65.67,27.1,34.9,19,41,0,4,0.7,298
86.48,166.1,3.65,45.18,27.1,21.4,0.95,14.53,64.08,30.1,36.9,22,32,0,4,3,243
48.52,97.13,3.82,36.54,22.65,22.46,0.88,10.42,58.07,30.1,36.9,22,32,0,4,3,121
70.34,115.59,5.21,38.1,24.59,23.66,0.92,3.97,48.52,28.8,36.2,22.2,36,0,4,4.6,119
69.58,105.5,6.59,36.82,25.03,22.4,0.84,5.88,38.72,28.8,36.2,22.2,36,0,4,4.6,120
68.18,106.69,5.93,41.63,27.06,20.98,0.86,5.34,45.16,29.3,36.9,20.3,35,0,4,2.4,137
98.75,144.08,6.85,47.53,30.94,25.94,0.96,5.75,49.55,29.3,36.9,20.3,35,0,4,2.4,180
82.89,138.04,7.56,56.51,36.29,23.1,1.05,7.82,46.45,28.3,35.8,20.4,33,0,4,11.9,217
73.27,132.11,8.28,59.98,38.74,22.72,1.2,12.26,48.92,28.3,35.8,20.4,33,0,4,11.9,153
92.61,175.92,13.2,69.33,47.71,26.46,1.36,13.54,46.03,29.1,36.7,20.4,33,0,4,3.9,197
80.04,155.45,5.55,59.83,36.42,24.53,1.15,14.39,61.25,29.1,36.7,20.4,33,0,4,3.9,190
78.56,147.6,6.2,57.2,35.56,26.5,1.14,10.69,60.14,29.7,37.3,20.8,35,0,4,10.4,147
71.6,128.59,3.83,49.38,29.46,25.17,0.97,8.04,66.32,29.7,37.3,20.8,35,0,4,10.4,171
76.98,137.53,5.71,48.93,30.76,25.39,1.09,9.38,50.84,29.7,37.8,23.4,33,0,4,13.1,117
115.82,169.48,8.72,41.34,29.17,30.99,1.17,6.81,34.89,29.7,37.8,23.4,33,0,4,13.1,234
77.06,128.39,8.89,49.21,33.5,22.13,1.03,7.89,52.24,28.1,35.3,22,36,0,4,10,241
58.7,124.83,11.62,55.18,38.89,18.09,1,10.2,47.03,28.1,35.3,22,36,0,4,10,130
45.61,86.96,7.83,43.82,29.77,16.58,0.84,10.54,54.9,29.7,37.5,20.7,30,0,4,7.2,99
65.61,113.96,6.77,46.49,30.32,19.66,0.91,4.24,47.5,29.7,37.5,20.7,30,0,4,7.2,106
67.7,117.86,6.22,44.05,28.58,20.5,0.98,6.91,51.42,29.7,37.2,21.9,29,0,4,10.4,119
116.65,173.53,7.22,47.06,31,26.45,1.18,10.31,40.11,29.7,37.2,21.9,29,0,4,10.4,187
100.55,145.81,7.8,42.22,28.9,25.12,1.13,3.99,40.01,21,25.8,18.2,71,1.02,4,9.4,266
84.46,134.81,7.69,38.04,26.58,24.02,1.04,6.96,34.23,21,25.8,18.2,71,1.02,4,9.4,223
96.58,151.47,6.91,41.4,27.73,23.69,1.05,5.29,42.14,22.9,30.5,18.9,63,0,4,9.4,199
93.38,155.98,14.89,49.68,38.62,21.83,1.33,6.66,41.08,22.9,30.5,18.9,63,0,4,9.4,205
75.17,125.76,10.56,46.67,33.5,22.43,1.1,3.36,37.47,24.5,31.2,17.8,60,0.76,4,8.5,213
45.49,96.18,8.92,47.62,32.68,15.57,0.9,12.43,47.64,24.5,31.2,17.8,60,0.76,4,8.5,105
65.96,162.16,19.71,51.85,43.69,17.07,1.25,19.06,43.92,34.4,42.7,26,24,0,4,14.8,114
74.62,158.19,4.89,35.11,22.74,21.45,0.9,7.48,55.42,34.4,42.7,26,24,0,4,14.8,153
78.07,132.56,5.35,34.05,22.55,20.2,0.74,14.65,47.76,33.9,41.8,26,24,0,4,16.5,174
65.94,113.49,6.89,36.15,24.91,16.54,0.81,7.34,51.3,33.9,41.8,26,24,0,4,16.5,120
65.7,127.1,7.14,46.29,30.51,16.09,0.95,11.1,60.12,34.5,41.6,24.4,19,0,4,15,115
70.03,142.67,22.47,54.59,47.39,19.35,1.35,13.32,49.77,34.5,41.6,24.4,19,0,4,15,124
62.95,150.56,10.38,43.3,31.56,20.43,1.31,15.23,49.23,32,41.3,24.9,21,0,4,12.2,146
85.64,158.56,11.88,48,35.28,28.68,1.43,11.31,33.43,32,41.3,24.9,21,0,4,12.2,147
105.95,162.64,8.74,36.38,26.55,30.81,1.22,10.5,28.41,32.5,40.7,25.4,23,0,3.7,12.2,200
134.02,196.56,7.96,32.54,23.87,32.17,1.33,9.74,18.93,32.5,40.7,25.4,23,0,3.7,12.2,307
80.47,139.95,6.67,38.33,25.9,22.01,1.01,17.33,49.45,34.4,41.9,25.6,22,0,4,16.7,234
87.22,145.21,10.87,40.78,30.61,22.86,1.13,16.63,32.11,34.4,41.9,25.6,22,0,4,16.7,193
61.76,107.46,7.75,39.66,27.49,18.85,0.94,15.78,40.37,32.7,40.4,25.4,19,0,3.5,18,137
52,103.34,5.45,39.37,25.46,16.05,0.82,14.48,48.53,32.7,40.4,25.4,19,0,3.5,18,107
66.21,133.21,6.97,45.66,30.04,19.36,1.11,12.89,44.59,33.1,40.4,23.4,22,0,4,12,104
77.7,142.79,6.32,37.59,25.21,25.19,0.95,11.27,39.34,33.1,40.4,23.4,22,0,4,12,147
65.7,118.35,7.78,40.99,28.22,20.4,0.93,11.19,55.28,33.3,39.8,24,22,0,4,8.7,141
55.61,153.75,17,53.06,42.13,19.31,1.27,12.64,46.25,33.3,39.8,24,22,0,4,8.7,133
80.92,197.84,23.08,60.5,51.03,23.33,1.56,7.33,40.15,33.8,42.7,24.5,19,0,4,11.9,151
78.94,179.42,14.38,58.1,42.68,24.31,1.5,25.68,46.81,33.8,42.7,24.5,19,0,4,11.9,184
59.64,173.19,26.16,44.36,44.95,18.5,0.79,16.3,56,35.2,43.1,26.4,18,0,4,11.3,123
51.51,152.6,6.98,29.92,21.68,21.09,0.84,11.42,57.96,35.2,43.1,26.4,18,0,4,11.3,162
26.35,126.17,5.25,28.66,19.6,11.69,0.64,7.9,60.68,35.2,41.9,27.3,20,1.02,4,16.9,120
61.02,121.23,5.37,37.6,24.46,18.98,0.84,7.17,56.55,35.2,41.9,27.3,20,1.02,4,16.9,118
41.52,106.72,5.76,45.69,29.07,14.79,0.88,12.28,55.07,32.4,40.5,26.2,42,3.05,4,13,111
35.23,94.42,4.25,37.21,23.33,13.43,0.76,7.67,62.2,32.4,40.5,26.2,42,3.05,4,13,99
34.11,90.98,4.55,32.89,21.29,12.27,0.71,11.38,65.11,30.2,35.6,25.4,48,0.76,4,10.4,94
37.8,97.23,4,33.21,21.01,15.01,0.78,8.08,60.49,30.2,35.6,25.4,48,0.76,4,10.4,94
48.21,126.71,5.31,38.18,24.71,18.91,0.93,10.79,53.66,32.1,39.6,25.8,33,0,4,11.3,115
62.84,133.91,7.6,42.27,28.75,20.4,1.04,14.53,53.22,32.1,39.6,25.8,33,0,4,11.3,121
53.09,124.54,4.45,37.05,23.41,17.49,0.85,6.99,65.74,36.8,45,28.6,21,0,4,21.3,124
60.4,129.16,4.6,36.83,23.42,18.9,0.86,15.08,66.81,36.8,45,28.6,21,0,4,21.3,114
53.49,122.11,3.78,32.47,20.42,15.92,0.73,8.24,76.07,36.9,43.9,26.2,23,0,4,18.9,119
45.82,89.86,3.49,32.12,20.01,15.16,0.71,9.61,82.58,36.9,43.9,26.2,23,0,4,18.9,109
49.99,113.78,3.78,40.19,24.55,15.35,0.89,13.31,73.51,36.6,43.6,30,22,0,4,19.1,112
46.41,106.47,4.08,38.68,23.97,14.81,0.87,14.92,76.77,36.6,43.6,30,22,0,4,19.1,123
58.48,148.28,15.32,48.9,38.55,17.56,1.21,21.56,66.72,36.1,42.9,29.9,35,0,4,21.9,122
87.83,220.69,18.42,58.91,46.4,22.76,1.66,14.22,47.65,36.1,42.9,29.9,35,0,4,21.9,185
57.25,176.09,5.2,46.76,29.18,19.61,1.03,7.45,67.55,37.7,43.3,29.9,26,0,4,24.8,155
49,175.48,8.68,51.43,34.5,19.47,1.13,27.49,61.27,37.7,43.3,29.9,26,0,4,24.8,151
43.85,143.22,11.29,59.43,40.88,19.16,1.17,28.89,45.77,36.4,42.6,30.4,28,0,4,21.3,149
38.03,135.71,13.08,57.99,41.47,14.98,1.26,26.67,50.86,36.4,42.6,30.4,28,0,4,21.3,120
36.17,131.02,10.78,55.27,38.25,13.6,1.02,33.94,61.11,37.1,45.4,29.7,24,0,4,14.8,136
35.5,135.29,10.03,46.73,33.1,13.45,0.84,43.76,57.41,37.1,45.4,29.7,24,0,4,14.8,121
48.82,147.98,2.01,28.42,16.84,17.72,0.71,47.46,83.37,35.6,40.3,29.4,30,0,4,17.8,137
52.9,149.75,4.77,31.98,20.98,19.34,0.87,29.67,76,35.6,40.3,29.4,30,0,4,17.8,127
56.47,154.27,3.69,32.01,20.13,22.42,0.86,29.92,74.82,33.3,42.1,28,38,0,4,12,141
78.47,149.05,4.03,31.8,20.28,29.18,0.96,24.92,63.72,33.3,42.1,28,38,0,4,12,143
64.76,136.8,4.14,35.66,22.42,24.36,0.92,14.21,71.82,34.4,41.7,27.4,34,0,4,15,138
46.56,128.83,7.85,39.53,27.5,15.91,0.97,21.25,65.5,34.4,41.7,27.4,34,0,4,15,117
56.79,182.16,26.5,52.94,49.79,18.01,1.06,21.11,51.59,35.4,40.6,31.1,32,0,4,9.1,137
45.15,164.28,9.62,41.04,29.74,17.34,1,8.22,63.08,35.4,40.6,31.1,32,0,4,9.1,152
45.67,143.39,2.47,35.5,20.97,16.08,0.76,23.42,77.11,35.3,42.4,30.2,37,0,4,17.2,141
57.17,177.99,13.46,47.39,36.23,16.95,1.18,31.84,61.89,35.3,42.4,30.2,37,0,4,17.2,134
56.96,156.55,5.85,35.63,23.8,21.11,1.01,25.01,68.96,33.4,39,29.6,44,0,4,22.6,149
42.46,103.2,3,29.98,18.48,20.47,0.75,15.23,66.4,33.4,39,29.6,44,0,4,22.6,122
